rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
15,-9,1208.HK,MMG Ltd.,copper,producer,large,9.07,91.14,0.0994,0.0884,0.1202,FLAT,42.61,276.35,144.47,-37.38,58.2,70.82,0.7038,LOW,-,8.2315,8.8958,7.215,1,227.1037,LEADER,58.3946
16,-8,KCP.V,King Copper Discovery,copper,producer,small,0.89,97.47,-0.1051,0.0016,-0.1758,FLAT,20.27,456.25,456.25,-47.77,44.18,81.38,0.3972,LOW,-,0.886,0.944,0.732,1,247.6914,LEADER,57.8776
21,-4,ARG.TO,Amerigo Resources,copper,producer,mid,6.19,93.67,-0.0086,0.2494,0.1941,FLAT,142.15,282.61,314.55,-28.72,57.43,65.02,0.807,LOW,-,5.7251,5.5107,3.8075,1,249.6191,LEADER,56.8062
23,5,2099.HK,China Gold International Resources,copper,producer,large,172.7,87.34,-0.0354,0.0526,0.033,FLAT,30.69,252.68,258.67,-40.87,55.33,70.36,0.6598,LOW,-,170.3576,176.9839,142.1321,1,198.7023,LEADER,54.3593
28,4,0358.HK,Jiangxi Copper H,copper,producer,large,37.28,78.48,-0.0089,-0.0457,-0.0457,UP,20.7,206.34,152.77,-35.42,53.69,57.69,0.3129,LOW,-,37.269,39.9292,32.203,1,192.0347,LEADER,51.3061
34,-4,HBM.TO,Hudbay Minerals,copper,producer,large,33.18,84.81,-0.0137,0.1765,0.0962,FLAT,49.85,222.75,181.99,-35.94,55.42,67.98,0.7593,LOW,-,32.1365,31.9167,24.7417,1,181.595,LEADER,49.3528
36,-12,AUGO,"ticker
AUGO    Aura Minerals
AUGO    Aura Minerals
Name: name, dtype: object",copper,producer,large,90.31,92.41,-0.1024,0.2656,0.4673,STRONG_DOWN,172.18,279.75,279.75,-31.42,61.03,87.59,0.6729,LOW,-,94.1085,83.2465,,0,194.9212,LAGGARD,48.7168
41,-14,LUN.TO,Lundin Mining,copper,producer,large,37.2,82.28,-0.0316,0.0943,0.2,STRONG_DOWN,79.63,218.41,136.54,-33.67,56.22,67.47,0.7385,LOW,-,37.2775,36.6825,26.3472,1,181.9917,LEADER,47.653
44,2,PUCOBRE.SN,Sociedad Punta Del Cobre,copper,producer,large,15255.0,81.01,0.0258,-0.0688,-0.0237,FLAT,135.28,217.45,274.56,-38.3,45.53,59.35,0.1585,LOW,-,15024.7555,15034.4334,10360.4942,1,166.8121,LEADER,47.3649
46,-28,SAG.V,Sterling Metals,copper,producer,small,1.4,96.2,0.047,-0.0843,-0.0422,FLAT,-22.22,351.61,133.33,-54.93,36.95,71.99,0.4693,LOW,-,1.4025,1.584,1.3899,1,180.4708,LEADER,46.6021
50,1,GLEN.L,Glencore,copper,producer,large,557.5,54.43,0.054,-0.0612,0.2577,FLAT,61.59,110.04,18.8,-14.09,56.63,29.5,0.3765,LOW,-,556.56,532.751,404.6667,1,211.2397,CONTENDER,45.4311
58,3,1258.HK,China Nonferrous Mining,copper,producer,large,13.18,72.15,0.0132,0.0579,0.0508,FLAT,-2.66,176.88,106.88,-42.02,54.92,71.61,0.6161,LOW,-,12.7385,13.3266,12.7696,1,135.6524,CONTENDER,42.4244
61,12,GGP.L,"ticker
GGP.L    Greatland Resources
GGP.L    Greatland Resources
Name: name, dtype: object",copper,producer,mid,740.0,73.42,-0.003,0.2912,0.1784,FLAT,97.99,184.62,563.08,-35.27,54.18,71.26,1.1035,MED,-,702.515,665.034,471.4965,1,140.3657,CONTENDER,41.9028
62,-5,5713.T,Sumitomo Metal Mining Co Ltd,copper,producer,large,9713.0,79.75,0.0043,-0.0611,0.3037,FLAT,83.91,210.14,94.4,-35.85,55.79,84.44,0.3423,LOW,-,9878.0,9994.0193,6350.314,1,138.8425,LEADER,41.4918
75,4,KRY.V,Koryx Copper,copper,producer,small,3.39,88.61,0.0457,-0.026,0.5009,FLAT,109.26,256.84,465.0,-30.79,47.39,74.91,0.2092,LOW,-,3.2955,3.2892,2.0899,1,162.485,LEADER,38.6356
