rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,9,AUGO,"ticker
AUGO    Aura Minerals
AUGO    Aura Minerals
Name: name, dtype: object",copper,producer,large,108.65,95.06,0.122,0.3756,0.9723,STRONG_DOWN,187.78,356.87,356.87,-31.42,61.5,84.07,1.0788,MED,-,81.585,77.9728,,0,261.0617,LAGGARD,67.724
5,1,FDY.TO,Faraday Copper,copper,explorer,mid,4.84,100.0,0.041,0.0117,0.6837,FLAT,154.74,505.0,656.25,-33.95,49.8,90.11,0.7643,LOW,-,4.172,4.1678,2.4318,1,279.0922,LEADER,64.3693
6,22,KCP.V,King Copper Discovery,copper,producer,small,0.88,98.77,0.0726,-0.0896,-0.1323,STRONG_UP,29.41,433.33,363.16,-47.77,43.37,91.21,1.5128,HIGH,-,0.8285,0.9742,0.7008,1,206.0483,LEADER,62.5967
15,10,ABRA.TO,"ticker
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
Name: name, dtype: object",copper,explorer,mid,16.2,97.53,0.214,0.2522,0.4275,STRONG_DOWN,143.98,414.29,523.08,-43.5,54.62,96.48,0.6319,LOW,-,12.3805,13.6268,9.1464,1,234.5386,LEADER,57.7005
16,5,ARG.TO,Amerigo Resources,copper,producer,mid,6.36,93.83,0.1332,0.1572,0.2173,STRONG_DOWN,128.43,290.31,325.25,-28.72,57.03,64.22,0.97,LOW,-,5.203,5.505,3.7259,1,257.8085,LEADER,57.4073
17,-2,1208.HK,MMG Ltd.,copper,producer,large,8.5,87.65,-0.0083,-0.0714,-0.0104,FLAT,20.91,263.25,123.68,-37.38,58.02,69.34,0.6976,LOW,-,7.921,9.1728,7.0082,1,220.2717,LEADER,57.0533
19,-3,LUN.TO,Lundin Mining,copper,producer,large,40.51,91.36,0.0398,0.1321,0.2368,STRONG_DOWN,87.48,280.06,172.86,-33.67,57.43,70.84,0.7343,LOW,-,34.4156,35.9327,25.3716,1,227.042,LEADER,56.1583
24,-4,HBM.TO,Hudbay Minerals,copper,producer,large,34.78,85.19,0.03,0.1607,0.1508,FLAT,45.45,254.15,231.23,-35.94,55.42,67.16,0.5899,LOW,-,29.183,31.9911,23.9715,1,209.7193,LEADER,54.535
27,42,OM.TO,"ticker
OM.TO    Osisko Metals
OM.TO    Osisko Metals
Name: name, dtype: object",copper,explorer,mid,1.52,92.59,0.0985,0.2031,0.665,STRONG_DOWN,186.79,289.74,850.0,-34.19,42.17,70.4,1.581,HIGH,-,1.2295,1.2378,0.7179,1,173.5581,LEADER,53.2412
28,-2,0358.HK,Jiangxi Copper H,copper,producer,large,38.0,80.25,-0.024,-0.112,-0.0718,FLAT,16.06,218.63,165.41,-35.42,53.91,57.9,0.5651,LOW,-,36.699,41.2328,31.2269,1,203.5645,LEADER,53.0096
