rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,3,FDY.TO,Faraday Copper,copper,explorer,mid,5.56,100.0,-0.0035,0.0365,0.3146,STRONG_DOWN,192.63,651.35,603.8,-33.95,52.4,76.84,0.244,LOW,-,5.194,4.7564,2.9819,1,444.1802,LEADER,93.7354
3,-1,KCP.V,King Copper Discovery,copper,producer,small,1.08,98.77,-0.1322,0.1462,0.0457,FLAT,45.95,575.0,390.91,-47.77,45.2,91.58,1.6552,HIGH,-,1.0253,0.9343,0.8088,1,283.7956,LEADER,79.2446
9,2,ARG.TO,Amerigo Resources,copper,producer,mid,6.48,95.06,0.0001,0.0274,0.2066,STRONG_DOWN,114.56,285.21,302.33,-28.72,57.2,58.27,0.4478,LOW,-,6.32,5.7654,4.2063,1,279.9758,LEADER,61.4027
14,-4,ABRA.TO,"ticker
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
Name: name, dtype: object",copper,explorer,mid,16.67,97.53,-0.0173,-0.0182,0.1241,FLAT,145.15,337.53,512.87,-43.5,54.4,86.01,0.2951,LOW,-,17.103,14.8646,10.6996,1,213.4843,LEADER,54.5324
17,15,PUCOBRE.SN,Sociedad Punta Del Cobre,copper,producer,large,16997.0,90.12,0.0536,0.0939,0.1462,STRONG_DOWN,138.93,239.55,247.62,-38.3,46.96,54.85,0.146,LOW,-,15713.55,15302.8475,11279.564,1,205.0894,LEADER,53.6113
18,6,GLEN.L,Glencore,copper,producer,large,569.1,59.26,0.0028,0.0091,0.2126,STRONG_DOWN,61.28,111.49,17.78,-14.09,55.6,24.06,0.4681,LOW,-,567.8353,553.736,429.2576,1,257.6495,CONTENDER,52.9678
20,-4,1208.HK,MMG Ltd.,copper,producer,large,9.14,86.42,-0.0001,-0.0135,0.0058,FLAT,30.2,216.26,,-37.38,56.91,64.5,,LOW,-,9.2005,8.5988,7.7231,1,190.8144,LEADER,51.5497
22,7,0358.HK,Jiangxi Copper H,copper,producer,large,36.32,77.78,0.0214,-0.0285,-0.095,STRONG_UP,14.36,175.95,135.64,-35.42,52.44,49.55,,LOW,-,37.459,37.5368,34.2728,1,186.2147,LEADER,50.5753
26,-13,SAG.V,Sterling Metals,copper,producer,small,1.08,96.3,-0.0662,-0.2069,-0.267,STRONG_UP,-39.33,315.38,116.0,-62.68,38.0,65.27,0.0488,LOW,-,1.216,1.3626,1.4721,0,183.616,LAGGARD,48.4441
32,-6,LUN.TO,Lundin Mining,copper,producer,large,37.85,80.25,-0.01,0.0058,-0.0037,FLAT,56.26,190.59,140.67,-33.67,56.0,62.98,0.5846,LOW,-,37.0595,36.1831,28.5471,1,169.4641,LEADER,46.1593
37,-15,2099.HK,China Gold International Resources,copper,producer,large,158.5,75.31,0.0052,-0.0844,-0.0894,STRONG_UP,12.32,161.61,199.45,-40.87,53.25,61.39,0.5792,LOW,-,166.825,166.6701,151.3512,1,140.1796,LEADER,44.1621
