rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,HYMC,Hycroft Mining Holding,gold,explorer,mid,36.09,100.0,0.0418,0.0802,0.0013,FLAT,374.87,1024.3,913.76,-46.18,57.2,121.92,0.4133,LOW,-,38.7808,39.3142,20.9612,1,480.5603,LEADER,105.8717
26,6,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.38,99.06,0.0225,0.1993,0.2475,STRONG_DOWN,86.49,345.16,294.29,-41.21,39.2,87.15,1.6073,HIGH,-,1.4515,1.3472,0.8929,1,155.2533,LEADER,51.8843
30,-1,OGC.TO,Oceanagold Corp,gold,explorer,large,40.61,83.96,-0.007,-0.0097,-0.0093,FLAT,31.08,185.42,350.66,-31.6,58.4,57.63,0.713,LOW,-,44.8185,46.9847,37.0715,1,187.8972,LEADER,48.8019
31,-1,ARIS,Aris Mining Corp,gold,producer,mid,17.52,92.45,0.008,-0.0193,0.0447,FLAT,77.33,217.97,319.14,-28.97,60.8,65.02,0.3452,LOW,-,19.4985,19.3264,14.0726,1,203.8206,LEADER,48.4056
32,5,USAS,Americas Gold & Silver,gold,producer,mid,5.85,97.17,0.0615,0.1429,-0.0878,FLAT,47.36,303.45,800.0,-53.44,52.4,96.99,0.7002,LOW,-,5.9065,6.7304,5.0372,1,163.9415,LEADER,48.1513
35,0,MAU.TO,Montage Gold,gold,explorer,mid,13.37,93.4,0.0049,-0.0971,0.1587,FLAT,92.93,266.3,952.76,-25.76,53.6,70.3,0.3353,LOW,-,15.234,15.1228,9.7731,1,203.0406,LEADER,47.5248
36,0,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: object",gold,producer,large,3255.0,88.68,0.0143,0.0086,0.0311,FLAT,46.52,206.3,474.07,-31.03,52.99,60.58,0.7368,LOW,-,3476.3423,3542.4279,2827.8355,1,180.4558,LEADER,47.3687
39,-16,HBM,"ticker
HBM    Hudbay Minerals Inc
HBM    Hudbay Minerals Inc
Name: name, dtype: object",gold,producer,large,21.77,86.79,-0.0245,0.0788,-0.0282,FLAT,36.1,193.88,155.78,-36.16,56.8,66.72,0.7854,LOW,-,23.942,22.9904,18.2882,1,165.0568,LEADER,46.3992
42,2,PAF.L,Pan African Resources,gold,producer,mid,139.68,85.85,0.0144,-0.0177,0.2082,FLAT,67.11,193.2,485.93,-31.51,57.77,60.33,0.212,LOW,-,151.38,152.7702,109.8557,1,184.9972,LEADER,45.4679
52,-11,APM.TO,Andean Precious Metals,gold,producer,mid,6.1,89.62,-0.029,-0.0655,-0.2167,STRONG_UP,-5.43,212.82,555.91,-51.34,54.8,80.68,0.6204,LOW,EARLY,6.906,7.5964,7.5853,0,144.5533,LAGGARD,43.6539
56,5,TAU.V,Thesis Gold Inc A,gold,producer,mid,3.375,95.28,-0.0184,0.1488,0.3033,STRONG_DOWN,98.53,270.88,396.32,-25.14,50.8,77.92,0.6689,LOW,-,3.4197,3.2545,2.2234,1,176.5998,LEADER,41.7232
67,-4,DPM.TO,Dundee Precious Metals,gold,explorer,large,44.24,73.58,-0.0318,-0.072,0.0499,FLAT,47.2,143.69,315.82,-29.52,57.2,58.11,0.7039,LOW,-,50.506,50.7504,39.2089,1,141.4423,CONTENDER,38.8933
70,11,BRC.V,"ticker
BRC.V    Blackrock Silver
BRC.V    Blackrock Silver
Name: name, dtype: object",gold,explorer,small,1.2,96.23,0.0133,-0.011,-0.1213,STRONG_UP,87.5,275.0,252.94,-51.53,48.8,100.01,0.5323,LOW,-,1.2605,1.4598,1.0635,1,134.1866,LEADER,38.3903
71,2,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,4.31,78.3,0.0733,0.2027,-0.104,FLAT,-3.15,161.21,977.5,-69.62,47.6,86.03,0.8362,LOW,-,4.235,4.0066,3.8517,1,89.1979,LEADER,38.1712
72,-8,CGAU,Centerra Gold Inc,gold,producer,mid,16.69,77.36,-0.0467,-0.0145,0.0993,STRONG_DOWN,42.68,160.2,172.68,-24.61,57.6,57.34,0.7211,LOW,-,18.735,18.4225,13.6658,1,160.9283,LEADER,38.0994
73,16,IAUX,I-80 Gold Corp,gold,producer,mid,1.5,79.25,0.0231,-0.0124,-0.0333,STRONG_UP,54.16,162.7,23.97,-38.94,52.8,67.06,0.5245,LOW,-,1.5995,1.6366,1.2652,1,128.1003,LEADER,37.8593
78,0,IAG,Iamgold Corp,gold,producer,large,16.31,69.81,0.0188,-0.0673,-0.0237,FLAT,40.85,134.34,336.1,-34.6,60.0,68.87,0.5798,LOW,-,18.1985,19.425,15.0368,1,117.0371,CONTENDER,36.2529
