rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,0,HYMC,Hycroft Mining Holding,gold,explorer,mid,33.82,100.0,0.032,-0.0847,-0.0973,STRONG_UP,186.37,816.53,871.84,-46.18,55.2,99.35,0.5359,LOW,-,36.312,36.7733,24.2314,1,453.6741,LEADER,101.1663
11,16,MFRISCOA-1.MX,Minera Frisco Sab De Cv,gold,explorer,large,10.63,86.41,-0.0232,0.0974,-0.0194,FLAT,19.3,196.1,184.99,-41.62,46.59,47.18,60.4101,HIGH,-,10.256,9.764,9.1468,1,193.648,LEADER,65.2917
13,-5,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,4.78,97.09,0.0658,0.0875,0.3773,STRONG_DOWN,7.17,270.54,875.51,-69.62,50.0,69.07,1.321,MED,-,4.3695,4.1448,4.118,1,195.8467,LEADER,63.5793
21,40,DBG.V,Doubleview Gold,gold,explorer,small,3.07,98.06,0.1831,0.0594,0.4183,FLAT,149.59,403.28,553.19,-33.75,44.8,92.23,2.244,HIGH,-,2.6785,2.6354,1.4959,1,195.8895,LEADER,56.0452
33,6,MAU.TO,Montage Gold,gold,explorer,mid,16.56,96.12,0.0299,0.217,0.2554,STRONG_DOWN,88.18,253.85,1058.04,-25.76,53.6,62.16,0.4935,LOW,-,15.0555,15.043,10.8104,1,218.8892,LEADER,49.4817
57,5,SA,Seabridge Gold Inc,gold,explorer,mid,35.52,83.5,0.1228,0.2398,0.2175,FLAT,26.14,172.6,125.38,-37.92,56.4,71.22,1.1565,MED,-,31.213,30.1686,27.7651,1,136.6854,LEADER,42.6375
68,7,FF.TO,First Mining Gold,gold,explorer,mid,0.52,90.29,0.0692,0.1602,0.0966,FLAT,14.29,205.88,285.19,-50.62,45.6,73.9,0.6683,LOW,-,0.4948,0.485,0.4462,1,127.0397,LEADER,40.2113
72,-8,BRC.V,"ticker
BRC.V    Blackrock Silver
BRC.V    Blackrock Silver
Name: name, dtype: object",gold,explorer,small,1.3,95.15,0.0578,0.0618,-0.1503,FLAT,60.49,251.35,333.33,-51.53,48.0,83.52,0.4983,LOW,-,1.2825,1.2726,1.1331,1,144.4548,LEADER,39.2268
84,6,OGC.TO,Oceanagold Corp,gold,explorer,large,40.31,69.9,-0.031,-0.0261,-0.0396,FLAT,14.32,111.4,331.71,-31.67,57.2,51.16,0.5126,LOW,-,42.1986,43.2835,39.166,1,124.5522,CONTENDER,36.4446
86,2,NVA,Nova Minerals,gold,explorer,small,7.02,80.58,0.1603,0.1825,0.1525,FLAT,-21.03,160.31,631.25,-65.2,49.2,80.87,1.0912,MED,-,6.2825,6.1168,6.5247,1,97.5291,LEADER,36.2907
92,-25,THM,International Tower Hill Mines,gold,explorer,mid,2.64,82.52,0.0262,0.1163,-0.0092,FLAT,36.08,166.67,340.0,-46.74,46.4,72.8,0.5675,LOW,-,2.551,2.4542,2.1476,1,106.2271,LEADER,35.1436
94,3,DPM.TO,Dundee Precious Metals,gold,explorer,large,45.97,66.02,-0.0191,0.0175,0.0201,STRONG_DOWN,20.14,108.13,308.81,-29.52,56.4,48.34,0.5454,LOW,-,46.081,48.0789,41.4925,1,126.1638,CONTENDER,34.9719
149,18,GMIN.TO,G Mining Venture,gold,explorer,large,40.61,56.31,-0.0248,-0.1577,-0.0438,FLAT,21.3,85.94,397.67,-34.19,52.8,78.74,1.053,MED,-,46.376,48.116,38.8124,1,57.6302,CONTENDER,27.7
159,4,KNT.TO,K92 Mining Inc,gold,explorer,large,24.44,47.57,0.0039,-0.0013,0.024,FLAT,19.05,63.37,214.54,-38.35,55.6,57.86,0.614,LOW,-,25.527,25.0458,22.5004,1,60.8938,LAGGARD,26.3517
169,-17,CKG.V,Chesapeake Gold,gold,explorer,small,3.51,89.32,0.0713,0.0998,0.1141,STRONG_DOWN,17.0,205.22,30.0,-42.65,46.4,118.82,0.424,LOW,-,3.3755,3.4252,3.0943,1,80.1388,LEADER,24.8661
181,-16,DC,Dakota Gold Corp,gold,explorer,mid,5.92,52.43,0.0547,0.0627,0.1518,STRONG_DOWN,26.77,76.72,104.84,-36.29,52.4,59.77,0.7292,LOW,-,5.77,5.5296,5.2678,1,67.2568,CONTENDER,23.146
182,16,PDI.AX,Predictive Discovery,gold,explorer,mid,0.78,63.11,0.0214,-0.1354,-0.0068,FLAT,18.18,100.0,321.62,-31.07,48.22,70.88,0.8925,LOW,-,0.8445,0.8663,0.7149,1,68.0305,CONTENDER,23.0144
205,-17,FPC.V,Falco Resources,gold,explorer,small,0.49,67.96,0.017,0.0436,0.3264,STRONG_DOWN,42.03,108.51,81.48,-41.38,39.6,64.71,0.9259,LOW,-,0.495,0.4437,0.3941,1,66.4043,CONTENDER,20.9215
226,15,NFG.V,New Found Gold Corp,gold,explorer,mid,2.84,24.27,0.0502,-0.0002,0.0068,FLAT,-28.46,33.33,-40.34,-51.05,49.6,61.42,0.9312,LOW,SHIFT,2.81,2.7708,3.2451,0,26.9185,WEAK,19.1821
