rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,5,HYMC,Hycroft Mining Holding,gold,explorer,mid,25.76,100.0,-0.0286,-0.1995,-0.176,FLAT,108.41,732.31,861.19,-58.77,54.0,98.52,0.8321,LOW,-,30.797,35.7573,25.1448,1,401.388,LEADER,93.9401
8,0,MFRISCOA-1.MX,Minera Frisco Sab De Cv,gold,explorer,large,11.0,96.12,-0.0061,0.1753,0.0491,FLAT,23.6,228.36,196.5,-41.62,47.39,45.93,0.1505,LOW,-,10.5465,10.0144,9.4265,1,235.6172,LEADER,61.2731
24,-5,MAU.TO,Montage Gold,gold,explorer,mid,15.92,97.09,0.0892,0.1269,0.2595,STRONG_DOWN,86.85,251.43,1029.08,-25.76,54.0,68.58,0.6202,LOW,-,15.0615,15.12,11.1898,1,197.9802,LEADER,45.7304
27,-1,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,3.93,94.17,-0.0095,0.0324,0.1742,STRONG_DOWN,-18.46,214.4,736.17,-69.62,50.0,78.57,0.6938,LOW,EARLY,4.1345,4.228,4.2115,0,136.4388,LAGGARD,45.3733
52,-1,DBG.V,Doubleview Gold,gold,explorer,small,2.95,98.06,0.0748,0.1715,0.4744,STRONG_DOWN,170.64,321.43,628.4,-33.75,44.8,91.84,0.8595,LOW,-,2.7105,2.7684,1.5865,1,156.7944,LEADER,37.6234
57,-16,DPM.TO,Dundee Precious Metals,gold,explorer,large,44.64,77.67,-0.0063,0.0894,0.0822,FLAT,8.67,110.64,336.0,-31.44,57.2,54.29,0.8041,LOW,-,45.204,47.8612,42.2889,1,116.5664,LEADER,35.5115
59,20,OGC.TO,Oceanagold Corp,gold,explorer,large,36.67,59.22,-0.0012,-0.0528,-0.0669,STRONG_UP,-4.86,75.6,293.97,-42.13,56.0,55.8,1.1746,MED,EARLY,39.1522,42.3435,39.6943,0,75.8709,LAGGARD,35.073
77,-25,NVA,Nova Minerals,gold,explorer,small,7.02,88.35,-0.007,0.2924,0.2996,STRONG_DOWN,-13.76,166.05,631.25,-65.2,47.79,77.16,0.0,LOW,-,6.5075,6.3162,6.6947,1,102.8452,LEADER,32.8663
85,-8,BRC.V,"ticker
BRC.V    Blackrock Silver
BRC.V    Blackrock Silver
Name: name, dtype: object",gold,explorer,small,1.07,91.26,0.0973,-0.0729,-0.0881,STRONG_UP,21.59,181.58,296.3,-59.39,47.6,88.1,0.7276,LOW,-,1.1605,1.2382,1.1507,0,98.1062,LAGGARD,31.9741
93,-37,GMIN.TO,G Mining Venture,gold,explorer,large,37.2,66.02,0.049,-0.1311,-0.0723,FLAT,-4.62,86.37,358.13,-43.6,52.8,79.48,1.089,MED,EARLY,39.709,46.8116,39.4602,0,57.379,LAGGARD,31.1097
101,-42,FF.TO,First Mining Gold,gold,explorer,mid,0.44,84.47,0.0057,-0.0391,-0.001,FLAT,-21.43,125.64,266.67,-50.62,44.4,74.25,0.6046,LOW,EARLY,0.4697,0.481,0.4568,0,75.1308,LAGGARD,29.5633
106,12,THM,International Tower Hill Mines,gold,explorer,mid,2.09,83.5,-0.0211,-0.0712,-0.0051,FLAT,-0.95,124.73,301.92,-47.65,47.6,77.98,0.6549,LOW,EARLY,2.3655,2.4552,2.1832,0,76.1375,LAGGARD,28.9507
