rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,0,HYMC,Hycroft Mining Holding,gold,explorer,mid,33.82,100.0,0.032,-0.0847,-0.0973,STRONG_UP,186.37,816.53,871.84,-46.18,55.2,99.35,0.5359,LOW,-,36.312,36.7733,24.2314,1,453.6741,LEADER,101.1663
10,4,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.75,99.03,0.0962,0.2465,0.3905,STRONG_DOWN,96.63,464.52,386.11,-41.21,42.0,79.89,1.2789,MED,-,1.512,1.4108,1.0084,1,244.2067,LEADER,65.463
11,16,MFRISCOA-1.MX,Minera Frisco Sab De Cv,gold,explorer,large,10.63,86.41,-0.0232,0.0974,-0.0194,FLAT,19.3,196.1,184.99,-41.62,46.59,47.18,60.4101,HIGH,-,10.256,9.764,9.1468,1,193.648,LEADER,65.2917
13,-5,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,4.78,97.09,0.0658,0.0875,0.3773,STRONG_DOWN,7.17,270.54,875.51,-69.62,50.0,69.07,1.321,MED,-,4.3695,4.1448,4.118,1,195.8467,LEADER,63.5793
18,-5,HBM,"ticker
HBM    Hudbay Minerals Inc
HBM    Hudbay Minerals Inc
Name: name, dtype: object",gold,producer,large,31.87,93.2,0.173,0.4424,0.4855,STRONG_DOWN,89.09,240.6,235.15,-36.16,56.4,66.1,1.2023,MED,-,26.1325,24.0588,19.9245,1,205.2904,LEADER,58.9125
21,40,DBG.V,Doubleview Gold,gold,explorer,small,3.07,98.06,0.1831,0.0594,0.4183,FLAT,149.59,403.28,553.19,-33.75,44.8,92.23,2.244,HIGH,-,2.6785,2.6354,1.4959,1,195.8895,LEADER,56.0452
33,6,MAU.TO,Montage Gold,gold,explorer,mid,16.56,96.12,0.0299,0.217,0.2554,STRONG_DOWN,88.18,253.85,1058.04,-25.76,53.6,62.16,0.4935,LOW,-,15.0555,15.043,10.8104,1,218.8892,LEADER,49.4817
43,-9,MAH.AX,Machahon Holdings,gold,royalties_financial_services,mid,0.97,94.17,0.0175,0.2718,0.5672,STRONG_DOWN,75.78,247.11,260.7,-22.01,45.85,56.02,0.5477,LOW,-,0.8765,0.817,0.6223,1,202.2512,LEADER,45.3452
50,0,IAUX,I-80 Gold Corp,gold,producer,mid,1.62,84.47,0.0196,0.0584,0.0901,STRONG_DOWN,35.0,192.95,45.95,-38.94,53.2,61.11,0.4004,LOW,-,1.5475,1.5518,1.3601,1,167.9727,LEADER,43.4428
53,-18,USAS,Americas Gold & Silver,gold,producer,mid,6.43,92.23,0.0717,0.0776,-0.1293,FLAT,36.23,238.42,679.39,-53.44,53.2,92.86,0.5937,LOW,-,6.27,5.9682,5.4157,1,136.5927,LEADER,42.9127
56,-28,APM.TO,Andean Precious Metals,gold,producer,mid,6.93,85.44,0.0439,0.1145,-0.0796,FLAT,-25.08,193.64,586.14,-51.34,56.4,75.15,0.5492,LOW,SHIFT,6.891,6.837,7.857,0,145.3297,LAGGARD,42.7638
57,5,SA,Seabridge Gold Inc,gold,explorer,mid,35.52,83.5,0.1228,0.2398,0.2175,FLAT,26.14,172.6,125.38,-37.92,56.4,71.22,1.1565,MED,-,31.213,30.1686,27.7651,1,136.6854,LEADER,42.6375
68,7,FF.TO,First Mining Gold,gold,explorer,mid,0.52,90.29,0.0692,0.1602,0.0966,FLAT,14.29,205.88,285.19,-50.62,45.6,73.9,0.6683,LOW,-,0.4948,0.485,0.4462,1,127.0397,LEADER,40.2113
70,17,WRN,Western Copper and Gold Ord Shs,gold,producer,mid,3.0,79.61,0.0383,0.0614,0.1585,STRONG_DOWN,26.58,147.93,132.56,-42.72,52.4,64.17,1.1815,MED,-,2.9015,2.7698,2.5502,1,120.8,LEADER,39.6839
72,-8,BRC.V,"ticker
BRC.V    Blackrock Silver
BRC.V    Blackrock Silver
Name: name, dtype: object",gold,explorer,small,1.3,95.15,0.0578,0.0618,-0.1503,FLAT,60.49,251.35,333.33,-51.53,48.0,83.52,0.4983,LOW,-,1.2825,1.2726,1.1331,1,144.4548,LEADER,39.2268
74,2,IAG,Iamgold Corp,gold,producer,large,17.49,75.73,0.0293,0.0508,-0.0404,FLAT,13.72,132.58,354.29,-34.6,58.8,62.05,0.4822,LOW,-,17.559,17.9098,16.0594,1,125.6356,LEADER,38.34
75,-37,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: object",gold,producer,large,3242.0,81.55,-0.0331,-0.0196,-0.042,FLAT,25.49,162.17,426.33,-31.03,51.39,63.19,0.6805,LOW,-,3393.75,3390.7427,3006.1752,1,131.8838,LEADER,38.3241
82,-4,TAU.V,Thesis Gold Inc A,gold,producer,mid,3.5,88.35,0.0039,0.0155,0.2324,STRONG_DOWN,55.56,199.15,360.53,-25.14,52.4,69.57,0.4113,LOW,-,3.4798,3.3478,2.4706,1,149.9959,LEADER,36.5659
84,6,OGC.TO,Oceanagold Corp,gold,explorer,large,40.31,69.9,-0.031,-0.0261,-0.0396,FLAT,14.32,111.4,331.71,-31.67,57.2,51.16,0.5126,LOW,-,42.1986,43.2835,39.166,1,124.5522,CONTENDER,36.4446
86,2,NVA,Nova Minerals,gold,explorer,small,7.02,80.58,0.1603,0.1825,0.1525,FLAT,-21.03,160.31,631.25,-65.2,49.2,80.87,1.0912,MED,-,6.2825,6.1168,6.5247,1,97.5291,LEADER,36.2907
87,7,TRX,TRX Gold,gold,producer,small,1.13,91.26,0.0305,-0.0037,-0.1648,STRONG_UP,50.67,232.35,140.43,-50.92,40.0,74.65,0.4213,LOW,-,1.158,1.2786,1.0334,1,124.5026,LEADER,36.2152
88,-23,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,7.98,76.7,0.0485,0.1589,0.1078,FLAT,6.54,133.33,,-33.04,54.8,55.37,0.8078,LOW,-,7.222,6.9368,7.0756,1,131.9607,LEADER,35.9275
90,8,CGAU,Centerra Gold Inc,gold,producer,mid,17.43,74.76,0.0095,0.026,0.1056,STRONG_DOWN,32.02,131.9,158.13,-24.61,57.6,51.18,0.4519,LOW,-,17.4525,17.8862,14.6527,1,148.4456,CONTENDER,35.2538
91,0,BVN,Buenaventura Mining,gold,producer,large,34.79,71.84,-0.0214,0.0818,0.11,STRONG_DOWN,41.95,123.19,106.18,-30.64,58.0,57.42,0.8398,LOW,-,35.0285,34.1987,29.0256,1,124.4384,CONTENDER,35.2379
92,-25,THM,International Tower Hill Mines,gold,explorer,mid,2.64,82.52,0.0262,0.1163,-0.0092,FLAT,36.08,166.67,340.0,-46.74,46.4,72.8,0.5675,LOW,-,2.551,2.4542,2.1476,1,106.2271,LEADER,35.1436
94,3,DPM.TO,Dundee Precious Metals,gold,explorer,large,45.97,66.02,-0.0191,0.0175,0.0201,STRONG_DOWN,20.14,108.13,308.81,-29.52,56.4,48.34,0.5454,LOW,-,46.081,48.0789,41.4925,1,126.1638,CONTENDER,34.9719
99,19,NEM,Newmont Corp,gold,producer,large,109.5,62.14,-0.0049,-0.0086,0.1195,FLAT,19.76,99.97,171.51,-27.25,59.2,48.86,0.7038,LOW,-,111.3878,111.0602,100.1635,1,121.128,CONTENDER,34.0743
100,2,MKO.V,Mako Mining Corp,gold,producer,mid,11.81,73.79,0.0005,0.1397,0.2776,STRONG_DOWN,52.19,127.99,246.33,-31.85,53.6,53.16,0.26,LOW,-,11.3075,10.3268,8.7634,1,129.0517,CONTENDER,33.6502
