rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,-1,HYMC,Hycroft Mining Holding,gold,explorer,mid,35.66,100.0,-0.0564,0.1067,-0.1128,FLAT,428.3,948.82,879.67,-46.18,56.8,128.22,0.5074,LOW,-,38.6188,39.5544,20.3103,1,420.318,LEADER,94.7528
39,0,MAU.TO,Montage Gold,gold,explorer,mid,13.71,97.17,-0.0219,-0.1384,0.1912,FLAT,104.93,274.59,988.1,-25.76,53.6,73.86,0.4853,LOW,-,15.788,15.2374,9.5992,1,199.2693,LEADER,46.9437
43,-4,OGC.TO,Oceanagold Corp,gold,explorer,large,42.09,83.96,-0.0284,-0.0538,-0.0085,FLAT,38.49,186.82,339.7,-31.6,58.4,63.44,0.7533,LOW,-,45.507,47.8504,36.6302,1,171.979,LEADER,45.9417
47,19,DPM.TO,Dundee Precious Metals,gold,explorer,large,47.06,76.42,0.0002,-0.0407,0.0698,FLAT,53.38,161.08,343.96,-29.52,57.6,62.9,1.0222,MED,-,51.6615,51.2913,38.7514,1,147.51,LEADER,45.0587
68,0,THM,International Tower Hill Mines,gold,explorer,mid,2.28,92.45,-0.069,0.0273,-0.0624,FLAT,34.12,250.77,256.25,-46.74,46.8,91.75,0.5588,LOW,-,2.4935,2.6012,1.9873,1,127.9128,LEADER,39.5322
80,16,GMIN.TO,G Mining Venture,gold,explorer,large,48.88,75.47,0.0243,0.0741,0.135,STRONG_DOWN,85.93,153.4,473.71,-34.19,54.4,81.57,1.1251,MED,-,51.912,49.9268,35.3014,1,102.3013,LEADER,36.8032
89,4,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,4.13,72.64,-0.0381,0.2032,-0.2024,FLAT,-17.23,145.83,883.33,-69.62,47.6,91.81,0.4784,LOW,-,4.125,3.964,3.8037,1,75.6091,CONTENDER,35.118
95,7,MFRISCOA-1.MX,Minera Frisco Sab De Cv,gold,explorer,large,9.57,84.91,0.0444,-0.0008,0.168,FLAT,9.25,190.0,175.79,-41.62,44.58,94.32,0.7298,LOW,-,9.488,10.9366,8.4134,1,89.8028,LEADER,34.6613
99,17,FF.TO,First Mining Gold,gold,explorer,mid,0.44,79.25,0.0214,-0.1179,-0.2526,STRONG_UP,37.5,166.67,175.0,-50.62,44.4,84.02,0.6671,LOW,-,0.4937,0.5253,0.4086,1,88.0743,LEADER,33.7469
101,22,SA,Seabridge Gold Inc,gold,explorer,mid,28.29,66.04,-0.0245,0.0384,0.018,FLAT,26.35,129.44,76.81,-37.92,56.8,76.53,1.026,MED,-,30.9175,31.607,26.0271,1,96.0697,CONTENDER,33.4965
