rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
10,1,SCZ.V,Santacruz Silver Mining,silver,producer,mid,10.67,100.0,-0.015,-0.0507,-0.0813,STRONG_UP,-3.35,393.98,967.0,-57.28,49.4,105.3,0.4852,LOW,-,12.4185,14.962,9.9761,1,184.8308,LEADER,54.1981
18,-8,DSV.TO,Discovery Silver Corp,silver,producer,large,8.19,93.33,-0.0019,0.0567,0.16,STRONG_DOWN,57.2,286.32,977.63,-36.96,54.22,84.11,0.5836,LOW,-,9.009,9.7944,6.4338,1,184.5715,LEADER,49.7271
26,4,HL,Hecla Mining Co,silver,producer,large,17.93,86.67,-0.0411,0.0499,0.0865,STRONG_DOWN,53.72,223.07,268.22,-45.95,54.62,86.09,0.5473,LOW,-,19.7854,22.7719,14.5242,1,141.5254,LEADER,44.8713
31,-6,CDE,Coeur Mining Inc,silver,producer,large,17.13,66.67,-0.0904,-0.0459,0.0913,STRONG_DOWN,-7.1,189.36,309.81,-40.44,53.01,83.83,1.2095,MED,-,20.746,22.2792,16.5299,1,119.7408,CONTENDER,42.2451
37,11,AG,First Majestic Silver,silver,producer,large,20.68,76.67,0.0304,-0.0308,0.3861,FLAT,70.39,209.47,233.97,-42.92,53.41,91.85,0.7404,LOW,-,23.404,23.9572,14.7664,1,121.8056,LEADER,40.8911
45,-44,AGMR.TO,Silver Mountain Resources,silver,explorer,small,3.85,96.67,0.0081,-0.0254,0.2254,FLAT,25.0,381.25,4712.5,-43.49,49.4,122.04,0.4099,LOW,-,4.2045,4.3617,2.9113,1,154.3244,LEADER,40.0638
63,34,NEWP,New Pacific Metals,silver,explorer,mid,3.87,90.0,0.0343,0.0101,0.2039,FLAT,36.27,248.65,159.73,-41.19,50.6,102.6,0.6388,LOW,-,4.2915,4.1346,2.7606,1,122.6279,LEADER,37.0649
65,-4,ASM,"ticker
ASM    Avino Silver & Gold Mines
ASM    Avino Silver & Gold Mines
Name: name, dtype: object",silver,producer,mid,5.94,83.33,-0.0166,-0.0594,0.0621,FLAT,16.24,222.83,681.58,-52.4,50.6,107.24,0.6654,LOW,-,7.0495,8.377,5.6203,1,105.138,LEADER,36.7304
66,-33,KCN.AX,"ticker
KCN.AX    Kingsgate Consolidated Ord Shs
KCN.AX    Kingsgate Consolidated Ord Shs
Name: name, dtype: object",silver,producer,mid,4.1,63.33,-0.0944,-0.0856,-0.1034,FLAT,5.26,176.03,218.18,-43.14,55.38,77.14,0.5686,LOW,EARLY,5.866,5.9783,4.1929,0,126.3772,LAGGARD,36.6678
79,-28,SKE,"ticker
SKE    Skeena Resources Ltd
SKE    Skeena Resources Ltd
Name: name, dtype: object",silver,producer,mid,27.62,60.0,-0.0294,0.0545,0.2852,STRONG_DOWN,47.31,173.74,492.7,-31.09,55.82,69.24,0.872,LOW,-,30.861,31.756,21.6041,1,140.063,CONTENDER,35.3635
100,32,SSRM,"ticker
SSRM    SSR Mining Inc
SSRM    SSR Mining Inc
Name: name, dtype: object",silver,producer,mid,26.45,53.33,0.0432,0.1517,0.3407,STRONG_DOWN,9.61,163.71,462.77,-30.88,56.63,86.11,1.014,MED,-,28.0165,27.1914,21.1695,1,107.6627,CONTENDER,32.5843
105,8,MUX,"ticker
MUX    McEwen Mining Inc
MUX    McEwen Mining Inc
Name: name, dtype: object",silver,producer,mid,19.24,50.0,-0.0336,0.0086,0.1559,STRONG_DOWN,23.73,154.83,81.51,-36.28,55.42,76.28,0.6891,LOW,-,22.511,24.469,17.4421,1,112.4924,CONTENDER,31.5504
115,10,SVM,Silvercorp Metals,silver,producer,mid,10.23,56.67,0.0463,0.0644,0.3481,STRONG_DOWN,68.26,165.14,199.63,-34.46,55.82,86.9,0.6574,LOW,-,11.0185,11.3538,7.4187,1,106.0754,CONTENDER,30.0647
130,9,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: object",silver,producer,mid,2.56,36.67,-0.1101,-0.087,-0.2658,FLAT,-13.22,106.45,248.3,-45.67,49.0,74.39,1.0507,MED,EARLY,3.2635,3.6778,2.9264,0,70.1187,WEAK,28.8739
143,-25,GSVR.V,Guanajuato Silver Co Ltd,silver,producer,small,0.54,70.0,-0.029,0.0032,-0.0418,FLAT,-5.26,200.0,145.45,-53.85,43.37,103.43,0.3959,LOW,-,0.6075,0.7152,0.4923,1,83.8635,CONTENDER,27.6088
146,-3,PAAS,Pan American Silver,silver,producer,large,51.7,33.33,0.0054,0.0845,0.1345,STRONG_DOWN,35.13,101.55,247.81,-31.9,55.82,69.43,0.6134,LOW,-,55.9945,58.3677,42.5125,1,81.6438,LAGGARD,26.7478
160,-12,MKR.AX,"ticker
MKR.AX    Manuka Resources Ord Shs
MKR.AX    Manuka Resources Ord Shs
Name: name, dtype: object",silver,producer,small,0.096,80.0,0.0442,0.0411,0.1684,FLAT,54.84,220.0,29.73,-60.0,43.03,161.3,0.7207,LOW,-,0.119,0.1413,0.0804,1,58.6894,LEADER,24.8834
165,0,SLVR.V,Silver Tiger Metals,silver,producer,small,0.76,46.67,0.0238,0.047,-0.0202,FLAT,0.0,133.85,375.0,-50.38,48.59,82.31,0.405,LOW,-,0.821,0.9492,0.7611,0,79.0133,WEAK,24.6
167,12,EXK,Endeavour Silver Corp,silver,producer,mid,8.9,40.0,-0.0272,-0.0365,0.0816,FLAT,14.1,108.43,257.43,-41.64,53.01,91.04,0.5094,LOW,-,10.302,11.563,8.2742,1,63.1362,LAGGARD,24.1948
169,-34,SVRS.V,Silver Storm Mining,silver,producer,small,0.43,73.33,0.0021,-0.0536,-0.1071,STRONG_UP,72.0,207.14,207.14,-50.0,35.34,119.47,0.6455,LOW,-,0.5145,0.586,0.3467,1,61.2742,CONTENDER,23.7631
196,-14,USL.AX,Unico Silver,silver,producer,small,0.59,43.33,0.0069,-0.0424,-0.1876,STRONG_UP,-16.9,118.52,337.04,-50.88,45.02,93.68,0.6969,LOW,-,0.779,0.853,0.6237,0,56.9567,WEAK,21.4724
197,19,FSM,"ticker
FSM    Fortuna Mining
FSM    Fortuna Mining
Name: name, dtype: object",silver,producer,mid,9.51,26.67,0.0002,0.0262,0.1184,STRONG_DOWN,9.69,55.9,148.3,-37.26,53.82,74.95,1.583,HIGH,-,10.589,11.0084,8.8592,1,40.1418,LAGGARD,21.4517
212,1,VZLA,Vizsla Silver Corp,silver,producer,mid,3.15,10.0,-0.0317,0.0492,-0.3038,FLAT,-25.88,38.77,126.62,-56.27,54.22,81.78,0.5806,LOW,EARLY,3.6415,4.4148,4.1834,0,25.7021,WEAK,20.1768
247,-32,SS1.AX,Sun Silver,silver,producer,small,1.315,30.0,0.0053,-0.0354,-0.185,STRONG_UP,10.5,70.78,209.41,-51.74,46.22,100.93,0.4572,LOW,-,1.6095,1.8792,1.3031,1,32.4127,LAGGARD,17.2583
272,19,AAG.V,Aftermath Silver,silver,explorer,small,0.75,23.33,0.0403,-0.0621,-0.1217,STRONG_UP,-25.74,53.06,212.5,-51.15,41.77,109.64,0.417,LOW,-,0.869,0.9998,0.8807,0,20.215,WEAK,14.2826
286,13,SVL.AX,Silver Mines Ord Shs,silver,explorer,small,0.16,20.0,0.02,0.0108,-0.1248,STRONG_UP,-21.95,52.38,-11.11,-46.43,38.25,99.06,0.339,LOW,-,0.1938,0.2146,0.1771,0,20.2258,WEAK,13.3409
287,19,IPT.V,Impact Silver,silver,producer,small,0.23,3.33,-0.0024,-0.1159,-0.275,STRONG_UP,-30.3,21.05,0.0,-60.71,36.14,93.85,0.1545,LOW,-,0.287,0.3742,0.3382,0,8.107,WEAK,13.298
292,-5,KTN.V,Kootenay Silver,silver,explorer,small,1.35,13.33,-0.0696,-0.0118,-0.1991,FLAT,-29.69,40.63,16.38,-49.02,46.18,94.8,0.5007,LOW,-,1.6865,1.8916,1.644,0,19.7897,WEAK,12.7376
297,18,MMA.AX,Maronan Metals ltd,silver,producer,small,0.325,6.67,0.0017,-0.0694,-0.1056,STRONG_UP,-21.69,27.45,14.04,-53.38,38.25,108.76,0.6867,LOW,-,0.4067,0.4802,0.3515,0,9.6543,WEAK,12.3593
303,-19,ASL.AX,Andean Silver,silver,explorer,small,1.84,16.67,0.0787,0.0841,-0.1494,FLAT,-1.6,44.88,142.11,-38.99,47.37,97.75,0.6181,LOW,-,2.0203,2.1005,1.795,1,21.7499,LAGGARD,11.8211
318,-5,WAM.V,Western Alaska Minerals,silver,producer,small,0.75,0.0,-0.0738,0.0581,-0.25,FLAT,-38.52,11.94,1.35,-47.18,44.98,91.31,0.5287,LOW,-,0.932,1.0028,1.0286,0,5.8819,WEAK,9.5489
