rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,2,KCP.V,King Copper Discovery,copper,producer,small,1.04,98.73,0.1818,0.192,-0.0193,FLAT,20.93,550.0,700.0,-47.77,44.4,91.08,2.1443,HIGH,-,0.856,0.9566,0.717,1,268.1159,LEADER,75.6754
7,-1,ARG.TO,Amerigo Resources,copper,producer,mid,6.5,92.41,0.022,0.2521,0.2698,STRONG_DOWN,141.89,313.23,342.23,-28.72,58.0,64.42,1.0595,MED,-,5.5215,5.5706,3.8142,1,282.0185,LEADER,68.7008
19,-1,AUGO,"ticker
AUGO    Aura Minerals
AUGO    Aura Minerals
Name: name, dtype: object",copper,producer,large,105.19,93.67,-0.0318,0.546,0.7435,STRONG_DOWN,189.18,342.32,342.32,-31.42,61.26,84.83,0.559,LOW,-,88.897,81.4693,,0,247.2065,LAGGARD,58.3781
21,7,1208.HK,MMG Ltd.,copper,producer,large,8.56,87.34,0.0071,-0.1733,-0.023,FLAT,17.26,262.71,130.11,-37.38,58.2,69.31,0.5246,LOW,-,7.953,8.9822,7.1119,1,220.6007,LEADER,57.1066
24,-11,HBM.TO,Hudbay Minerals,copper,producer,large,35.03,88.61,0.0072,0.2389,0.121,FLAT,51.96,265.62,234.25,-35.94,55.6,67.21,0.9068,LOW,-,30.7955,32.0524,24.3743,1,219.7344,LEADER,56.4422
27,-1,LUN.TO,Lundin Mining,copper,producer,large,40.03,89.87,-0.0118,0.1837,0.2207,STRONG_DOWN,83.23,277.67,161.62,-33.67,57.2,70.46,0.4649,LOW,-,36.194,36.4526,25.8917,1,225.4126,LEADER,55.8275
32,2,0358.HK,Jiangxi Copper H,copper,producer,large,39.16,82.28,0.0305,-0.1733,-0.0624,FLAT,11.23,224.28,175.94,-35.42,54.1,58.1,0.3843,LOW,-,36.805,40.4616,31.743,1,208.8434,LEADER,54.0184
45,3,SAG.V,Sterling Metals,copper,producer,small,1.39,94.94,-0.109,-0.2407,-0.0953,FLAT,-27.6,363.33,98.57,-54.93,36.4,71.28,0.6652,LOW,-,1.4265,1.61,1.3714,1,185.5406,LEADER,47.5292
46,4,PUCOBRE.SN,Sociedad Punta Del Cobre,copper,producer,large,15475.0,81.01,0.0215,-0.1185,-0.0716,FLAT,136.61,221.86,292.7,-38.3,44.94,59.63,0.0139,LOW,-,14932.5904,15073.2964,10156.9733,1,167.2072,LEADER,47.4466
51,6,GLEN.L,Glencore,copper,producer,large,549.7,43.04,-0.0229,-0.1255,0.237,FLAT,58.96,114.54,15.81,-14.09,57.43,30.21,0.606,LOW,-,550.0,527.127,399.5722,1,217.7349,LAGGARD,45.9686
57,-3,5713.T,Sumitomo Metal Mining Co Ltd,copper,producer,large,10070.0,83.54,-0.0317,0.0415,0.3903,STRONG_DOWN,99.94,240.83,103.71,-35.85,56.38,84.44,0.2796,LOW,-,9710.4912,9934.6397,6219.0463,1,160.8006,LEADER,44.7282
61,-1,1258.HK,China Nonferrous Mining,copper,producer,large,13.54,74.68,-0.0044,-0.0819,-0.0603,FLAT,-13.04,186.16,125.96,-42.02,55.74,71.64,0.5974,LOW,-,12.301,13.4826,12.6499,1,144.8456,CONTENDER,44.1655
71,-15,SLS.TO,Solaris Resources,copper,producer,mid,14.26,78.48,0.0128,0.1427,0.2396,STRONG_DOWN,82.59,204.05,224.09,-27.01,53.2,62.12,0.4259,LOW,-,12.541,12.8582,10.1053,1,174.7508,LEADER,41.3739
80,-9,NDA.DE,Aurubis AG,copper,producer,large,190.5,67.09,0.0381,0.051,0.3916,STRONG_DOWN,78.64,153.65,165.66,-15.28,51.39,44.16,0.33,LOW,-,164.925,165.3456,124.2561,1,178.8109,CONTENDER,39.46
82,19,KGH.WA,"ticker
KGH.WA            KGHM Polska Miedz
KGH.WA    KGHM Polska Miedz Ord Shs
KGH.WA    KGHM Polska Miedz Ord Shs
Name: name, dtype: object",copper,producer,large,335.35,75.95,0.0586,0.1143,0.1426,STRONG_DOWN,80.05,186.75,145.03,-30.84,53.85,70.93,0.644,LOW,-,291.3175,298.697,220.1737,1,141.7778,LEADER,39.1464
84,2,FM.TO,First Quantum Minerals,copper,producer,large,39.34,63.29,0.0192,0.1713,0.0514,FLAT,26.86,145.88,146.96,-30.35,55.6,57.48,0.7314,LOW,-,35.4875,35.7114,31.5236,1,141.1039,CONTENDER,38.9395
86,-1,NGEX.TO,NGEX Minerals,copper,producer,large,29.41,65.82,-0.0184,0.1549,0.1888,STRONG_DOWN,3.3,150.94,222.83,-30.62,58.4,62.26,0.7757,LOW,-,26.5545,27.5018,24.5396,1,141.5807,CONTENDER,38.3115
88,11,B,"ticker
B    Barrick Mining
B    Barrick Mining
Name: name, dtype: object",copper,producer,large,42.96,45.57,-0.0196,-0.0296,-0.0419,STRONG_UP,30.53,115.1,173.89,-29.31,60.8,50.97,0.486,LOW,-,41.168,43.982,36.4266,1,137.3008,LAGGARD,37.9476
89,20,KRY.V,Koryx Copper,copper,producer,small,3.37,86.08,-0.0117,0.1049,0.4107,STRONG_DOWN,98.24,254.74,512.73,-30.79,48.0,74.61,,LOW,-,3.2185,3.2638,2.0444,1,163.8838,LEADER,37.9398
91,6,NEXA,Nexa Resources S.A.,copper,producer,mid,16.0,70.89,0.34,0.5646,0.3631,FLAT,186.74,176.39,122.85,-37.31,52.0,91.61,2.6428,HIGH,-,11.6855,11.6724,7.9495,1,100.1231,CONTENDER,37.7971
93,-2,ERO.TO,Ero Copper,copper,producer,mid,38.82,68.35,-0.0612,0.0213,-0.0024,FLAT,21.85,157.6,45.94,-36.71,56.0,64.23,0.6294,LOW,-,38.703,39.7664,32.1326,1,137.4043,CONTENDER,37.3961
99,25,MARI.TO,Marimaca Copper,copper,producer,mid,9.0,35.44,-0.0077,-0.0738,-0.1442,STRONG_UP,-19.93,101.79,145.9,-37.79,48.4,49.11,2.3664,HIGH,PROGRESS,8.532,9.4116,10.4681,0,100.3221,WEAK,36.8515
100,51,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,905.0,58.23,0.0523,-0.0407,-0.1724,STRONG_UP,-5.24,138.16,487.66,-48.47,43.88,89.03,1.2281,MED,-,789.75,894.3,816.93,1,68.0935,CONTENDER,36.6627
105,2,III.TO,Imperial Metals,copper,producer,mid,7.89,64.56,-0.1135,-0.0623,-0.2292,FLAT,28.08,150.48,231.51,-47.46,53.2,71.24,0.3611,LOW,-,7.946,8.9278,7.4896,1,112.3713,CONTENDER,35.6736
112,-2,HCH.AX,Hot Chili,copper,producer,small,1.54,84.81,0.0098,-0.0413,0.0362,FLAT,59.59,242.22,27.8,-41.54,45.82,84.19,0.8016,LOW,-,1.387,1.5067,1.1395,1,131.8283,LEADER,34.9173
115,-20,GGP.L,"ticker
GGP.L    Greatland Resources
GGP.L    Greatland Resources
Name: name, dtype: object",copper,producer,mid,772.5,69.62,0.0218,0.2729,0.2667,FLAT,93.12,164.55,563.66,-35.27,54.18,71.17,0.7956,LOW,-,654.22,657.62,462.704,1,125.2716,CONTENDER,34.855
116,-39,ANTO.L,Antofagasta,copper,producer,large,3783.5,59.49,-0.0235,-0.0302,0.1611,FLAT,40.3,141.72,71.96,-29.45,54.98,64.57,0.7648,LOW,-,3553.0326,3721.7492,2928.9896,1,120.6744,CONTENDER,34.8492
