rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,HYMC,Hycroft Mining Holding,gold,explorer,mid,38.44,100.0,-0.0154,0.0552,0.0763,STRONG_DOWN,430.94,1004.6,985.88,-46.18,56.4,113.78,0.4733,LOW,-,38.9012,38.6136,21.6457,1,497.9725,LEADER,108.0278
39,16,MAU.TO,Montage Gold,gold,explorer,mid,14.5,93.4,0.0068,-0.0929,0.1021,FLAT,116.42,271.79,974.07,-25.76,54.0,67.14,0.3342,LOW,-,14.7625,14.9318,9.9606,1,218.6018,LEADER,50.3492
64,18,MFRISCOA-1.MX,Minera Frisco Sab De Cv,gold,explorer,large,9.66,82.08,-0.0637,0.0364,-0.2026,FLAT,9.4,187.5,191.84,-41.62,45.38,62.62,0.5436,LOW,-,9.593,10.4508,8.6096,1,135.8791,LEADER,42.9023
67,-15,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,4.49,80.19,-0.0388,0.1874,0.0299,FLAT,13.1,180.62,995.12,-69.62,47.6,76.33,0.7107,LOW,-,4.331,4.0182,3.9018,1,112.6392,LEADER,42.4945
73,0,BRC.V,"ticker
BRC.V    Blackrock Silver
BRC.V    Blackrock Silver
Name: name, dtype: object",gold,explorer,small,1.32,95.28,0.0222,0.1121,-0.1028,FLAT,106.25,288.24,266.67,-51.53,48.8,94.34,0.5006,LOW,-,1.267,1.408,1.0774,1,149.0978,LEADER,40.2049
74,-25,OGC.TO,Oceanagold Corp,gold,explorer,large,43.65,68.87,-0.0057,-0.0473,-0.0439,FLAT,31.94,139.61,355.99,-31.6,58.0,56.1,0.9761,LOW,-,43.98,45.7736,37.5333,1,144.3422,CONTENDER,40.0719
82,9,FF.TO,First Mining Gold,gold,explorer,mid,0.5,86.79,0.0586,0.0611,-0.1484,FLAT,58.73,212.5,233.33,-50.62,45.2,80.76,0.4044,LOW,-,0.475,0.5007,0.4198,1,118.9326,LEADER,38.7093
94,40,THM,International Tower Hill Mines,gold,explorer,mid,2.54,83.96,0.0171,0.0071,0.0431,FLAT,50.3,198.82,273.53,-46.74,46.0,79.31,0.5011,LOW,-,2.48,2.5312,2.0402,1,115.3181,LEADER,36.9181
96,-7,GMIN.TO,G Mining Venture,gold,explorer,large,53.71,76.42,0.065,0.062,0.1872,FLAT,91.14,165.23,510.34,-34.19,54.8,78.99,0.7528,LOW,-,51.505,49.7282,36.5911,1,114.6329,LEADER,36.3059
118,9,SA,Seabridge Gold Inc,gold,explorer,mid,31.21,70.75,0.0306,0.0321,0.0437,STRONG_DOWN,39.89,147.31,103.59,-37.92,57.2,70.12,0.4756,LOW,-,30.1575,30.4912,26.5341,1,120.1639,CONTENDER,33.7365
