rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
5,8,ARIS,Aris Mining Corp,gold,producer,mid,17.48,94.44,0.014,0.0242,0.1171,STRONG_DOWN,86.75,279.18,421.79,-28.97,61.6,69.21,1.0116,MED,-,19.1975,19.3422,12.4088,1,248.4789,LEADER,62.0083
8,11,PAF.L,Pan African Resources,gold,producer,mid,135.0,87.96,0.0311,-0.0171,0.1562,FLAT,55.74,223.42,549.34,-31.51,59.92,62.04,1.0507,MED,-,152.807,147.6237,97.36,1,215.7824,LEADER,56.8615
12,-1,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: str",gold,producer,large,3316.0,92.59,0.0478,-0.0001,0.0894,FLAT,42.93,251.66,644.36,-31.03,55.16,62.93,0.6271,LOW,-,3565.8,3774.76,2581.5804,1,220.5834,LEADER,54.8448
21,-6,APM.TO,Andean Precious Metals,gold,producer,mid,6.5,95.37,0.0098,-0.1481,-0.2875,STRONG_UP,-8.84,293.94,673.81,-51.34,54.8,85.79,0.8535,LOW,EARLY,8.201,9.1562,7.0652,0,187.7594,LAGGARD,51.8265
28,-1,USAS,Americas Gold & Silver,gold,producer,mid,5.85,97.22,-0.0415,-0.1113,0.0498,FLAT,87.5,333.33,1014.29,-46.36,50.8,105.9,0.6524,LOW,-,7.7685,7.7286,4.5512,1,159.8993,LEADER,45.6062
32,-2,3939.HK,"ticker
3939.HK    Wanguo Gold Group
3939.HK       Wanguo Gold GP
Name: name, dtype: str",gold,producer,large,12.46,87.04,0.0403,-0.09,0.7813,FLAT,49.29,222.08,615.82,-40.16,51.43,94.29,1.2279,MED,-,15.1,14.6038,9.7413,1,121.1317,LEADER,44.4338
34,-5,IAG,Iamgold Corp,gold,producer,large,17.74,82.41,0.0202,0.0056,0.0549,FLAT,51.62,190.34,474.11,-34.6,60.8,76.17,0.5498,LOW,-,20.494,20.3976,13.5557,1,151.9351,LEADER,43.4201
35,33,HBM,"ticker
HBM    Hudbay Minerals Inc
HBM    Hudbay Minerals Inc
Name: name, dtype: str",gold,producer,large,20.02,74.07,0.0433,-0.0444,0.0575,FLAT,41.83,148.77,197.68,-36.16,55.6,64.99,1.0298,MED,-,22.2754,23.9613,16.5519,1,127.2778,CONTENDER,43.0521
38,0,RSG.AX,Resolute Mining,gold,producer,mid,1.345,84.26,-0.0063,0.1489,0.0958,FLAT,40.84,198.89,253.95,-31.25,52.38,61.86,0.8754,LOW,-,1.4173,1.3924,1.0228,1,168.4093,LEADER,42.3553
41,26,CGAU,Centerra Gold Inc,gold,producer,mid,16.94,80.56,-0.0076,0.1196,0.1834,STRONG_DOWN,73.69,172.51,206.56,-24.61,58.4,65.33,1.2834,MED,-,18.3406,18.1737,12.1486,1,154.2109,LEADER,41.1104
46,0,AU,Anglo Gold Ashanti,gold,producer,large,89.55,78.7,0.0149,-0.0358,0.0694,FLAT,38.13,163.28,350.45,-36.59,56.0,68.84,0.9307,LOW,-,101.943,103.5966,74.1199,1,132.8287,LEADER,40.49
47,12,TAU.V,Thesis Gold Inc A,gold,producer,mid,2.97,88.89,-0.0054,0.1075,0.3117,STRONG_DOWN,96.69,233.71,440.0,-25.14,48.8,76.69,1.2477,MED,-,3.1845,3.008,1.9194,1,148.7149,LEADER,40.4856
50,-18,EDV.L,Endeavour Mining,gold,producer,large,4312.0,72.22,0.0251,0.0796,0.1379,STRONG_DOWN,40.39,145.79,187.37,-24.49,59.92,54.0,0.751,LOW,-,4578.3131,4493.4464,3337.4727,1,161.7746,CONTENDER,39.8499
60,-23,PZG,Paramount Gold Nevada Ord Shs,gold,producer,small,1.61,96.3,-0.069,-0.1046,0.4176,FLAT,40.0,323.68,318.18,-40.82,48.4,103.47,0.5586,LOW,-,2.1215,2.013,1.2328,1,151.4093,LEADER,38.8355
62,3,KGC,Kinross Gold Corp,gold,producer,large,29.02,70.37,0.0282,0.0402,0.0398,FLAT,24.65,139.02,418.13,-30.2,59.6,60.73,0.8348,LOW,-,31.6947,33.3504,25.0034,1,136.4325,CONTENDER,38.1834
65,-25,LUG.TO,Lundin Gold Inc,gold,producer,large,99.92,73.15,-0.0149,0.0639,-0.1077,FLAT,19.76,146.12,491.4,-25.15,59.2,60.54,0.5913,LOW,-,110.0931,110.8505,94.4353,1,142.8813,CONTENDER,37.5981
74,23,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.12,86.11,0.0898,-0.0492,0.3259,FLAT,86.67,220.0,300.0,-41.21,36.0,81.45,1.2382,MED,-,1.289,1.236,0.7519,1,97.2376,LEADER,35.7727
75,29,MKO.V,Mako Mining Corp,gold,producer,mid,8.67,61.11,0.0195,0.0323,0.1144,STRONG_DOWN,23.5,118.94,256.79,-31.85,50.8,49.43,1.0987,MED,-,9.7595,9.8456,7.554,1,122.2359,CONTENDER,35.7081
76,-2,NEM,Newmont Corp,gold,producer,large,101.52,59.26,-0.0097,0.0487,0.0197,FLAT,22.22,117.01,209.41,-27.25,59.6,53.82,0.9102,LOW,-,112.6635,117.2054,88.2549,1,129.573,CONTENDER,35.6074
86,1,1818.HK,Zhaojin Mining,gold,producer,large,30.2,50.93,0.064,0.0919,0.0453,FLAT,8.87,103.49,224.86,-33.91,53.88,61.82,1.0644,MED,-,31.612,34.0604,28.2959,1,90.2015,CONTENDER,34.0757
88,-28,EGO,Eldorado Gold Corp,gold,producer,large,34.49,54.63,0.036,0.012,-0.0275,STRONG_UP,23.16,110.78,154.21,-36.73,57.6,66.41,0.871,LOW,-,38.7892,41.7199,30.392,1,96.0842,CONTENDER,33.7685
91,-2,BVN,Buenaventura Mining,gold,producer,large,33.0,62.96,0.0046,0.0587,0.1647,STRONG_DOWN,44.36,120.57,108.35,-30.64,59.2,62.15,0.7071,LOW,-,36.6155,37.0034,25.557,1,114.8455,CONTENDER,33.3527
92,-21,NGD,New Gold Inc,gold,producer,large,9.08,77.78,-0.1532,-0.0241,0.1406,STRONG_DOWN,36.54,161.67,474.68,-32.34,53.44,81.17,0.0,LOW,-,11.2625,11.1432,7.5461,1,106.4399,LEADER,33.2646
98,-6,NG,Novagold Resources,gold,producer,mid,8.21,79.63,0.0091,-0.0743,-0.1378,STRONG_UP,6.9,168.3,202.95,-45.42,52.8,96.12,0.8322,LOW,EARLY,10.796,10.5088,8.2125,0,92.4498,LAGGARD,32.3188
101,0,WGX.TO,Westgold Resources,gold,producer,mid,5.34,56.48,0.0508,-0.0664,-0.0449,FLAT,34.85,111.9,122.5,-37.45,56.8,60.01,0.9689,LOW,-,6.138,6.5686,4.6529,1,105.9189,CONTENDER,31.5576
104,20,RRL.AX,Regis Resources,gold,producer,mid,6.4,37.04,-0.0268,-0.0752,-0.105,STRONG_UP,11.8,76.93,242.81,-39.58,55.56,61.03,1.6216,HIGH,-,7.744,7.9399,6.2061,1,70.039,LAGGARD,31.3345
106,0,EVN.AX,Evolution Mining,gold,producer,large,12.9,43.52,0.0263,0.0384,0.0538,STRONG_DOWN,27.05,92.09,287.02,-34.17,54.76,60.19,1.3828,MED,-,14.2158,14.4447,10.9208,1,83.7863,LAGGARD,31.2116
107,28,600489.SS,Zhongjin Gold Ord. A,gold,producer,large,25.52,45.37,-0.0772,0.0444,0.1814,STRONG_DOWN,34.39,94.25,123.5,-41.68,49.38,67.85,1.2025,MED,-,29.9575,29.9744,21.4196,1,68.5928,LAGGARD,31.1688
109,-13,GFI,Gold Fields Ltd,gold,producer,large,42.27,55.56,0.0071,-0.0194,-0.0093,FLAT,8.02,111.17,190.81,-34.63,57.2,70.62,0.8122,LOW,-,47.6542,50.2866,38.541,1,90.0449,CONTENDER,31.04
111,31,EQX,Equinox Gold Corp,gold,producer,large,13.0,42.59,0.0174,-0.0486,-0.0776,STRONG_UP,24.04,90.51,140.97,-36.03,54.4,72.09,1.0053,MED,-,15.4059,15.5858,11.4424,1,68.3036,LAGGARD,30.8306
115,34,AEM,Agnico Eagle Mines,gold,producer,large,192.07,39.81,0.0093,0.0338,0.1147,STRONG_DOWN,22.12,85.25,253.05,-28.97,58.8,55.15,1.4254,MED,-,214.9265,212.5935,165.8655,1,90.8926,LAGGARD,30.4917
