rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
8,2,OGC.TO,Oceanagold Corp,gold,explorer,large,40.92,1.5236,0.936,0.9547,1.1491,STRONG_DOWN,41.36,186.4,355.6,-31.6,57.43,63.28,2.5164,HIGH,-,47.2897,49.3059,33.9468,1,169.1682,TREND+LEAD,53.6729
9,4,047040.KS,Daewoo Eng & Co,uranium,producer,large,15900.0,2.368,0.9624,1.8437,3.9449,STRONG_DOWN,322.87,404.76,329.15,-27.11,50.0,116.9,2.6077,HIGH,-,12541.0,8567.3,5016.75,1,173.1231,TREND+LEAD,53.4464
16,5,APM.TO,Andean Precious Metals,gold,producer,mid,6.36,2.1015,0.989,0.8179,0.6489,STRONG_UP,-23.37,295.03,657.14,-51.34,55.02,87.56,0.5888,LOW,EARLY,7.766,8.9924,7.0998,0,185.3884,WEAK,50.589
18,63,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,46.11,1.3353,1.0352,1.1435,1.1426,FLAT,49.68,149.03,111.86,-21.71,53.33,47.4,1.7101,HIGH,-,44.194,43.1382,32.9419,1,167.6705,TREND+LEAD,49.8823
35,77,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,73.02,1.238,1.1041,0.8414,1.0436,FLAT,67.9,130.89,108.18,-34.96,50.83,65.81,1.8447,HIGH,-,74.597,81.8642,56.5267,1,101.0938,TREND+LEAD,40.9581
38,23,OKLO,Oklo Inc.,uranium,producer,large,50.23,1.0894,0.9219,0.9299,0.6132,FLAT,-54.56,132.22,312.4,-71.16,49.8,89.38,,LOW,EARLY,58.595,68.6328,86.1098,0,73.6713,WEAK,40.7026
40,51,028260.KS,Samsung C&T,uranium,producer,large,269000.0,1.0922,1.0119,0.8708,1.0454,FLAT,38.93,132.82,75.6,-25.28,53.33,61.45,1.5569,HIGH,-,287075.0,300140.0,221000.2677,1,115.2707,TREND+LEAD,39.8538
55,3,LAR.TO,LITHIUM ARGENTINA AG,lithium,producer,mid,8.68,1.521,0.9821,0.8259,1.0911,FLAT,75.71,183.66,13.76,-32.65,50.2,86.24,1.9311,HIGH,-,9.23,9.82,6.5477,1,106.9079,TREND+LEAD,37.8545
57,90,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,57.96,1.025,1.1496,1.0737,1.0316,STRONG_UP,27.92,91.16,25.56,-23.05,54.58,47.36,1.899,HIGH,-,52.726,54.9958,47.3301,1,105.0584,TREND+LEAD,37.5563
61,-28,KCN.AX,"ticker
KCN.AX    Kingsgate Consolidated Ord Shs
KCN.AX    Kingsgate Consolidated Ord Shs
Name: name, dtype: object",silver,producer,mid,4.1,1.2777,0.9371,0.829,0.7749,STRONG_UP,5.26,176.03,218.18,-43.14,55.38,77.14,,LOW,EARLY,5.866,5.9783,4.1929,0,126.3772,WEAK,37.3278
63,15,LEU,Centrus Energy -A,uranium,producer,mid,182.9,1.3793,0.9755,1.0521,0.6754,FLAT,-40.1,194.0,318.82,-58.05,51.41,94.81,0.4586,LOW,EARLY,199.9395,233.0878,250.6881,0,105.1973,WEAK,36.6701
64,75,SQM,QUIMICA Y MINERA CHIL-SP ADR,lithium,producer,large,82.7,1.1161,1.0661,1.1365,1.0869,FLAT,86.93,108.16,69.57,-25.02,51.41,55.05,2.8006,HIGH,-,75.1425,76.0536,55.5635,1,101.0036,TREND+LEAD,36.471
68,25,066970.KS,L&F CO LTD,lithium,producer,large,144500.0,1.2957,1.2528,1.2131,1.2703,FLAT,104.38,141.64,-17.0,-36.6,49.17,91.01,3.0192,HIGH,-,116700.0,118508.0,94852.0,1,76.5232,TREND+LEAD,36.3032
73,27,NG,Novagold Resources,gold,producer,mid,8.19,1.4921,0.9791,0.8302,0.8561,FLAT,-1.33,180.48,159.18,-45.56,53.01,97.54,1.1074,MED,EARLY,10.2925,10.4136,8.2486,0,98.085,WEAK,35.537
74,-35,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.32,1.2265,1.0052,0.9599,0.8392,STRONG_UP,-14.21,130.56,75.66,-39.54,53.82,57.58,0.9741,LOW,EARLY,3.844,4.27,3.6276,0,122.0302,WEAK,35.3956
81,-15,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,4.88,1.4299,0.9543,0.8083,0.7305,STRONG_UP,-6.87,166.67,205.0,-42.28,54.62,78.91,0.1864,LOW,EARLY,5.555,6.0144,5.0969,0,115.3635,WEAK,35.0726
84,-12,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,710.0,1.3254,1.0803,0.8951,0.652,STRONG_UP,25.66,150.0,367.11,-48.47,44.78,85.79,0.3976,LOW,EARLY,852.25,1019.9,787.91,0,78.2958,WEAK,34.2855
86,52,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,72.4,0.836,0.9893,1.2179,0.9943,FLAT,-1.73,55.92,90.09,-33.74,53.75,38.34,1.5962,HIGH,-,66.656,65.5978,63.22,1,78.3901,TREND_ONLY,34.0287
87,-47,1258.HK,China Nonferrous Mining,copper,producer,large,11.39,1.1241,1.1068,1.0141,0.795,STRONG_UP,-5.71,112.03,86.34,-42.02,56.15,70.92,0.6337,LOW,EARLY,12.4725,14.2542,12.2442,0,88.6946,WEAK,33.8009
90,-5,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.24,1.1607,0.8689,0.931,0.799,FLAT,1.13,118.18,94.39,-31.05,53.82,57.73,1.4805,MED,EARLY,7.7445,7.935,6.4073,0,110.1775,WEAK,33.3614
