rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,18,NEWP,New Pacific Metals,silver,explorer,mid,5.76,93.1,0.121,0.3685,0.8221,STRONG_DOWN,154.87,423.64,,-41.19,53.6,95.94,1.885,HIGH,-,5.2165,4.7622,3.1996,1,236.6782,LEADER,70.1637
7,1,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,60.51,81.08,0.1269,0.1684,0.2433,STRONG_DOWN,77.91,245.29,176.04,-21.71,52.7,54.33,2.0162,HIGH,-,49.5527,46.1267,36.4111,1,237.927,LEADER,65.3391
12,-6,SCZ.V,Santacruz Silver Mining,silver,producer,mid,10.69,96.55,0.0147,-0.0053,-0.1279,STRONG_UP,44.46,424.02,762.1,-57.28,50.8,95.14,0.5621,LOW,EARLY,11.5165,12.3736,10.8692,0,226.4053,LAGGARD,60.8401
23,2,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,80.03,59.46,0.0656,0.2817,0.1426,FLAT,64.64,174.73,106.47,-23.05,54.77,52.2,2.2818,HIGH,-,65.7965,58.2514,51.2113,1,183.3368,CONTENDER,53.7055
26,6,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.38,99.06,0.0225,0.1993,0.2475,STRONG_DOWN,86.49,345.16,294.29,-41.21,39.2,87.15,1.6073,HIGH,-,1.4515,1.3472,0.8929,1,155.2533,LEADER,51.8843
44,11,OKLO,Oklo Inc.,uranium,producer,large,68.6,79.37,0.0096,0.3468,-0.0118,FLAT,-48.33,169.34,358.86,-73.83,50.8,96.4,0.8354,LOW,SHIFT,63.69,60.2464,86.3322,0,89.2354,LAGGARD,45.1366
51,3,CDE,Coeur Mining Inc,silver,producer,large,17.56,72.41,0.0013,-0.0051,0.0786,FLAT,2.27,222.2,241.63,-40.44,52.8,78.76,0.5534,LOW,EARLY,19.134,20.3434,17.7671,0,148.9621,LAGGARD,43.9501
52,-11,APM.TO,Andean Precious Metals,gold,producer,mid,6.1,89.62,-0.029,-0.0655,-0.2167,STRONG_UP,-5.43,212.82,555.91,-51.34,54.8,80.68,0.6204,LOW,EARLY,6.906,7.5964,7.5853,0,144.5533,LAGGARD,43.6539
55,4,SBSW,"ticker
SBSW    Sibanye Gold ADR
SBSW    Sibanye Gold ADR
Name: name, dtype: object",palladium,producer,large,11.74,62.5,0.0361,-0.0233,-0.1252,STRONG_UP,14.4,155.95,148.06,-45.72,56.0,70.3,0.4968,LOW,EARLY,12.715,13.0939,12.1005,0,124.2254,LAGGARD,41.9102
60,-20,1258.HK,China Nonferrous Mining,copper,producer,large,12.87,73.42,-0.0068,0.1083,-0.0295,FLAT,-8.66,161.44,96.6,-42.02,54.69,68.04,0.3885,LOW,EARLY,13.158,13.1296,12.9187,0,129.764,LAGGARD,40.8797
69,15,LEU,Centrus Energy -A,uranium,producer,mid,206.92,87.3,0.0231,0.0674,-0.1535,FLAT,-43.69,188.75,353.37,-61.35,51.6,90.32,0.6807,LOW,SHIFT,199.8525,198.4038,251.9365,0,107.8346,LAGGARD,38.69
85,-2,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.44,66.98,0.0268,0.0356,-0.1015,FLAT,-6.78,129.33,79.17,-39.54,53.6,54.67,0.6286,LOW,EARLY,3.5825,3.7876,3.7864,0,126.802,LAGGARD,35.6538
86,88,HAR.AX,Haranga Resources,uranium,producer,small,0.135,82.54,0.0167,0.1672,0.1503,FLAT,-3.57,181.25,28.57,-54.35,40.32,83.42,3.959,HIGH,-,0.1275,0.1293,0.1305,1,87.6049,LEADER,35.387
94,-4,FFM.TO,Firefly Metals,copper,producer,mid,1.8,72.15,-0.0885,0.0597,0.0866,STRONG_DOWN,2.86,153.52,,-36.4,46.8,76.86,2.6229,HIGH,-,1.9955,1.8558,1.5825,1,93.4789,CONTENDER,34.805
95,8,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,5.1,48.65,-0.025,-0.1156,-0.4032,STRONG_UP,1.19,167.02,171.28,-43.01,54.4,78.88,0.8432,LOW,PROGRESS,5.056,5.3556,5.3561,0,115.1832,WEAK,34.7622
