rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,18,NEWP,New Pacific Metals,silver,explorer,mid,5.76,2.3658,1.1329,1.3948,1.7945,STRONG_DOWN,154.87,423.64,189.45,-41.19,53.6,95.94,1.885,HIGH,-,5.2165,4.7622,3.1996,1,236.6782,TREND+LEAD,69.2155
7,2,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,60.51,1.4624,1.1031,1.1163,1.1356,STRONG_DOWN,77.91,245.29,176.04,-21.71,52.7,54.33,2.0162,HIGH,-,49.5527,46.1267,36.4111,1,237.927,TREND+LEAD,64.6553
13,-7,SCZ.V,Santacruz Silver Mining,silver,producer,mid,10.69,2.3675,1.0238,0.9993,0.7115,STRONG_UP,44.46,424.02,762.1,-57.28,50.8,95.14,0.5621,LOW,EARLY,11.5165,12.3736,10.8692,0,226.4053,WEAK,60.0022
23,0,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,80.03,1.1636,1.0441,1.2113,1.0525,FLAT,64.64,174.73,106.47,-23.05,54.77,52.2,2.2818,HIGH,-,65.7965,58.2514,51.2113,1,183.3368,TREND+LEAD,54.0474
28,3,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.38,2.5139,1.0263,1.229,1.266,STRONG_DOWN,86.49,345.16,294.29,-41.21,39.2,87.15,1.6073,HIGH,-,1.4515,1.3472,0.8929,1,155.2533,TREND+LEAD,50.8049
44,10,OKLO,Oklo Inc.,uranium,producer,large,68.6,1.2039,0.9831,1.2487,0.9037,FLAT,-48.33,169.34,358.86,-73.83,50.8,96.4,0.8354,LOW,SHIFT,63.69,60.2464,86.3322,0,89.2354,WEAK,44.608
46,1,CDE,Coeur Mining Inc,silver,producer,large,17.56,1.4557,1.01,0.9996,0.9444,STRONG_UP,2.27,222.2,241.63,-40.44,52.8,78.76,0.5534,LOW,EARLY,19.134,20.3434,17.7671,0,148.9621,WEAK,44.4467
54,3,SBSW,"ticker
SBSW    Sibanye Gold ADR
SBSW    Sibanye Gold ADR
Name: name, dtype: object",palladium,producer,large,11.74,1.7987,0.9476,0.9378,0.8089,STRONG_UP,14.4,155.95,148.06,-45.72,56.0,70.3,0.4968,LOW,EARLY,12.715,13.0939,12.1005,0,124.2254,WEAK,41.6852
62,-25,1258.HK,China Nonferrous Mining,copper,producer,large,12.87,1.278,0.9942,1.1211,0.9419,FLAT,-8.66,161.44,96.6,-42.02,54.69,68.04,0.3885,LOW,EARLY,13.158,13.1296,12.9187,0,129.764,WEAK,40.4581
65,6,002176.SZ,JIANGXI SPECIAL ELECTRIC -A,lithium,producer,large,16.05,0.9521,1.1331,1.3259,1.2365,FLAT,61.31,124.79,59.23,-28.5,51.45,57.77,3.1169,HIGH,-,12.03,10.7262,9.8361,1,111.138,TREND_ONLY,39.2054
