rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
13,-5,047040.KS,Daewoo Eng & Co,uranium,producer,large,16410.0,2.3767,1.0007,2.2814,4.0428,STRONG_DOWN,332.98,401.83,340.54,-27.11,50.21,116.41,1.8772,HIGH,-,11891.0,8083.3,4900.0,1,173.3195,TREND+LEAD,53.4791
18,9,PLS.AX,PLS GROUP LTD,lithium,producer,large,4.92,1.4873,1.137,1.0858,1.1023,FLAT,105.0,167.39,31.55,-38.65,51.98,61.6,1.895,HIGH,-,4.724,4.6056,3.1843,1,141.25,TREND+LEAD,51.5893
21,-6,APM.TO,Andean Precious Metals,gold,producer,mid,6.5,2.0239,0.9988,0.7972,0.6943,STRONG_UP,-8.84,293.94,673.81,-51.34,54.8,85.79,0.8535,LOW,EARLY,8.201,9.1562,7.0652,0,187.7594,WEAK,51.0099
23,-6,CDE,Coeur Mining Inc,silver,producer,large,17.84,1.3287,0.9475,0.9625,0.9576,FLAT,2.41,190.55,427.81,-40.17,52.8,80.92,1.5139,HIGH,-,21.7665,22.4476,16.4561,1,124.3356,TREND+LEAD,48.6479
39,27,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.34,1.217,0.987,0.9453,0.8316,STRONG_UP,-8.49,136.88,73.96,-39.54,53.6,56.13,1.1225,MED,EARLY,3.9885,4.3326,3.6151,0,130.7097,WEAK,41.0875
40,3,1258.HK,China Nonferrous Mining,copper,producer,large,12.1,1.1482,1.0384,0.9887,0.8042,STRONG_UP,-1.63,112.39,106.38,-42.02,55.92,72.24,1.6378,HIGH,EARLY,12.837,14.4094,12.1897,0,87.0016,WEAK,40.9388
61,-3,OKLO,Oklo Inc.,uranium,producer,large,55.27,0.9927,0.9966,0.9396,0.6128,STRONG_UP,-57.86,109.59,400.18,-69.01,49.6,88.53,0.5255,LOW,EARLY,60.094,70.4532,86.1336,0,61.4015,WEAK,37.6368
72,-12,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: str",copper,producer,large,740.0,1.2049,0.8688,0.8942,0.7176,FLAT,33.33,122.89,386.84,-48.47,44.78,99.63,1.6089,HIGH,EARLY,887.0,1042.7,784.83,0,55.2352,WEAK,35.6118
78,-3,LEU,Centrus Energy -A,uranium,producer,mid,193.26,1.3078,0.9292,1.0345,0.6799,FLAT,-29.98,176.13,391.51,-57.52,50.8,94.31,0.4498,LOW,EARLY,201.8065,237.6804,250.2671,0,94.8697,WEAK,34.5982
86,35,ATYM.L,Atalaya Mining Copper SA,copper,producer,mid,729.0,1.0345,0.9797,0.8725,0.8533,STRONG_UP,22.11,91.36,87.94,-35.2,51.19,57.24,1.5791,HIGH,-,865.05,932.12,691.7552,1,81.7049,TREND+LEAD,33.8562
93,17,066970.KS,L&F CO LTD,lithium,producer,large,145300.0,1.1464,1.2805,1.2492,1.2361,STRONG_UP,121.83,106.1,-20.64,-36.6,48.96,92.88,4.0038,HIGH,-,114740.0,117138.0,93972.0,1,55.9283,TREND+LEAD,32.7136
100,-7,NG,Novagold Resources,gold,producer,mid,8.21,1.3784,0.9981,0.8922,0.8509,STRONG_UP,6.9,168.3,202.95,-45.42,52.8,96.12,0.8322,LOW,EARLY,10.796,10.5088,8.2125,0,92.4498,WEAK,31.7854
103,0,RRL.AX,Regis Resources,gold,producer,mid,6.4,0.909,0.9664,0.891,0.8852,STRONG_UP,11.8,76.93,242.81,-39.58,55.56,61.03,1.6216,HIGH,-,7.744,7.9399,6.2061,1,70.039,TREND_ONLY,31.6197
126,58,KRY.V,Koryx Copper,copper,producer,small,3.25,1.5016,1.065,1.095,1.3496,STRONG_DOWN,170.83,177.78,712.5,-30.79,46.8,88.41,1.7863,HIGH,-,3.317,3.0792,1.8548,1,94.107,TREND+LEAD,29.8744
128,-2,GMD.AX,Genesis Minerals,gold,producer,large,6.11,0.8461,1.065,1.0793,0.8693,FLAT,10.49,64.69,247.16,-36.46,53.57,65.62,1.6526,HIGH,-,6.6035,7.04,5.8717,1,52.8108,TREND_ONLY,29.6347
130,-17,ARTG.V,Artemis Gold Inc,gold,producer,large,33.47,1.0303,0.9741,0.9796,0.9168,FLAT,1.49,100.54,319.42,-29.9,53.6,58.26,0.6512,LOW,EARLY,38.8735,40.141,33.8184,0,92.4975,WEAK,29.1579
131,18,600988.SS,Chifeng Gold Ord. A,gold,producer,large,38.33,0.962,0.9018,1.2592,1.2526,FLAT,28.75,87.25,167.71,-26.53,51.04,64.64,1.633,HIGH,-,40.341,38.4678,30.618,1,68.8909,TREND_ONLY,28.8745
133,12,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: str",silver,producer,mid,2.72,0.9283,0.9704,0.8888,0.632,STRONG_UP,-4.23,102.99,288.02,-43.94,48.4,72.83,1.4069,MED,EARLY,3.444,3.7478,2.9177,0,68.4399,WEAK,28.7659
140,-10,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: str",gold,explorer,mid,3.46,0.9931,0.9576,1.0196,0.7476,FLAT,63.21,93.3,592.0,-69.62,46.4,91.17,0.3998,LOW,EARLY,3.898,4.5934,3.5023,0,47.4821,WEAK,28.0976
148,4,ODV,Osisko Development,gold,producer,mid,2.98,1.0345,0.9383,0.8822,0.8491,STRONG_UP,-6.58,101.35,38.6,-40.79,52.4,70.53,0.87,LOW,EARLY,3.8895,3.795,3.1834,0,75.2986,WEAK,27.2035
155,6,IE,"ticker
IE         Ivanhoe Electric
IE    Ivanhoe Electric Inc.
Name: name, dtype: str",gold,producer,mid,11.16,0.8322,0.9426,0.8758,0.7095,STRONG_UP,2.95,61.97,26.24,-44.33,53.2,73.69,2.4167,HIGH,EARLY,13.419,15.8846,12.9392,0,44.7416,WEAK,26.4299
172,-47,29M.AX,29Metals,copper,producer,mid,0.355,1.0662,1.014,1.0622,0.5846,FLAT,-30.39,97.22,-11.25,-51.91,48.02,89.35,0.5852,LOW,EARLY,0.3737,0.427,0.4046,0,52.2508,WEAK,25.103
177,10,NFG.V,New Found Gold Corp,gold,explorer,mid,2.54,0.8877,0.9797,0.8344,0.6206,STRONG_UP,-12.71,72.79,-45.14,-48.95,51.6,70.16,0.5986,LOW,EARLY,3.1945,3.6902,3.0843,0,53.5336,WEAK,24.479
