rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
8,9,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,4.76,2.3833,1.1408,1.075,1.42,FLAT,11.21,286.99,871.43,-69.62,50.0,72.19,1.5419,HIGH,-,4.346,4.1136,4.1019,1,198.7754,TREND+LEAD,70.718
13,24,HBM,"ticker
HBM    Hudbay Minerals Inc
HBM    Hudbay Minerals Inc
Name: name, dtype: object",gold,producer,large,30.59,2.0595,1.1764,1.3483,1.4896,STRONG_DOWN,80.42,234.42,221.69,-36.16,56.4,67.21,1.6042,HIGH,-,25.6275,23.783,19.8201,1,196.7169,TREND+LEAD,61.94
16,23,UUUU,Energy Fuels Inc,uranium,producer,mid,17.62,2.1776,0.9637,0.8988,0.8678,STRONG_UP,22.36,261.81,158.36,-51.28,52.0,80.02,2.1544,HIGH,EARLY,19.464,19.3936,17.9787,0,170.132,WEAK,58.2754
23,-1,300450.SZ,WUXI LEAD INTELLIGENT EQUI-A,lithium,producer,large,49.19,1.0392,0.9998,0.9083,0.7335,STRONG_UP,-1.82,150.64,155.53,-32.4,50.62,41.03,1.0852,MED,EARLY,52.5105,52.0826,50.5647,0,185.8506,WEAK,53.2389
31,3,0358.HK,Jiangxi Copper H,copper,producer,large,34.62,1.2192,0.9043,0.8298,0.7417,STRONG_UP,18.4,169.55,129.97,-35.42,52.65,48.56,0.801,LOW,EARLY,37.011,37.0756,34.7652,0,183.8353,WEAK,48.7258
35,-3,SCZ.V,Santacruz Silver Mining,silver,producer,mid,11.28,1.818,1.02,0.9849,0.8788,STRONG_UP,17.01,266.23,500.0,-57.28,48.8,81.83,0.6642,LOW,EARLY,11.7915,11.4854,11.4839,0,158.7707,WEAK,47.242
51,14,028260.KS,Samsung C&T,uranium,producer,large,455000.0,1.8313,1.1141,1.6295,1.3356,FLAT,111.17,204.27,239.41,-29.58,51.45,86.63,1.8245,HIGH,-,403675.0,335790.0,259367.0408,1,121.3167,TREND+LEAD,43.3696
61,-13,2099.HK,China Gold International Resources,copper,producer,large,150.1,1.0814,0.8899,0.7956,0.7206,STRONG_UP,11.4,139.09,192.66,-40.87,53.06,60.38,0.702,LOW,EARLY,162.75,165.0263,153.527,0,122.2237,WEAK,39.4917
68,-10,NDM.TO,Northern Dynasty Minerals,copper,producer,mid,3.17,0.9133,1.0233,0.9937,1.6468,FLAT,19.62,101.91,673.17,-66.88,50.4,76.23,1.5294,HIGH,-,2.932,2.5886,2.3667,1,67.3791,TREND_ONLY,38.9966
82,76,REG.V,Regulus Resources,copper,producer,mid,4.39,0.9236,1.0772,1.0035,0.8968,STRONG_UP,34.66,104.19,131.05,-43.72,49.2,61.37,2.0191,HIGH,-,3.97,3.994,3.6358,1,83.5254,TREND_ONLY,36.0028
97,23,UEC,Uranium Energy Corp,uranium,producer,large,13.59,1.4375,1.0123,1.005,0.9603,STRONG_UP,10.76,138.84,95.82,-40.86,50.8,76.69,0.8452,LOW,EARLY,14.174,14.0248,13.8265,0,91.9686,WEAK,34.021
99,35,1164.HK,CGN Mining Co,uranium,producer,large,3.31,1.2336,0.9943,0.9401,0.6852,STRONG_UP,18.64,104.97,9.81,-38.97,48.98,54.3,0.4836,LOW,EARLY,3.566,3.87,3.5871,0,94.6858,WEAK,33.6914
106,9,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,595.0,0.6936,0.9556,0.6488,0.5424,STRONG_UP,-36.02,53.35,291.45,-56.87,44.17,86.88,2.4635,HIGH,EARLY,702.5,763.8,861.69,0,27.1235,WEAK,32.8106
118,-21,SBSW,"ticker
SBSW    Sibanye Gold ADR
SBSW    Sibanye Gold ADR
Name: name, dtype: object",palladium,producer,large,11.8,1.5306,0.9763,1.0875,1.0742,FLAT,-8.91,92.13,139.97,-45.72,53.6,68.37,0.9275,LOW,EARLY,12.3905,12.396,12.4532,0,72.2251,WEAK,31.1738
120,18,AIS.AX,Aeris Resources,copper,producer,mid,0.395,1.0828,0.8823,0.889,0.727,FLAT,-21.0,139.39,41.07,-46.67,45.45,69.62,0.3899,LOW,EARLY,0.4175,0.4017,0.4576,0,91.0005,WEAK,30.7919
121,-23,EQX,Equinox Gold Corp,gold,producer,large,12.5,1.1213,1.0113,0.8997,0.8827,STRONG_UP,-9.75,82.08,128.59,-36.03,54.0,65.69,1.4728,MED,EARLY,13.3731,13.8304,13.1985,0,67.4699,WEAK,30.7743
127,6,2899.HK,Zijin Mining Group H,copper,producer,large,32.76,0.8414,0.8997,0.8059,0.7116,STRONG_UP,9.2,86.01,101.98,-29.61,54.29,47.46,0.7877,LOW,EARLY,35.378,35.786,34.3377,0,98.3913,WEAK,30.0683
133,-1,600489.SS,Zhongjin Gold Ord. A,gold,producer,large,22.56,1.0018,0.9341,0.8697,0.8603,STRONG_UP,0.94,62.67,66.24,-45.39,47.3,51.84,0.6961,LOW,EARLY,24.8045,25.811,23.9323,0,57.1856,WEAK,29.0851
138,1,IMPUY,Impala Platinum,palladium,producer,large,13.84,1.5366,0.959,1.088,1.024,FLAT,12.8,92.88,177.55,-44.16,54.0,83.14,0.2621,LOW,EARLY,14.955,14.7508,14.0493,0,60.3257,WEAK,28.4766
139,-13,NG,Novagold Resources,gold,producer,mid,8.33,1.368,1.0247,1.0399,0.7951,FLAT,-18.25,122.13,108.77,-45.56,51.6,79.05,0.6651,LOW,EARLY,8.37,8.7108,9.0997,0,79.7227,WEAK,28.4554
146,31,0661.HK,China Daye Non-Ferrous Metals Mining,copper,producer,mid,0.099,1.0177,0.925,0.7241,0.5694,STRONG_UP,12.5,125.0,28.57,-56.4,42.45,101.19,0.2536,LOW,EARLY,0.1117,0.1172,0.1124,0,52.4385,WEAK,27.299
148,7,MARI.TO,Marimaca Copper,copper,producer,mid,7.88,0.7632,0.9292,0.8711,0.7472,STRONG_UP,-28.3,68.74,100.0,-38.9,48.0,47.87,1.4051,MED,EARLY,8.2505,8.3574,10.2327,0,68.9233,WEAK,27.2096
149,-22,IE,"ticker
IE         Ivanhoe Electric
IE    Ivanhoe Electric Inc.
Name: name, dtype: object",gold,producer,mid,13.69,1.1167,1.0744,1.051,1.0655,FLAT,-4.33,81.32,26.64,-45.93,54.8,77.29,1.0125,MED,SHIFT,13.2185,13.0354,13.7387,0,57.6605,WEAK,27.1844
154,-2,WGX.TO,Westgold Resources,gold,producer,mid,5.05,1.1309,1.0031,0.9648,0.8516,STRONG_UP,-9.98,83.64,110.42,-37.45,52.8,56.65,0.3413,LOW,EARLY,5.234,5.586,5.3648,0,77.9523,WEAK,26.7192
160,19,SLX.AX,Silex Systems,uranium,producer,mid,6.05,1.0554,0.9804,1.1789,0.9263,FLAT,-29.73,75.36,-1.31,-53.38,52.96,75.64,0.8983,LOW,SHIFT,5.9005,5.7732,6.6746,0,52.7656,WEAK,25.5584
161,1,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.15,1.0157,0.9835,0.9202,0.8633,STRONG_UP,-28.25,64.92,101.92,-40.12,52.8,51.09,0.661,LOW,EARLY,3.3825,3.4634,3.8454,0,67.0944,WEAK,25.4183
169,28,KDK.V,Kodiak Copper Class B,copper,producer,small,0.9,0.9046,0.9403,0.8876,0.7834,STRONG_UP,28.57,100.0,73.08,-40.32,43.6,76.41,1.7929,HIGH,-,0.939,0.899,0.8638,1,57.0606,TREND_ONLY,24.5433
171,15,AMMN.JK,"ticker
AMMN.JK    Amman Mineral Internasional
AMMN.JK    Amman Mineral Internasional
Name: name, dtype: object",copper,producer,large,3300.0,0.2163,1.018,0.568,0.4088,STRONG_UP,-47.62,-52.17,-71.86,-67.05,44.58,79.94,17.9804,HIGH,EARLY,3729.25,4607.9,6630.225,0,-29.0957,WEAK,24.4618
172,-31,GFI,Gold Fields Ltd,gold,producer,large,38.01,0.9563,0.9431,0.9078,0.9274,FLAT,-8.8,55.29,158.82,-36.41,53.2,64.34,1.1671,MED,EARLY,41.946,43.9038,43.0068,0,45.7155,WEAK,24.4603
174,32,LEU,Centrus Energy -A,uranium,producer,mid,189.0,0.9131,1.0373,1.0105,0.9854,STRONG_UP,-27.11,51.71,301.36,-61.35,52.4,78.17,,LOW,EARLY,191.4445,193.1342,248.7831,0,34.6628,WEAK,24.3616
179,73,GCU.TO,Gunnison Copper,copper,producer,small,0.46,0.8002,0.9824,0.95,0.8081,STRONG_UP,35.29,76.92,104.44,-48.11,40.8,68.7,1.7794,HIGH,-,0.4478,0.4298,0.4158,1,45.6836,TREND_ONLY,23.6219
180,0,FOM.TO,Foran Mining,copper,producer,mid,5.44,0.7912,0.9524,0.8079,0.8775,FLAT,43.16,74.92,31.08,-31.2,49.08,71.3,3.0532,HIGH,-,5.449,6.1136,4.4181,1,51.5716,TREND_ONLY,23.6113
183,8,PPTA.TO,Perpetua Resources,gold,explorer,mid,35.65,1.072,0.9915,0.9597,0.9239,STRONG_UP,-2.49,74.07,278.45,-33.39,52.4,73.79,1.0477,MED,EARLY,38.396,39.1548,36.1678,0,52.6005,WEAK,23.3574
185,-10,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: object",silver,producer,mid,2.62,0.7788,1.0546,0.944,0.7667,STRONG_UP,-25.14,56.89,195.71,-47.84,50.4,58.97,0.825,LOW,EARLY,2.6635,2.7802,3.2015,0,48.6191,WEAK,23.2266
186,83,KTN.V,Kootenay Silver,silver,explorer,small,1.81,0.9263,1.1809,1.2267,1.0135,FLAT,1.69,86.6,38.17,-49.02,48.4,88.42,5.2013,HIGH,-,1.543,1.472,1.7001,1,47.4026,TREND_ONLY,23.2264
189,19,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,64.99,0.6027,1.0288,0.9069,0.855,STRONG_UP,-14.53,45.37,62.24,-34.07,54.36,47.81,0.9459,LOW,EARLY,66.8603,67.8467,67.8053,0,51.5828,WEAK,23.1027
191,-37,III.TO,Imperial Metals,copper,producer,mid,7.12,0.6709,1.0115,0.9356,0.7249,STRONG_UP,-6.32,48.33,204.27,-54.57,52.0,70.62,0.5541,LOW,PROGRESS,6.5735,7.2124,7.8202,0,35.5895,WEAK,22.682
193,-6,GAU,Galiano Gold,gold,producer,mid,2.25,0.9623,0.9988,0.9746,0.8431,STRONG_UP,-7.41,56.25,27.12,-38.94,50.0,61.66,1.0274,MED,EARLY,2.3765,2.4196,2.5451,0,45.613,WEAK,22.5296
197,29,NNE,Nano Nuclear Energy,uranium,producer,mid,29.7,0.5779,1.0281,1.4017,1.1744,FLAT,-9.17,-3.98,364.06,-66.45,48.0,100.65,1.5923,HIGH,SHIFT,26.5243,24.2224,31.5957,0,-1.8965,WEAK,22.0218
198,-53,AEM,Agnico Eagle Mines,gold,producer,large,176.57,0.881,0.9984,0.9667,0.9141,STRONG_UP,1.64,43.05,163.57,-31.24,56.0,47.19,0.7627,LOW,EARLY,183.465,194.4706,182.5335,0,51.0906,WEAK,22.0017
200,21,VZLA,Vizsla Silver Corp,silver,producer,mid,4.05,0.6485,1.0868,1.1344,1.1676,STRONG_DOWN,-20.12,30.65,128.81,-56.27,53.2,61.0,1.4797,MED,SHIFT,3.58,3.4184,4.2444,0,26.7266,WEAK,21.8809
201,27,600547.SS,Shandong Gold Ord. A,gold,producer,large,29.41,0.5979,0.9545,0.8349,0.7548,STRONG_UP,-17.8,-2.92,6.86,-52.37,46.89,48.97,1.0143,MED,EARLY,32.191,36.2354,38.7315,0,-2.794,WEAK,21.8464
204,1,VUL.AX,VULCAN ENERGY RESOURCES LTD,lithium,producer,mid,4.13,0.453,1.1636,1.123,0.9272,STRONG_UP,-17.87,9.26,-18.7,-61.57,50.2,59.31,1.3015,MED,SHIFT,3.669,3.573,4.4405,0,7.837,WEAK,21.5774
205,5,29M.AX,29Metals,copper,producer,mid,0.27,0.6106,0.937,1.0304,0.6689,FLAT,-30.77,35.0,-53.45,-66.41,48.22,99.05,0.5449,LOW,PROGRESS,0.2683,0.2897,0.4038,0,17.0389,WEAK,21.5577
206,6,PSAB.JK,J Resources Asia,gold,producer,large,476.0,0.7517,1.0897,0.8941,1.0139,FLAT,-13.45,22.05,213.16,-47.61,37.92,82.2,1.1279,MED,EARLY,479.6,506.24,538.15,0,10.1726,WEAK,21.5459
211,-42,DRD,Drdgold Ltd,gold,producer,mid,26.05,0.9999,0.9778,0.9776,0.9338,STRONG_UP,-12.85,62.36,215.54,-33.72,52.4,57.47,0.7785,LOW,EARLY,27.5035,28.5982,28.6511,0,56.8601,WEAK,20.9353
215,7,HSTR.V,"ticker
HSTR.V    Heliostar Metals Ord Shs
HSTR.V    Heliostar Metals Ord Shs
Name: name, dtype: object",gold,producer,mid,2.08,0.9489,1.0113,0.9633,0.9284,STRONG_UP,-20.91,54.07,670.37,-44.21,48.4,67.07,0.6279,LOW,EARLY,2.1275,2.2638,2.271,0,39.0217,WEAK,20.4909
216,-12,HMY,Harmony Gold Mining,gold,producer,large,17.61,0.7155,0.9972,1.1337,1.0574,FLAT,-8.7,16.17,98.0,-48.85,49.2,70.79,0.9559,LOW,SHIFT,17.2295,16.3223,17.8166,0,11.2407,WEAK,20.1104
217,0,300207.SZ,SUNWODA ELECTRONIC CO LTD-A,lithium,producer,large,22.81,0.5187,0.9621,0.8471,0.7128,STRONG_UP,-23.99,25.1,47.52,-38.09,52.28,47.86,0.5245,LOW,EARLY,25.2595,26.499,27.2901,0,27.4151,WEAK,20.108
223,10,CNB.AX,Carnaby Resources,copper,producer,small,0.69,0.9179,0.9647,1.3311,1.3073,FLAT,76.92,102.94,18.97,-42.37,41.9,113.51,1.6627,HIGH,-,0.5715,0.4984,0.4406,1,37.9987,TREND_ONLY,19.695
224,3,VAU.AX,Vault Minerals,gold,producer,mid,4.25,0.8973,0.9795,0.9491,0.9099,STRONG_UP,-13.81,45.71,55.99,-41.81,50.59,61.39,0.7435,LOW,EARLY,4.4935,4.4468,4.7342,0,37.6654,WEAK,19.5883
225,5,IVPAF,Ivanhoe Mines Ltd,palladium,producer,large,9.2,0.9196,1.0674,1.2857,1.1917,FLAT,-11.94,15.43,-34.52,-46.64,52.0,63.9,0.1331,LOW,SHIFT,8.5859,8.4228,9.9199,0,12.5588,WEAK,19.5745
228,-47,LUG.TO,Lundin Gold Inc,gold,producer,large,88.47,0.8303,1.0228,0.9842,0.9385,STRONG_UP,-23.09,34.82,381.43,-33.77,55.6,61.49,0.971,LOW,EARLY,90.184,98.8958,101.666,0,31.4811,WEAK,19.3495
231,-32,IVN.TO,Ivanhoe Mines Class A,copper,producer,large,12.76,0.5285,1.0324,1.0351,0.8826,FLAT,-12.72,16.85,-33.33,-45.14,52.4,63.92,0.9509,LOW,SHIFT,11.812,11.589,13.6895,0,13.8131,WEAK,19.269
232,0,SMR,Nuscale Power Corp,uranium,producer,mid,12.89,0.2422,1.0615,1.1731,1.0584,FLAT,-35.55,-59.76,68.94,-82.86,45.6,93.51,1.3219,MED,SHIFT,11.947,11.4878,22.304,0,-29.1401,WEAK,19.247
233,-18,ODV,Osisko Development,gold,producer,mid,2.72,0.846,0.999,0.9204,0.7242,STRONG_UP,-22.95,37.37,30.77,-44.56,52.0,62.08,0.5088,LOW,EARLY,3.016,3.1362,3.3781,0,31.3053,WEAK,19.1687
234,16,CHN.AX,Challice Mining,palladium,producer,mid,1.445,1.0233,1.0061,1.0972,0.9826,FLAT,-19.72,28.44,-13.47,-53.73,46.64,75.06,0.4953,LOW,EARLY,1.4818,1.4992,1.868,0,17.6745,WEAK,19.1107
237,-42,ARTG.V,Artemis Gold Inc,gold,producer,large,32.27,0.7949,1.0063,0.9524,0.9273,STRONG_UP,-11.78,29.08,193.36,-32.14,52.8,47.17,0.6163,LOW,EARLY,33.309,35.8756,36.1679,0,32.5509,WEAK,18.9095
238,9,RMS.AX,Ramelius Resources,gold,producer,large,3.24,0.691,0.9758,0.9605,0.8787,STRONG_UP,-10.82,12.2,76.2,-38.63,47.04,59.32,1.0074,MED,EARLY,3.3455,3.5794,3.7979,0,9.6711,WEAK,18.9054
