rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
9,12,5802.T,Sumitomo Electric Industries,lithium,producer,large,11650.0,1.9634,1.2037,1.0168,1.2348,FLAT,121.44,351.04,,-22.31,56.2,78.63,1.9182,HIGH,-,10385.2,10022.0666,6561.6839,1,250.905,TREND+LEAD,69.3783
12,0,ARE.TO,Aecon Group,uranium,producer,mid,50.08,1.3564,0.9443,1.0441,1.3551,STRONG_DOWN,78.15,177.44,211.9,-21.01,57.2,39.12,1.5888,HIGH,-,49.9815,45.1812,31.9948,1,259.4477,TREND+LEAD,66.5217
24,12,HBM.TO,Hudbay Minerals,copper,producer,large,37.19,1.3479,1.0445,1.0182,1.03,FLAT,59.8,208.15,210.28,-35.94,54.8,63.75,1.5672,HIGH,-,33.051,31.075,25.8522,1,178.9291,TREND+LEAD,58.8967
31,19,APM.TO,Andean Precious Metals,gold,producer,mid,7.15,1.8584,1.0681,0.9809,0.8441,STRONG_UP,0.42,290.71,685.71,-51.34,56.0,75.35,0.9955,LOW,SHIFT,6.6995,7.1424,7.6614,0,216.0555,WEAK,56.1023
38,51,ASM,"ticker
ASM    Avino Silver & Gold Mines
ASM    Avino Silver & Gold Mines
Name: name, dtype: object",silver,producer,mid,7.97,1.2588,1.0788,1.071,0.7932,STRONG_UP,75.16,227.98,871.95,-52.4,51.2,79.9,1.5904,HIGH,-,6.949,6.89,6.1173,1,146.0921,TREND+LEAD,54.2986
42,-11,028260.KS,Samsung C&T,uranium,producer,large,435000.0,1.7311,1.2418,1.3981,1.4048,STRONG_DOWN,104.23,254.08,201.46,-29.58,52.48,80.91,1.8641,HIGH,-,333775.0,303710.0,243700.5981,1,164.8032,TREND+LEAD,52.0671
45,38,FF.TO,First Mining Gold,gold,explorer,mid,0.54,1.6053,1.0487,1.0771,0.9204,FLAT,63.64,237.5,260.0,-50.62,45.2,78.26,1.9295,HIGH,-,0.476,0.4957,0.4233,1,137.171,TREND+LEAD,50.6244
59,15,ALS.TO,Altius Minerals,copper,producer,mid,57.13,0.9502,1.003,1.0546,1.2648,STRONG_DOWN,46.94,117.22,175.05,-16.0,56.8,35.85,1.5251,HIGH,-,51.6895,48.8863,40.281,1,185.7172,TREND_ONLY,47.2783
61,42,URG,Ur-Energy Inc,uranium,producer,mid,1.94,1.2993,1.1241,1.1862,1.148,FLAT,48.09,165.75,12.79,-45.71,49.2,65.11,2.453,HIGH,-,1.7515,1.5944,1.5385,1,125.2506,TREND+LEAD,46.1099
67,-8,OKLO,Oklo Inc.,uranium,producer,large,73.63,1.1239,0.9913,1.222,1.0986,FLAT,-33.98,129.88,653.63,-73.83,50.4,94.05,1.3683,MED,SHIFT,70.529,61.305,86.5033,0,69.5998,WEAK,45.4755
72,79,SVRS.V,Silver Storm Mining,silver,producer,small,0.62,1.8304,1.0584,1.1366,0.8355,FLAT,158.33,376.92,287.5,-50.0,39.2,110.61,1.5262,HIGH,-,0.5045,0.4994,0.4012,1,133.5809,TREND+LEAD,44.6775
79,33,ERO.TO,Ero Copper,copper,producer,mid,43.74,1.0242,1.0899,1.0072,1.0165,FLAT,40.19,134.15,47.57,-36.71,55.2,58.61,1.598,HIGH,-,37.612,37.7934,33.4533,1,126.3489,TREND+LEAD,43.3085
95,0,AIS.AX,Aeris Resources,copper,producer,mid,0.445,1.1123,1.0925,1.1006,0.782,FLAT,8.54,154.29,78.0,-46.67,43.87,67.39,1.7599,HIGH,-,0.3865,0.4138,0.4419,1,100.438,TREND+LEAD,40.8589
97,-1,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.72,1.149,1.0057,1.0344,0.9058,FLAT,11.04,141.56,107.82,-39.54,54.0,50.46,0.5968,LOW,SHIFT,3.5665,3.6666,3.8189,0,151.4894,WEAK,39.8395
