rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,1,047040.KS,Daewoo Eng & Co,uranium,producer,large,37150.0,4.6678,1.215,1.9952,8.7848,STRONG_DOWN,872.51,955.4,881.51,-27.11,50.21,148.12,2.2832,HIGH,-,26021.5,17385.6,7304.8,1,323.8625,TREND+LEAD,89.0342
5,40,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.415,3.5505,1.7141,1.6708,1.255,STRONG_UP,59.62,713.73,683.02,-67.74,38.74,136.92,10.5399,HIGH,-,0.25,0.2429,0.1894,1,201.9407,TREND+LEAD,66.1963
6,-1,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,53.93,1.4111,1.0533,0.9745,1.1129,FLAT,64.92,223.42,151.35,-21.71,52.7,50.77,1.8794,HIGH,-,48.1233,45.3662,35.9965,1,231.9106,TREND+LEAD,64.3355
12,10,GEV,GE Vernova Inc,lithium,producer,large,1088.9301,1.2828,0.9773,1.1532,1.366,STRONG_DOWN,86.59,194.01,587.36,-17.51,54.4,49.85,1.5499,HIGH,-,996.615,908.0359,700.3103,1,211.7134,TREND+LEAD,56.8334
14,1,SCZ.V,Santacruz Silver Mining,silver,producer,mid,10.72,2.2931,0.9457,0.9515,0.6738,FLAT,36.04,415.38,793.33,-57.28,50.4,100.61,0.5988,LOW,EARLY,11.65,12.5984,10.7628,0,208.0845,WEAK,55.7698
25,-13,OKLO,Oklo Inc.,uranium,producer,large,69.09,1.2503,1.0157,1.2659,0.8343,FLAT,-49.73,182.69,379.13,-73.83,50.8,98.89,1.3943,MED,SHIFT,59.5935,60.0468,86.2243,0,93.8494,WEAK,50.5406
59,-10,APM.TO,Andean Precious Metals,gold,producer,mid,6.47,1.6991,1.002,0.9935,0.7881,STRONG_UP,-0.61,212.56,588.3,-51.34,54.8,85.4,0.5958,LOW,EARLY,7.0605,7.8192,7.5292,0,136.3971,WEAK,41.4717
66,-12,SBSW,"ticker
SBSW    Sibanye Gold ADR
SBSW    Sibanye Gold ADR
Name: name, dtype: object",palladium,producer,large,11.93,1.9516,0.987,1.0832,0.8051,FLAT,17.7,169.22,142.13,-45.72,56.4,76.86,0.7174,LOW,EARLY,12.835,13.3753,12.0303,0,124.1706,WEAK,40.8267
70,0,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,5.12,1.1226,0.9739,1.0072,0.6066,FLAT,-4.66,157.29,194.25,-43.01,54.4,84.38,1.5688,HIGH,PROGRESS,4.9895,5.4006,5.328,0,101.403,WEAK,38.8924
73,4,002176.SZ,JIANGXI SPECIAL ELECTRIC -A,lithium,producer,large,14.63,0.9278,1.1949,1.1824,1.2896,FLAT,49.29,112.65,44.85,-28.5,51.87,54.73,2.6537,HIGH,-,11.444,10.4514,9.7483,1,106.7589,TREND_ONLY,38.1932
74,50,PMET.TO,PMET RESOURCES INC,lithium,producer,mid,5.75,1.0454,1.0676,1.208,0.7286,FLAT,66.18,139.58,-17.86,-45.14,46.8,71.99,1.8252,HIGH,-,5.1125,4.9326,4.6369,1,90.7418,TREND+LEAD,38.1884
76,22,MOON.V,Blue Moon Metals,copper,explorer,mid,10.05,1.5758,0.9902,1.1796,1.9353,STRONG_DOWN,188.79,227.36,1910.0,-28.19,53.2,102.28,4.0327,HIGH,-,10.3545,8.3904,5.155,1,118.26,TREND+LEAD,38.0055
81,-19,LEU,Centrus Energy -A,uranium,producer,mid,205.59,1.2814,1.0082,1.0189,0.6938,FLAT,-42.85,189.73,378.34,-61.35,51.6,92.94,0.8673,LOW,SHIFT,195.202,198.4464,252.3174,0,105.3356,WEAK,37.5723
86,-20,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.45,1.2587,1.04,1.013,0.9011,STRONG_UP,-3.36,131.54,61.21,-39.54,54.0,57.25,0.8187,LOW,EARLY,3.627,3.8574,3.7669,0,124.0761,WEAK,35.7691
95,13,IGO.AX,IGO LTD,lithium,producer,large,7.49,0.8623,0.8545,0.8176,0.7343,STRONG_UP,32.1,97.63,7.34,-27.32,55.73,62.56,1.9228,HIGH,-,8.237,7.983,6.6928,1,86.9671,TREND_ONLY,34.3961
108,63,BOL.ST,"ticker
BOL.ST            Boliden
BOL.ST    Boliden Ord Shs
BOL.ST    Boliden Ord Shs
BOL.ST    Boliden Ord Shs
Name: name, dtype: object",copper,producer,large,513.6,0.8266,1.025,0.9821,0.9566,STRONG_UP,24.75,71.72,40.4,-35.79,55.87,62.42,1.5746,HIGH,-,526.58,591.24,467.253,1,64.1898,TREND_ONLY,32.9995
127,22,III.TO,Imperial Metals,copper,producer,mid,6.8,0.9379,0.9666,0.8387,0.5949,STRONG_UP,4.94,94.84,157.58,-49.1,52.0,71.85,1.0613,MED,EARLY,7.882,8.4748,7.5591,0,68.6403,WEAK,30.3574
134,-14,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.62,1.1995,1.0223,1.0585,0.9695,FLAT,-2.79,120.67,110.83,-33.04,54.4,61.71,0.881,LOW,EARLY,6.7985,7.4314,6.7192,0,106.3728,WEAK,29.8919
141,-9,SLX.AX,Silex Systems,uranium,producer,mid,6.28,0.9258,1.0835,0.9896,0.932,STRONG_UP,-36.24,109.33,27.38,-53.38,53.75,83.48,,LOW,SHIFT,5.813,5.9628,6.4832,0,70.3961,WEAK,28.8612
143,-8,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,815.0,0.9907,0.9716,0.9579,0.7272,STRONG_UP,-23.11,105.81,436.18,-48.47,43.88,88.81,0.2803,LOW,EARLY,831.5,876.6,830.495,0,52.2786,WEAK,28.5352
150,74,006360.KS,Gs En & Co,uranium,producer,large,42450.0,1.0742,1.0837,1.4124,2.6271,STRONG_DOWN,127.83,142.89,181.71,-25.18,50.62,107.69,2.3319,HIGH,-,36527.5,28697.1282,21301.8545,1,67.1639,TREND+LEAD,28.1408
152,32,EGO,Eldorado Gold Corp,gold,producer,large,30.7,0.8944,1.0344,0.9184,0.7836,STRONG_UP,22.51,64.53,102.44,-38.14,56.4,66.56,1.1629,MED,EARLY,34.2535,37.4813,31.9399,0,54.6799,WEAK,28.0141
