rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,9,AGMR.TO,Silver Mountain Resources,silver,explorer,small,4.11,3.236,1.0814,1.0464,1.128,FLAT,63.75,661.11,4735.29,-43.49,51.6,105.97,2.6478,HIGH,-,3.8885,3.959,3.4039,1,321.915,TREND+LEAD,86.0656
5,5,ABRA.TO,"ticker
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
Name: name, dtype: object",copper,explorer,mid,17.15,2.5506,0.9642,1.0999,1.384,STRONG_DOWN,139.86,451.45,559.62,-43.5,54.8,88.52,2.0304,HIGH,-,17.079,14.6626,10.4745,1,279.4769,TREND+LEAD,79.5291
8,23,APM.TO,Andean Precious Metals,gold,producer,mid,7.66,2.1803,1.2262,1.1988,1.0643,STRONG_UP,9.59,314.05,811.9,-51.34,56.0,76.02,2.481,HIGH,SHIFT,6.7815,7.0438,7.7163,0,231.3474,WEAK,72.0365
13,34,ENS,ENERSYS,lithium,producer,large,236.98,1.0909,1.0904,1.1788,1.149,FLAT,72.85,139.23,145.73,-19.69,59.2,35.42,1.7351,HIGH,-,217.6475,192.068,149.1702,1,232.7072,TREND+LEAD,63.323
14,0,NEWP,New Pacific Metals,silver,explorer,mid,5.33,1.8729,0.9937,1.0703,1.6595,STRONG_DOWN,115.79,340.5,151.42,-41.19,52.4,86.23,5.7588,HIGH,-,5.569,4.8378,3.3822,1,206.9115,TREND+LEAD,62.2878
18,0,USAS,Americas Gold & Silver,gold,producer,mid,6.25,2.194,0.9781,1.0961,0.988,FLAT,53.56,316.67,706.45,-53.44,52.8,96.72,2.3368,HIGH,-,6.2635,6.294,5.2292,1,172.8701,TREND+LEAD,59.8408
29,60,KGH.WA,"ticker
KGH.WA            KGHM Polska Miedz
KGH.WA    KGHM Polska Miedz Ord Shs
KGH.WA    KGHM Polska Miedz Ord Shs
Name: name, dtype: object",copper,producer,large,367.9,1.3789,1.1458,1.1884,1.1649,FLAT,94.3,198.14,138.88,-30.84,54.25,62.16,1.5748,HIGH,-,327.8675,302.713,236.6927,1,172.9229,TREND+LEAD,55.2812
34,29,IAUX,I-80 Gold Corp,gold,producer,mid,1.48,1.5341,1.0335,1.0242,0.894,STRONG_UP,45.1,191.34,24.37,-38.94,52.4,62.13,1.7501,HIGH,-,1.5485,1.568,1.3073,1,161.3736,TREND+LEAD,53.0707
36,9,FF.TO,First Mining Gold,gold,explorer,mid,0.5,1.8158,1.1173,1.1045,0.9894,STRONG_UP,33.33,244.83,244.83,-50.62,45.2,77.38,1.5226,HIGH,-,0.479,0.4923,0.4287,1,143.0112,TREND+LEAD,53.0415
41,19,AUGO,"ticker
AUGO    Aura Minerals
AUGO    Aura Minerals
Name: name, dtype: object",copper,producer,large,76.42,1.4863,0.9943,0.7351,1.1707,FLAT,117.57,221.34,221.34,-31.42,59.05,83.32,1.5433,HIGH,-,85.7345,84.5102,54.5315,1,156.8689,TREND+LEAD,52.1594
