rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,-1,AGMR.TO,Silver Mountain Resources,silver,explorer,small,4.11,3.2608,1.1014,1.0418,1.175,FLAT,63.75,647.27,4466.67,-43.49,51.41,105.97,2.6477,HIGH,-,3.8885,3.959,3.4039,1,314.0161,TREND+LEAD,84.2649
7,1,APM.TO,Andean Precious Metals,gold,producer,mid,7.66,2.1296,1.2234,1.1872,1.0915,STRONG_UP,9.59,294.85,681.63,-51.34,55.82,76.02,2.481,HIGH,SHIFT,6.7815,7.0438,7.7163,0,216.4992,WEAK,68.6834
10,-5,ABRA.TO,"ticker
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
Name: name, dtype: object",copper,explorer,mid,17.15,2.1172,1.0138,1.104,1.4354,STRONG_DOWN,139.86,346.61,559.62,-43.5,54.62,88.52,2.0304,HIGH,-,17.079,14.6626,10.4745,1,213.8736,TREND+LEAD,64.6331
32,1,UUUU,Energy Fuels Inc,uranium,producer,mid,17.4,2.181,0.9273,0.9314,0.8876,FLAT,11.9,300.0,153.64,-51.28,52.0,83.12,0.8464,LOW,EARLY,20.978,19.6744,17.6093,0,187.6805,WEAK,50.0761
35,1,FF.TO,First Mining Gold,gold,explorer,mid,0.5,1.6344,1.1148,1.0938,1.0146,STRONG_UP,33.33,203.03,244.83,-50.62,44.98,77.38,1.5226,HIGH,-,0.479,0.4923,0.4287,1,118.0189,TREND+LEAD,47.3569
41,29,PAAS,Pan American Silver,silver,producer,large,55.19,1.0462,0.9809,1.0319,1.0581,STRONG_DOWN,43.69,139.75,150.99,-31.9,55.6,58.75,1.7764,HIGH,-,56.188,55.6368,47.3332,1,132.2598,TREND+LEAD,45.4597
53,-21,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,3.88,1.5734,0.9144,0.9722,1.2113,STRONG_DOWN,10.23,191.73,632.08,-69.62,47.6,74.34,0.7852,LOW,EARLY,4.3625,4.05,3.9811,0,122.7645,WEAK,42.0136
60,12,GSVR.V,Guanajuato Silver Co Ltd,silver,producer,small,0.61,1.5658,1.0169,0.943,1.1666,FLAT,56.41,258.82,117.86,-53.85,46.18,104.38,1.7762,HIGH,-,0.6465,0.6226,0.5509,1,114.5092,TREND+LEAD,40.8858
63,15,SBSW,"ticker
SBSW    Sibanye Gold ADR
SBSW    Sibanye Gold ADR
Name: name, dtype: object",palladium,producer,large,11.93,1.9498,0.935,0.984,0.9633,FLAT,10.5,153.64,115.75,-45.72,55.2,68.38,0.831,LOW,EARLY,12.629,12.5975,12.3032,0,124.0273,WEAK,40.734
64,35,ASA,ASA Gold & Precious Metals,gold,royalties_financial_services,mid,63.85,1.1833,1.0073,1.0446,1.0829,STRONG_DOWN,34.0,119.39,235.22,-32.51,58.4,55.52,3.2786,HIGH,-,66.1687,65.1137,55.7747,1,125.5821,TREND+LEAD,40.6241
72,22,1164.HK,CGN Mining Co,uranium,producer,large,3.36,1.2418,0.9473,0.8753,0.77,STRONG_UP,-2.89,127.75,21.93,-36.12,49.59,57.34,1.1037,MED,EARLY,3.939,4.0752,3.5357,0,110.4821,WEAK,39.5513
74,8,UEC,Uranium Energy Corp,uranium,producer,large,13.2,1.3948,0.9508,1.0045,0.898,FLAT,13.89,155.81,75.3,-39.97,50.4,73.42,1.0006,MED,EARLY,14.8275,14.1318,13.6703,0,106.9603,WEAK,39.5073
78,32,SVRS.V,Silver Storm Mining,silver,producer,small,0.59,1.6091,1.1943,1.1361,1.1284,STRONG_UP,126.92,268.75,227.78,-50.0,39.36,104.4,3.3272,HIGH,-,0.513,0.4998,0.4073,1,101.3218,TREND+LEAD,38.2063
81,4,ALS.TO,Altius Minerals,copper,producer,mid,52.84,0.9199,1.0635,1.0755,1.2894,STRONG_DOWN,31.89,94.05,139.99,-16.0,56.22,37.04,1.6199,HIGH,-,52.1575,49.3824,40.6711,1,142.7531,TREND_ONLY,37.7179
95,13,OKLO,Oklo Inc.,uranium,producer,large,58.56,0.8037,0.888,0.9897,0.9459,FLAT,-39.98,47.39,654.64,-73.83,48.8,95.87,1.2848,MED,EARLY,70.288,61.474,86.2981,0,24.1251,WEAK,35.0346
96,2,7JR.MU,Northam Platinum,palladium,producer,small,17.7,4.0166,1.0274,1.0468,1.8044,STRONG_DOWN,99.87,422.49,,-24.8,38.65,137.63,2.9514,HIGH,-,17.95,16.7034,11.0902,1,118.6465,TREND+LEAD,34.9423
97,-1,CDE,Coeur Mining Inc,silver,producer,large,17.5,1.025,0.9835,0.971,0.8593,STRONG_UP,18.16,134.9,193.13,-40.44,52.4,73.76,0.7298,LOW,EARLY,18.498,19.127,18.2408,0,95.8341,WEAK,34.5658
100,25,LAC.TO,LITHIUM AMERICAS CORP,lithium,producer,mid,6.91,0.8019,0.9437,1.0402,0.9912,FLAT,10.38,75.38,19.14,-63.78,48.19,70.75,4.7903,HIGH,-,7.23,6.4008,6.6753,1,51.3441,TREND_ONLY,34.3049
104,12,CUU.V,Copper Fox Metals,copper,producer,small,0.8,1.4586,1.4309,1.4288,1.2456,STRONG_UP,110.53,207.69,142.42,-39.29,37.35,82.4,3.838,HIGH,-,0.595,0.6076,0.5103,1,94.1421,TREND+LEAD,33.9798
111,3,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.58,1.2366,0.9939,1.0498,1.0058,FLAT,-2.23,129.27,91.28,-33.04,54.8,56.43,0.7645,LOW,EARLY,6.95,7.0422,6.923,0,125.5343,WEAK,33.3755
113,-8,AIS.AX,Aeris Resources,copper,producer,mid,0.435,1.213,1.0841,1.2224,0.8943,FLAT,-3.33,155.88,29.85,-46.67,44.66,66.58,0.9446,LOW,SHIFT,0.4017,0.409,0.447,0,104.5615,WEAK,33.2851
114,6,WGX.TO,Westgold Resources,gold,producer,mid,5.11,1.1678,1.0047,0.9242,0.8923,STRONG_UP,2.0,116.53,112.92,-37.45,55.02,56.66,0.7296,LOW,EARLY,5.629,5.7568,5.238,0,113.1527,WEAK,33.1937
117,-25,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.26,1.0921,0.9769,0.9734,0.8986,STRONG_UP,-11.89,102.48,57.49,-39.54,53.6,50.74,0.7834,LOW,EARLY,3.5065,3.5962,3.8361,0,108.2611,WEAK,32.8141
121,-4,SEDG,Solar Edge Technologies inc.,lithium,producer,mid,55.23,1.2164,1.4724,1.3843,1.3993,FLAT,52.65,166.04,13.39,-37.26,52.8,114.87,1.6243,HIGH,-,44.7135,44.1082,36.5155,1,76.3205,TREND+LEAD,32.5977
130,4,CXU.AX,Cauldron Energy,uranium,producer,small,0.047,2.8474,0.8746,1.0611,1.8949,STRONG_DOWN,147.37,422.22,11.9,-44.44,35.57,181.18,1.5149,HIGH,-,0.0572,0.0448,0.0264,1,82.8924,TREND+LEAD,31.3622
132,-29,EQX,Equinox Gold Corp,gold,producer,large,12.93,1.1295,0.9739,0.9558,0.9733,FLAT,1.51,109.42,123.14,-36.03,54.8,65.21,0.7115,LOW,EARLY,14.085,14.2877,12.9439,0,91.9516,WEAK,31.3092
133,0,GGD.TO,Gogold Resources Inc,gold,producer,mid,3.22,0.9981,1.1045,1.2631,1.2508,FLAT,29.32,85.06,82.95,-41.22,53.82,66.53,1.7121,HIGH,-,2.905,2.819,2.7971,1,68.808,TREND_ONLY,30.8066
137,-9,GFI,Gold Fields Ltd,gold,producer,large,40.54,1.0574,0.9972,0.9454,0.9387,STRONG_UP,2.21,96.06,156.0,-34.63,54.8,63.49,0.6381,LOW,EARLY,43.791,45.1947,42.5273,0,82.9089,WEAK,30.0294
138,-1,LEU,Centrus Energy -A,uranium,producer,mid,172.95,0.9906,0.9543,0.9976,0.9109,FLAT,-30.82,81.67,240.25,-61.35,51.2,78.08,1.0866,MED,EARLY,204.232,198.0598,250.4397,0,53.5542,WEAK,29.9545
143,6,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,5.22,1.0377,0.9938,0.9943,0.844,FLAT,15.23,126.96,109.64,-43.01,53.01,75.12,0.4552,LOW,EARLY,5.3145,5.2244,5.4403,0,89.5895,WEAK,29.5729
145,37,RPH1.SG,"ticker
RPH1.SG    Anglo American Platinum
RPH1.SG    Anglo American Platinum
Name: name, dtype: object",palladium,producer,small,11.4,1.8282,0.9635,1.0222,1.1544,STRONG_DOWN,32.49,137.83,113.89,-35.19,51.39,80.5,2.1095,HIGH,-,12.085,12.148,10.2343,1,87.9857,TREND+LEAD,29.3704
147,0,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,720.0,0.9377,1.0506,0.8926,0.8067,STRONG_UP,-22.58,97.8,367.53,-48.47,45.19,80.2,0.9312,LOW,EARLY,807.75,811.3,854.07,0,55.1082,WEAK,29.0275
149,52,29M.AX,29Metals,copper,producer,mid,0.27,0.8533,0.9817,1.2645,0.6972,FLAT,-37.93,80.0,-50.0,-66.41,49.01,98.1,1.277,MED,PROGRESS,0.2495,0.3106,0.4045,0,39.9674,WEAK,28.7266
155,7,0661.HK,China Daye Non-Ferrous Metals Mining,copper,producer,mid,0.107,1.1528,0.9888,0.8478,0.6743,STRONG_UP,3.88,143.18,37.18,-54.5,41.87,99.34,0.4762,LOW,EARLY,0.1232,0.1267,0.1105,0,60.3485,WEAK,28.27
156,2,EGO,Eldorado Gold Corp,gold,producer,large,31.67,0.9253,0.9936,1.0735,0.7966,FLAT,13.66,71.56,92.49,-41.89,57.6,60.11,0.3354,LOW,EARLY,32.033,34.1662,32.7617,0,68.5761,WEAK,28.2001
159,45,FISH.V,Sailfish Royalty Corp.,gold,royalties_financial_services,small,3.75,1.0648,1.136,1.195,0.9985,FLAT,17.19,97.43,226.25,-26.84,44.98,50.56,5.222,HIGH,-,3.645,3.647,3.3235,1,86.6748,TREND+LEAD,28.0967
163,3,NG,Novagold Resources,gold,producer,mid,8.01,1.1869,0.9769,0.8476,0.8894,FLAT,-7.08,120.05,126.27,-45.56,52.0,82.23,0.4433,LOW,EARLY,8.575,9.1352,8.992,0,75.9195,WEAK,27.7669
165,11,MGA.TO,Mega Uranium Ltd.,uranium,producer,small,0.69,1.447,0.9877,1.0736,1.2313,STRONG_DOWN,81.58,165.38,68.29,-31.58,40.96,81.63,1.9,HIGH,-,0.7255,0.6606,0.5081,1,82.9861,TREND+LEAD,27.4828
170,13,1818.HK,Zhaojin Mining,gold,producer,large,23.24,0.6967,0.9027,0.8528,0.839,STRONG_UP,-24.05,29.17,53.98,-42.98,50.41,57.32,1.7538,HIGH,EARLY,28.488,30.3496,29.9178,0,25.6498,WEAK,26.337
171,-4,ARTG.V,Artemis Gold Inc,gold,producer,large,33.15,0.8402,1.0853,0.9105,1.0551,FLAT,-6.86,55.78,214.52,-30.26,52.21,52.59,7.9686,HIGH,EARLY,35.75,37.14,35.8994,0,55.377,WEAK,26.3171
172,-24,AEM,Agnico Eagle Mines,gold,producer,large,179.21,0.9024,1.0138,0.9421,0.9577,FLAT,7.04,67.3,160.9,-29.36,57.2,47.87,0.6519,LOW,EARLY,190.998,200.5182,180.513,0,80.4227,WEAK,25.8028
174,31,DRD,Drdgold Ltd,gold,producer,mid,26.87,1.0085,0.9915,0.9892,0.9361,STRONG_UP,-2.93,86.98,,-32.64,53.2,58.08,0.7876,LOW,EARLY,28.348,29.4088,28.1475,0,79.6701,WEAK,25.7453
175,-31,FPC.V,Falco Resources,gold,explorer,small,0.54,1.0787,1.1803,1.3354,1.478,STRONG_DOWN,56.52,100.0,61.19,-41.38,38.96,58.48,1.5169,HIGH,-,0.4809,0.4277,0.3805,1,66.6211,TREND+LEAD,25.7288
178,1,HSTR.V,"ticker
HSTR.V    Heliostar Metals Ord Shs
HSTR.V    Heliostar Metals Ord Shs
Name: name, dtype: object",gold,producer,mid,2.08,0.8975,1.0305,0.8997,0.9638,FLAT,7.22,66.4,570.97,-44.21,48.19,69.09,7.712,HIGH,EARLY,2.2705,2.332,2.2306,0,46.3137,WEAK,25.6006
181,16,FOM.TO,Foran Mining,copper,producer,mid,5.44,0.8483,1.087,0.97,0.9616,STRONG_UP,43.16,78.95,19.04,-31.2,48.9,71.3,3.0532,HIGH,-,5.449,6.1136,4.4181,1,54.1448,TREND_ONLY,25.2931
