rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,3,PLS.AX,PLS GROUP LTD,lithium,producer,large,6.46,2.1481,0.9831,1.0653,1.0827,STRONG_DOWN,63.54,420.97,70.0,-21.33,56.52,52.07,13.5538,HIGH,-,6.2445,5.7272,4.1442,1,456.9444,TREND+LEAD,113.4869
6,5,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.485,4.3474,1.091,1.142,1.7086,STRONG_DOWN,203.13,954.35,931.91,-67.74,40.32,131.06,1.7422,HIGH,-,0.4388,0.3311,0.2298,1,293.6007,TREND+LEAD,85.2376
11,25,LUN.TO,Lundin Mining,copper,producer,large,41.18,1.4447,0.9753,1.067,1.0474,FLAT,60.74,218.83,165.61,-33.67,56.4,62.19,1.7277,HIGH,-,38.286,36.7914,29.1718,1,198.4559,TREND+LEAD,62.2583
16,10,HBM.TO,Hudbay Minerals,copper,producer,large,40.31,1.4949,1.039,1.1588,1.1713,STRONG_DOWN,73.43,229.91,202.13,-35.94,55.2,67.11,1.8043,HIGH,-,34.8185,32.437,27.2356,1,189.1058,TREND+LEAD,60.1357
18,1,GLEN.L,Glencore,copper,producer,large,567.8,0.9081,0.9435,0.927,1.1476,FLAT,63.86,100.4,17.89,-14.09,54.8,24.31,3.0011,HIGH,-,572.2575,557.9886,435.0332,1,226.3244,TREND_ONLY,58.1355
19,-2,OM.TO,"ticker
OM.TO    Osisko Metals
OM.TO    Osisko Metals
Name: name, dtype: object",copper,explorer,mid,1.79,1.8434,0.9841,1.0364,1.2844,STRONG_DOWN,280.85,306.82,588.46,-34.19,43.2,67.18,3.8934,HIGH,-,1.6805,1.4908,0.9093,1,197.299,TREND+LEAD,57.6137
21,24,AUGO,"ticker
AUGO    Aura Minerals
AUGO    Aura Minerals
Name: name, dtype: object",copper,producer,large,77.27,1.4876,1.0068,0.8319,0.9483,FLAT,101.14,228.3,228.3,-33.84,58.9,79.62,3.8409,HIGH,-,78.0665,83.0287,56.2216,1,168.8902,TREND+LEAD,55.8979
23,11,PAF.L,Pan African Resources,gold,producer,mid,137.7,1.6697,0.9748,0.9989,0.9915,FLAT,35.56,197.15,439.19,-31.51,55.95,58.3,2.7379,HIGH,-,142.9895,144.6102,117.6162,1,189.1991,TREND+LEAD,55.705
31,-9,APM.TO,Andean Precious Metals,gold,producer,mid,6.68,1.7789,0.8976,1.0545,0.8359,FLAT,-12.79,216.59,542.31,-51.34,56.4,75.17,1.077,MED,EARLY,6.8255,6.7996,7.836,0,162.5056,WEAK,50.3335
32,-12,SCZ.V,Santacruz Silver Mining,silver,producer,mid,11.35,1.8172,0.9214,1.0081,0.8524,FLAT,20.23,299.65,491.15,-57.28,49.2,81.93,0.4123,LOW,EARLY,11.7825,11.4658,11.4553,0,179.9424,WEAK,50.2768
33,25,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: object",gold,producer,large,3286.0,1.5881,0.9647,1.0418,1.0322,FLAT,26.22,182.63,423.71,-31.03,51.98,63.9,3.6713,HIGH,-,3393.4,3394.8476,2998.4676,1,148.5638,TREND+LEAD,49.9126
38,30,BVN,Buenaventura Mining,gold,producer,large,36.89,1.4239,1.0474,1.1168,1.1426,STRONG_DOWN,56.35,153.41,114.39,-30.64,58.8,59.79,1.5315,HIGH,-,34.73,34.0084,28.854,1,150.8731,TREND+LEAD,49.0955
40,57,ALS.TO,Altius Minerals,copper,producer,mid,57.92,1.0047,1.0294,1.0618,1.2543,STRONG_DOWN,48.06,121.73,171.84,-16.0,58.0,37.69,4.3881,HIGH,-,53.453,50.9926,41.7555,1,187.3261,TREND+LEAD,48.7654
