rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
6,6,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.465,3.502,1.135,1.624,1.4711,FLAT,102.17,777.36,794.23,-67.74,39.13,135.99,2.3303,HIGH,-,0.3098,0.2663,0.1996,1,223.6785,TREND+LEAD,70.1629
7,0,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,64.0,1.4643,1.1229,1.2038,1.1022,FLAT,82.83,266.86,191.96,-21.71,53.11,55.29,1.8884,HIGH,-,50.5246,46.5811,36.6388,1,256.3335,TREND+LEAD,69.9041
16,11,GLEN.L,Glencore,copper,producer,large,568.9,1.0113,0.9795,1.0007,1.07,STRONG_DOWN,59.47,125.78,21.62,-14.09,56.0,29.72,1.8032,HIGH,-,558.645,541.35,413.4924,1,237.0063,TREND+LEAD,60.6104
24,11,USAS,Americas Gold & Silver,gold,producer,mid,6.49,2.2403,1.0837,1.2287,0.9878,FLAT,80.78,318.71,898.46,-53.44,52.4,101.97,1.642,HIGH,-,5.96,6.635,5.0732,1,163.7775,TREND+LEAD,57.845
25,19,OKLO,Oklo Inc.,uranium,producer,large,79.62,1.2875,1.0635,1.399,1.0801,FLAT,-29.06,193.58,455.23,-73.83,50.8,97.8,1.995,HIGH,SHIFT,66.25,60.6434,86.4147,0,100.5529,WEAK,57.1174
28,-5,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,81.71,1.1254,1.0697,1.2193,0.9844,FLAT,66.04,181.95,109.87,-23.05,55.19,51.94,2.081,HIGH,-,67.0735,58.8626,51.458,1,193.3383,TREND+LEAD,56.2841
31,-3,LGD.TO,Liberty Gold Corp,gold,producer,mid,1.42,2.5326,0.9484,1.2065,1.2566,STRONG_DOWN,97.22,373.33,305.71,-41.21,39.6,85.84,1.8316,HIGH,-,1.4655,1.3426,0.9033,1,172.2274,TREND+LEAD,54.6676
39,40,PMET.TO,PMET RESOURCES INC,lithium,producer,mid,7.12,1.2631,1.1499,1.2697,0.8926,FLAT,111.9,216.44,-11.88,-45.14,48.4,71.94,3.2128,HIGH,-,5.6345,5.0322,4.7282,1,145.6201,TREND+LEAD,50.6174
40,29,OM.TO,"ticker
OM.TO    Osisko Metals
OM.TO    Osisko Metals
Name: name, dtype: object",copper,explorer,mid,1.61,1.6389,0.9831,1.1706,1.4371,STRONG_DOWN,222.0,265.91,705.0,-34.19,42.0,68.07,1.7641,HIGH,-,1.541,1.3658,0.8068,1,164.0691,TREND+LEAD,50.1099
49,9,TAU.V,Thesis Gold Inc A,gold,producer,mid,3.47,1.8567,0.9805,1.185,1.388,STRONG_DOWN,115.53,247.0,368.92,-25.14,50.8,75.48,2.3514,HIGH,-,3.4408,3.2619,2.2472,1,166.2374,TREND+LEAD,47.614
50,24,028260.KS,Samsung C&T,uranium,producer,large,375500.0,1.3568,1.1749,1.2293,1.0498,FLAT,67.37,209.38,158.49,-29.58,52.07,79.62,3.6979,HIGH,-,307325.0,296960.0,238610.082,1,136.9331,TREND+LEAD,46.8345
53,17,LEU,Centrus Energy -A,uranium,producer,mid,231.32,1.3993,1.0619,1.0734,0.8054,FLAT,-29.3,219.06,422.17,-61.35,51.6,90.82,1.3994,MED,SHIFT,203.5405,198.9878,251.7566,0,124.4616,WEAK,45.6896
59,0,APM.TO,Andean Precious Metals,gold,producer,mid,6.37,1.7479,0.9734,0.9384,0.7933,STRONG_UP,-1.09,226.67,615.73,-51.34,54.8,80.39,0.772,LOW,EARLY,6.818,7.4354,7.6103,0,154.5134,WEAK,44.7834
62,27,GGP.L,"ticker
GGP.L    Greatland Resources
GGP.L    Greatland Resources
Name: name, dtype: object",copper,producer,mid,768.5,1.2471,1.0161,1.1318,1.1466,STRONG_DOWN,120.23,178.44,562.5,-35.27,53.97,69.53,1.5036,HIGH,-,749.5,674.94,485.6615,1,138.5088,TREND+LEAD,44.5899
87,-22,002176.SZ,JIANGXI SPECIAL ELECTRIC -A,lithium,producer,large,15.7,0.8777,1.0447,1.2569,1.096,FLAT,56.53,119.89,56.22,-28.5,51.45,57.29,2.2814,HIGH,-,12.2915,10.8556,9.8789,1,107.6669,TREND_ONLY,38.4202
90,52,FPC.V,Falco Resources,gold,explorer,small,0.52,1.4644,1.0915,1.4345,1.1304,FLAT,52.94,173.68,,-41.38,38.8,58.36,1.8785,HIGH,-,0.4447,0.4175,0.3706,1,115.472,TREND+LEAD,37.8985
91,28,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,75.54,0.7184,1.0196,1.0058,0.8538,STRONG_UP,-1.76,79.98,99.97,-34.07,53.94,48.18,1.6279,HIGH,-,69.704,67.3468,66.1679,1,89.5472,TREND_ONLY,37.8365
99,13,LAC.TO,LITHIUM AMERICAS CORP,lithium,producer,mid,8.18,0.7665,1.0111,1.1862,1.0052,FLAT,25.46,92.02,31.09,-63.78,49.6,71.62,1.7015,HIGH,-,6.766,6.2998,6.5608,1,63.727,TREND_ONLY,37.1178
102,-6,HAR.AX,Haranga Resources,uranium,producer,small,0.145,1.2978,1.0802,1.1124,0.9778,FLAT,7.41,195.92,38.1,-54.35,40.71,83.67,1.6718,HIGH,-,0.1306,0.1295,0.1311,1,95.3249,TREND+LEAD,36.4383
104,-7,SEDG,Solar Edge Technologies inc.,lithium,producer,mid,40.61,1.0975,0.9135,0.7821,0.9072,FLAT,27.62,174.95,-30.83,-37.26,52.4,98.3,2.3202,HIGH,-,42.34,42.7308,35.7555,1,93.2588,TREND+LEAD,36.3589
111,46,010130.KS,Korea Zinc Ord Shs,copper,producer,large,1747000.0,1.0309,1.0229,1.1579,0.9022,FLAT,65.69,130.16,284.82,-32.77,48.35,77.66,1.9768,HIGH,-,1634350.0,1648040.0,1268916.5603,1,81.0375,TREND+LEAD,35.5516
112,-24,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.52,1.2151,0.9802,1.0271,0.867,FLAT,5.71,127.1,91.3,-39.54,53.6,53.72,0.8465,LOW,EARLY,3.5695,3.746,3.7972,0,126.8129,WEAK,35.3421
123,31,PDI.AX,Predictive Discovery,gold,explorer,mid,0.895,1.2943,0.9241,0.9954,1.1118,STRONG_DOWN,67.29,141.89,358.97,-30.85,48.22,70.85,1.6719,HIGH,-,0.9385,0.8859,0.6772,1,96.5706,TREND+LEAD,33.6808
133,34,ATYM.L,Atalaya Mining Copper SA,copper,producer,mid,789.5,0.87,1.0296,1.058,0.8286,FLAT,16.96,94.24,76.87,-36.5,50.79,56.46,1.6595,HIGH,-,774.825,817.94,731.8662,1,84.7778,TREND_ONLY,32.7695
142,3,MARI.TO,Marimaca Copper,copper,producer,mid,8.28,0.7993,0.9835,0.9353,0.7148,STRONG_UP,-20.38,78.45,130.64,-38.9,48.0,48.89,3.2306,HIGH,EARLY,8.4405,8.7898,10.3661,0,77.0202,WEAK,31.7546
144,25,FM.TO,First Quantum Minerals,copper,producer,large,33.25,0.7913,0.9523,0.8687,0.9092,FLAT,16.54,76.67,79.83,-30.35,54.4,57.08,1.7654,HIGH,-,36.086,34.965,32.1536,1,73.0738,TREND_ONLY,31.466
160,-12,EGO,Eldorado Gold Corp,gold,producer,large,31.66,0.8492,0.9726,0.9438,0.8573,STRONG_UP,27.21,58.72,112.26,-41.89,56.4,64.47,1.0162,MED,EARLY,32.6265,35.696,32.2352,0,51.3697,WEAK,28.8288
161,16,MMA.V,Midnight Sun Mining,copper,producer,small,1.28,0.9555,1.0161,0.9816,1.0829,FLAT,3.23,113.33,509.52,-43.68,44.8,66.23,3.0113,HIGH,-,1.242,1.2431,1.2282,1,76.6621,TREND_ONLY,28.5667
