rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
2,0,2308.TW,Delta Electronics Inc,lithium,producer,large,1380.0,1.9537,0.8624,0.9744,1.3349,STRONG_DOWN,65.07,278.58,327.71,-24.39,53.11,60.39,1.5051,HIGH,-,1401.75,1286.9,892.0669,1,245.0013,TREND+LEAD,67.5419
3,4,FDY.TO,Faraday Copper,copper,explorer,mid,4.2,2.5336,1.0402,0.917,1.4609,FLAT,133.33,406.02,624.14,-33.95,48.8,89.62,1.577,HIGH,-,4.314,3.9342,2.2652,1,221.0888,TREND+LEAD,64.3663
15,1,APM.TO,Andean Precious Metals,gold,producer,mid,6.95,2.1126,1.0057,0.8043,0.6738,STRONG_UP,-16.27,326.38,727.38,-51.34,54.8,89.83,0.6344,LOW,EARLY,7.4185,8.827,7.1384,0,199.1055,WEAK,53.169
18,27,AGMR.TO,Silver Mountain Resources,silver,explorer,small,3.85,2.1172,0.9169,0.9711,0.9046,FLAT,22.61,393.59,4712.5,-43.49,49.6,119.77,2.2553,HIGH,-,4.0665,4.3445,2.9427,1,162.9962,TREND+LEAD,49.9044
25,7,EDV.L,Endeavour Mining,gold,producer,large,4460.0,1.1924,0.9729,1.0513,1.1565,STRONG_DOWN,46.06,140.65,174.56,-24.49,59.92,54.25,3.9953,HIGH,-,4412.0476,4509.0254,3376.6605,1,155.353,TREND+LEAD,47.3313
44,35,IAUX,I-80 Gold Corp,gold,producer,mid,1.52,1.3283,1.0286,0.9223,0.9525,FLAT,59.16,168.08,12.59,-38.94,52.4,74.76,1.936,HIGH,-,1.5585,1.7486,1.1549,1,117.8072,TREND+LEAD,42.2837
51,-13,OKLO,Oklo Inc.,uranium,producer,large,49.59,1.0012,0.9069,0.8412,0.6121,STRONG_UP,-55.58,120.11,307.14,-73.83,49.6,92.28,0.9039,LOW,EARLY,56.9545,66.8082,85.9231,0,64.5566,WEAK,40.8778
64,34,MOON.V,Blue Moon Metals,copper,explorer,mid,9.01,1.6345,1.1608,1.2917,1.7824,STRONG_DOWN,178.09,226.45,1401.67,-28.19,51.6,94.33,2.3391,HIGH,-,7.6855,6.5712,4.477,1,123.8713,TREND+LEAD,39.2184
68,16,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,730.0,1.287,0.9773,0.8238,0.6134,STRONG_UP,12.31,157.04,380.26,-48.47,44.83,86.25,1.3022,MED,EARLY,823.5,1001.1,791.435,0,81.6256,WEAK,38.7896
70,-7,LEU,Centrus Energy -A,uranium,producer,mid,173.59,1.2164,0.9079,0.9444,0.6212,FLAT,-44.02,167.43,297.5,-61.35,51.2,96.12,1.0774,MED,EARLY,196.778,227.1874,250.8158,0,89.1855,WEAK,38.4238
