rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,-2,KCP.V,King Copper Discovery,copper,producer,small,1.08,3.2572,0.8417,1.1354,1.0706,FLAT,45.95,575.0,390.91,-47.77,45.2,91.58,1.6552,HIGH,-,1.0253,0.9343,0.8088,1,283.7956,TREND+LEAD,78.1716
6,12,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.435,3.6575,1.0205,1.4996,1.7137,STRONG_DOWN,135.14,736.54,866.67,-67.74,39.53,131.19,2.3093,HIGH,-,0.4195,0.3093,0.2205,1,221.9328,TREND+LEAD,68.5036
7,1,SCZ.V,Santacruz Silver Mining,silver,producer,mid,11.03,2.1269,0.9437,1.0116,0.8434,FLAT,52.35,344.76,589.37,-57.28,49.6,82.21,2.7602,HIGH,EARLY,11.739,11.5632,11.3165,0,208.0039,WEAK,67.8258
10,-3,APM.TO,Andean Precious Metals,gold,producer,mid,6.87,2.0682,0.9192,1.1277,0.8822,FLAT,8.7,250.51,615.63,-51.34,56.0,74.74,2.4618,HIGH,PROGRESS,6.7695,6.8918,7.7778,0,187.6983,WEAK,61.0541
13,6,HL,Hecla Mining Co,silver,producer,large,16.98,1.5938,1.0117,0.9725,0.9108,STRONG_UP,28.6,233.28,196.44,-48.56,52.8,64.62,0.6648,LOW,EARLY,18.1965,18.5386,16.9849,0,190.609,WEAK,54.9062
48,120,247540.KQ,ECOPRO BM CO LTD,lithium,producer,large,216000.0,1.1302,1.1045,0.9735,0.8951,STRONG_UP,39.97,158.5,6.72,-32.68,52.67,82.22,1.8297,HIGH,-,207730.0,202867.0422,166890.363,1,101.5354,TREND+LEAD,41.2938
61,52,AIS.AX,Aeris Resources,copper,producer,mid,0.415,1.178,0.9369,1.1392,0.9115,FLAT,-3.49,144.12,40.68,-46.67,44.66,67.7,2.2949,HIGH,SHIFT,0.4117,0.4037,0.4514,0,95.0708,WEAK,38.5421
81,121,GLAD.V,Gladiator Metals,copper,producer,small,1.9,1.7137,1.2779,1.2518,1.8192,FLAT,74.31,255.14,352.38,-33.33,44.8,106.42,3.4259,HIGH,-,1.522,1.385,1.1545,1,107.4072,TREND+LEAD,34.7776
85,62,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,630.0,0.7917,0.8593,0.7198,0.6596,STRONG_UP,-35.38,64.06,334.48,-56.87,44.77,87.0,1.9768,HIGH,EARLY,755.25,785.6,857.745,0,32.9664,WEAK,34.1498
87,24,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.79,1.3674,1.0576,1.108,1.0364,FLAT,4.14,131.74,125.58,-33.04,54.8,55.88,0.6394,LOW,EARLY,6.931,6.9066,6.9746,0,129.1944,WEAK,34.0433
94,3,CDE,Coeur Mining Inc,silver,producer,large,17.63,1.0795,1.036,0.983,0.9019,STRONG_UP,27.2,125.74,228.31,-40.44,52.4,73.33,0.4471,LOW,EARLY,18.1985,18.7238,18.4029,0,89.8483,WEAK,33.4553
99,6,2899.HK,Zijin Mining Group H,copper,producer,large,33.88,0.8807,0.9666,0.9074,0.8769,STRONG_UP,2.67,82.51,100.28,-29.61,54.47,48.22,1.1099,MED,EARLY,36.005,36.3196,34.0336,0,93.2014,WEAK,32.359
100,-28,1164.HK,CGN Mining Co,uranium,producer,large,3.3,1.2374,0.9765,0.8983,0.7437,STRONG_UP,-0.6,99.43,23.78,-38.59,48.78,55.28,0.52,LOW,EARLY,3.753,3.971,3.5572,0,87.7359,WEAK,32.2818
103,-40,SBSW,"ticker
SBSW    Sibanye Gold ADR
SBSW    Sibanye Gold ADR
Name: name, dtype: object",palladium,producer,large,11.44,1.5849,0.9751,0.9663,0.9434,STRONG_UP,5.39,91.73,131.28,-45.72,54.0,68.37,0.7324,LOW,EARLY,12.3945,12.4298,12.3652,0,72.4474,WEAK,32.1159
106,56,SGML,"ticker
SGML    SIGMA LITHIUM CORP
SGML    Sigma Lithium Corp
Name: name, dtype: object",lithium,producer,mid,14.88,1.1027,0.9815,0.7425,1.0468,FLAT,58.38,152.2,-5.34,-45.48,48.4,124.46,2.0766,HIGH,-,19.5312,16.5274,11.2573,1,59.1888,TREND+LEAD,31.432
123,12,600489.SS,Zhongjin Gold Ord. A,gold,producer,large,23.29,1.0152,1.0034,0.948,0.9887,FLAT,9.5,72.05,68.43,-44.44,47.3,51.58,0.6593,LOW,EARLY,25.6215,26.7182,23.687,0,66.0679,WEAK,29.4757
127,32,FISH.V,Sailfish Royalty Corp.,gold,royalties_financial_services,small,4.05,1.1722,1.1069,1.2588,1.2408,FLAT,19.82,98.66,246.57,-26.84,45.2,50.04,2.3355,HIGH,-,3.7225,3.6342,3.3552,1,89.1173,TREND+LEAD,28.6419
128,-14,WGX.TO,Westgold Resources,gold,producer,mid,4.88,1.1292,0.9788,0.9025,0.8495,STRONG_UP,-5.24,91.37,103.33,-37.45,54.0,55.94,0.58,LOW,EARLY,5.401,5.6528,5.2906,0,88.2038,WEAK,28.6031
129,-55,UEC,Uranium Energy Corp,uranium,producer,large,13.02,1.2525,0.9807,1.0469,0.9037,FLAT,17.83,101.86,84.94,-40.86,50.0,76.65,0.8423,LOW,EARLY,14.4365,14.0218,13.7386,0,66.4452,WEAK,28.3864
130,2,EQX,Equinox Gold Corp,gold,producer,large,12.13,1.0674,0.9627,0.9404,0.8537,STRONG_UP,0.3,80.89,121.02,-36.03,54.0,61.76,0.5625,LOW,EARLY,13.6729,13.9539,13.047,0,70.7292,WEAK,28.2793
134,29,NG,Novagold Resources,gold,producer,mid,7.73,1.274,0.9891,0.9939,0.8625,FLAT,-6.53,115.92,118.98,-45.56,51.6,81.29,0.5549,LOW,EARLY,8.3295,8.8142,9.0366,0,73.583,WEAK,27.3279
138,-1,GFI,Gold Fields Ltd,gold,producer,large,39.53,1.0396,0.9994,0.959,0.9308,STRONG_UP,7.2,76.19,165.75,-34.63,53.6,62.91,0.8967,LOW,EARLY,42.7265,44.3846,42.7668,0,64.9114,WEAK,26.7075
139,4,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,5.12,0.925,0.955,0.9864,0.7391,FLAT,-5.36,111.57,133.79,-43.01,53.2,75.55,0.9688,LOW,EARLY,5.2975,5.1456,5.4742,0,78.5643,WEAK,26.6347
141,44,SLX.AX,Silex Systems,uranium,producer,mid,5.96,1.0877,1.0833,1.0637,0.9779,STRONG_UP,-29.38,75.29,-7.02,-53.38,52.57,75.83,0.5189,LOW,SHIFT,5.827,5.6826,6.607,0,52.1985,WEAK,26.3525
147,9,EGO,Eldorado Gold Corp,gold,producer,large,31.34,0.935,1.0143,1.0844,0.9424,FLAT,17.09,58.46,104.64,-41.89,56.8,58.0,0.418,LOW,EARLY,31.938,33.419,32.9441,0,57.2544,WEAK,26.1079
150,-43,IMPUY,Impala Platinum,palladium,producer,large,13.61,1.4046,0.9551,0.99,0.9078,FLAT,27.91,69.92,147.15,-44.16,54.0,83.25,0.2266,LOW,EARLY,14.889,14.7782,13.9297,0,45.351,WEAK,25.6985
152,-35,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.14,1.0069,0.9872,1.0012,0.8907,FLAT,-14.21,70.65,65.26,-40.12,52.4,50.64,0.7233,LOW,EARLY,3.4435,3.5138,3.8426,0,73.1077,WEAK,25.6177
153,33,MARI.TO,Marimaca Copper,copper,producer,mid,7.9,0.8415,0.9496,0.9361,0.9021,STRONG_UP,-25.33,74.39,106.81,-38.9,47.6,48.04,0.5419,LOW,EARLY,8.2755,8.4714,10.2869,0,73.7116,WEAK,25.3673
156,-18,LEU,Centrus Energy -A,uranium,producer,mid,179.36,0.9824,1.0311,0.9854,0.9717,STRONG_UP,-25.67,58.32,290.51,-61.35,52.0,78.24,0.801,LOW,EARLY,197.281,195.7184,249.591,0,38.7603,WEAK,25.1193
165,7,AEM,Agnico Eagle Mines,gold,producer,large,175.91,0.8916,1.0061,0.9748,0.9398,STRONG_UP,11.37,51.1,169.26,-31.24,56.4,46.23,0.5179,LOW,EARLY,185.941,196.7676,181.4241,0,62.3407,WEAK,24.0593
166,-65,URG,Ur-Energy Inc,uranium,producer,mid,1.55,1.1055,0.9754,1.03,1.0173,FLAT,31.36,78.16,-9.36,-45.71,48.4,69.16,0.6383,LOW,EARLY,1.722,1.611,1.5534,0,54.6991,WEAK,23.8045
169,12,FOM.TO,Foran Mining,copper,producer,mid,5.44,0.8495,0.9625,0.9097,1.0174,FLAT,43.16,76.05,24.77,-31.2,48.66,71.3,3.0532,HIGH,-,5.449,6.1136,4.4181,1,51.9029,TREND_ONLY,23.6845
172,47,AMMN.JK,"ticker
AMMN.JK    Amman Mineral Internasional
AMMN.JK    Amman Mineral Internasional
Name: name, dtype: object",copper,producer,large,2900.0,0.2028,0.8255,0.5485,0.4178,STRONG_UP,-59.01,-57.97,-77.08,-67.05,44.77,76.7,3.5869,HIGH,EARLY,4231.5,4881.3,6759.325,0,-33.8378,WEAK,23.3951
174,0,III.TO,Imperial Metals,copper,producer,mid,6.45,0.7358,1.0086,0.8865,0.7388,STRONG_UP,-3.01,52.48,161.13,-54.57,52.0,69.65,0.6867,LOW,EARLY,6.5685,7.3728,7.7448,0,39.1827,WEAK,23.3437
181,-32,29M.AX,29Metals,copper,producer,mid,0.265,0.673,0.9638,1.1904,0.7068,FLAT,-33.75,39.47,-46.46,-66.41,48.62,98.42,0.5466,LOW,PROGRESS,0.2557,0.3005,0.404,0,19.5002,WEAK,22.0204
183,59,ODV,Osisko Development,gold,producer,mid,2.69,0.8488,0.9442,0.9241,0.8359,STRONG_UP,-13.23,43.85,31.22,-43.72,52.0,65.33,1.4385,MED,EARLY,3.089,3.21,3.3731,0,34.903,WEAK,21.792
184,28,FSM,"ticker
FSM    Fortuna Mining
FSM    Fortuna Mining
Name: name, dtype: object",silver,producer,mid,9.35,0.7656,1.0132,0.9803,0.8729,STRONG_UP,15.86,60.1,61.49,-37.26,52.4,56.26,0.4453,LOW,EARLY,9.837,9.9564,9.5244,0,55.9791,WEAK,21.7244
186,36,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: object",silver,producer,mid,2.41,0.686,0.9835,0.8826,0.7488,STRONG_UP,-13.93,43.45,192.83,-47.84,49.2,57.45,0.564,LOW,EARLY,2.6925,2.8276,3.1772,0,37.2125,WEAK,21.1143
187,-9,HSTR.V,"ticker
HSTR.V    Heliostar Metals Ord Shs
HSTR.V    Heliostar Metals Ord Shs
Name: name, dtype: object",gold,producer,mid,2.05,0.9305,1.0102,0.9598,0.9333,STRONG_UP,-3.76,57.69,583.33,-44.21,48.4,66.14,0.3373,LOW,EARLY,2.186,2.288,2.2482,0,42.2181,WEAK,21.0793
188,-18,1818.HK,Zhaojin Mining,gold,producer,large,21.98,0.6437,0.9694,0.833,0.8943,FLAT,-26.64,9.1,59.04,-47.35,49.19,56.61,1.1969,MED,EARLY,26.793,29.52,29.9545,0,7.9071,WEAK,21.0497
189,-32,PDI.AX,Predictive Discovery,gold,explorer,mid,0.72,0.988,0.8154,0.8366,0.9973,STRONG_DOWN,26.32,67.44,289.19,-30.85,47.43,71.02,1.5141,HIGH,-,0.913,0.8775,0.7048,1,45.0404,TREND_ONLY,20.9079
190,14,OR,Osisko Gold royalties_financial_services,gold,royalties_financial_services,large,35.6,0.8298,1.0088,0.979,1.0219,FLAT,10.59,40.63,,-31.13,58.8,49.1,0.3275,LOW,EARLY,37.285,38.0399,37.2557,0,48.657,WEAK,20.6405
191,8,NFG.V,New Found Gold Corp,gold,explorer,mid,2.64,0.8606,0.9698,1.0101,0.907,FLAT,-10.81,45.86,-46.34,-51.05,49.6,65.65,0.3958,LOW,EARLY,2.8135,2.7886,3.2254,0,34.6455,WEAK,20.6312
193,40,300207.SZ,SUNWODA ELECTRONIC CO LTD-A,lithium,producer,large,24.49,0.572,0.95,0.8115,0.8499,FLAT,-24.18,30.83,68.19,-38.09,52.28,47.29,0.6455,LOW,EARLY,26.59,26.88,27.24,0,34.0839,WEAK,20.429
197,-26,ARTG.V,Artemis Gold Inc,gold,producer,large,31.98,0.8435,0.9888,0.9557,1.0176,FLAT,-5.77,42.96,207.5,-32.14,52.4,50.12,0.5973,LOW,EARLY,34.2725,36.3996,36.0149,0,44.9136,WEAK,20.2811
198,19,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,64.38,0.6004,0.9624,0.8818,0.8976,FLAT,-19.27,37.32,72.2,-34.07,53.11,48.32,0.6304,LOW,EARLY,69.117,68.2393,67.2755,0,41.0212,WEAK,20.2614
199,-4,AGI,Alamos Gold Inc,gold,producer,large,38.34,0.8636,0.9751,0.942,0.9882,FLAT,18.91,46.37,133.27,-30.78,54.8,53.85,0.5376,LOW,EARLY,41.1465,43.4074,38.4395,0,47.1839,WEAK,20.234
200,-2,VAU.AX,Vault Minerals,gold,producer,mid,4.4,0.9,1.0296,1.03,1.0191,FLAT,-2.59,52.52,50.85,-41.81,50.59,59.82,0.5992,LOW,EARLY,4.587,4.4926,4.687,0,44.4205,WEAK,19.9288
203,12,GAU,Galiano Gold,gold,producer,mid,2.24,0.9374,1.0026,1.0229,0.9114,FLAT,9.27,58.87,25.84,-38.94,49.6,61.81,0.5347,LOW,EARLY,2.3835,2.4422,2.5269,0,47.237,WEAK,19.6748
205,-4,BTG,B2gold Corp,gold,producer,large,4.58,0.8119,0.9988,1.0225,0.983,FLAT,21.31,37.6,77.62,-36.63,52.8,61.2,0.3878,LOW,EARLY,4.739,4.6854,4.6993,0,32.4386,WEAK,19.6363
208,26,600547.SS,Shandong Gold Ord. A,gold,producer,large,30.05,0.5807,0.9853,0.8821,0.8263,STRONG_UP,-15.49,-1.58,5.17,-51.16,47.3,48.8,0.7709,LOW,EARLY,33.996,38.1952,38.7503,0,-1.5292,WEAK,19.4624
210,21,ATX.V,ATEX Resources,copper,producer,mid,3.03,0.6769,0.8803,0.858,0.8082,STRONG_UP,26.78,40.28,116.43,-36.07,49.8,59.19,1.4323,MED,EARLY,3.1535,3.2354,3.0407,0,33.888,WEAK,19.2577
