rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,0,ARE.TO,Aecon Group,uranium,producer,mid,49.13,1.3404,1.0176,0.9668,1.4471,FLAT,81.14,217.88,209.41,-21.01,58.4,36.71,1.8574,HIGH,-,45.1575,41.8927,30.1896,1,346.6182,TREND+LEAD,86.9904
5,1,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,55.26,1.4232,1.0231,1.0145,1.1345,FLAT,58.11,232.32,156.12,-21.71,53.11,50.67,1.7388,HIGH,-,48.088,45.3696,36.0152,1,243.5035,TREND+LEAD,66.9296
10,0,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: object",gold,producer,large,3306.0,1.7564,0.9249,0.9703,0.9429,FLAT,57.33,231.39,460.4,-31.03,53.17,62.47,1.9684,HIGH,-,3491.3676,3591.6184,2793.1238,1,196.943,TREND+LEAD,60.7836
12,7,OKLO,Oklo Inc.,uranium,producer,large,75.93,1.3074,1.1494,1.2432,0.9085,FLAT,-44.19,210.04,426.56,-73.83,50.8,97.5,1.6522,HIGH,SHIFT,58.418,59.9788,86.1592,0,109.4388,WEAK,59.1447
21,6,002812.SZ,YUNNAN ENERGY NEW MATERIAL-A,lithium,producer,large,80.85,1.2993,1.042,0.9483,1.4039,FLAT,97.82,203.38,97.39,-27.66,51.87,59.44,2.2997,HIGH,-,70.7315,67.322,49.5902,1,177.476,TREND+LEAD,54.8805
24,0,CXO.AX,Core Lithium,lithium,producer,mid,0.325,1.9884,0.8471,1.2796,1.0275,FLAT,170.83,364.29,132.14,-41.79,38.74,88.65,1.5793,HIGH,-,0.3065,0.2575,0.1919,1,159.1926,TREND+LEAD,53.0421
26,0,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,73.65,1.1217,1.018,1.0756,1.0959,STRONG_DOWN,61.48,161.91,87.63,-23.05,55.19,50.79,1.8402,HIGH,-,62.801,56.7046,50.5587,1,175.94,TREND+LEAD,51.2683
49,4,APM.TO,Andean Precious Metals,gold,producer,mid,6.73,1.8199,1.0073,0.9805,0.7335,STRONG_UP,2.44,243.37,615.96,-51.34,55.2,86.02,0.3456,LOW,EARLY,7.0525,7.8704,7.513,0,156.1716,WEAK,45.1456
62,10,LEU,Centrus Energy -A,uranium,producer,mid,221.98,1.3301,1.0984,0.9981,0.732,STRONG_UP,-42.04,215.45,416.47,-61.35,52.0,94.11,0.981,LOW,SHIFT,193.3485,198.3184,252.3214,0,119.0441,WEAK,41.036
66,0,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.56,1.2496,1.0274,0.9935,0.8682,STRONG_UP,-3.52,135.76,66.36,-39.54,54.0,58.2,1.0213,MED,EARLY,3.6195,3.8742,3.7618,0,125.9644,WEAK,40.1379
77,22,002176.SZ,JIANGXI SPECIAL ELECTRIC -A,lithium,producer,large,14.49,0.8942,1.2094,1.192,1.2956,FLAT,44.9,108.79,43.47,-28.5,51.45,54.96,3.601,HIGH,-,11.248,10.3388,9.7112,1,101.8418,TREND_ONLY,37.0898
85,82,LAC.TO,LITHIUM AMERICAS CORP,lithium,producer,mid,7.15,0.7852,1.0785,1.1126,0.742,FLAT,-15.08,83.33,14.22,-63.78,50.8,71.45,2.1745,HIGH,-,6.1,6.1436,6.4438,1,59.2489,TREND_ONLY,36.1076
