rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,PUCOBRE.SN,Sociedad Punta Del Cobre,copper,producer,large,15750.0,1.7962,0.972,1.0549,1.0407,FLAT,25.27,204.31,248.04,-38.3,48.58,28.93,1.5282,HIGH,-,16629.3,16356.1,12831.2083,1,343.0875,TREND+LEAD,95.9646
2,0,HYMC,Hycroft Mining Holding,gold,explorer,mid,23.62,5.0381,0.9768,0.7962,0.7911,STRONG_UP,-0.63,652.23,844.8,-61.07,54.4,87.2,0.8166,LOW,EARLY,24.842,31.8189,26.3679,0,406.8953,WEAK,94.3677
9,0,ARE.TO,Aecon Group,uranium,producer,mid,49.51,2.0659,1.1408,1.3001,1.3188,STRONG_DOWN,58.48,146.9,262.46,-25.42,54.8,40.79,2.6795,HIGH,-,44.4656,46.9867,36.2761,1,197.3507,TREND+LEAD,54.1549
12,0,HL,Hecla Mining Co,silver,producer,large,16.33,1.629,1.0261,1.0672,0.9825,FLAT,-14.87,169.36,217.64,-55.81,53.6,64.55,1.3379,MED,PROGRESS,15.4875,17.0333,17.9745,0,140.6334,WEAK,52.6641
15,0,FF.TO,First Mining Gold,gold,explorer,mid,0.69,2.498,1.1482,1.5261,1.6643,STRONG_DOWN,38.0,272.97,452.0,-50.62,45.6,94.62,2.1999,HIGH,-,0.5435,0.5059,0.4808,1,131.5532,TREND+LEAD,48.449
21,0,GLAD.V,Gladiator Metals,copper,producer,small,3.54,2.9429,1.0561,1.8545,2.8997,STRONG_DOWN,218.92,398.59,819.48,-33.33,46.4,121.42,2.141,HIGH,-,2.9855,2.206,1.3977,1,152.3196,TREND+LEAD,44.2071
33,0,EQX,Equinox Gold Corp,gold,producer,large,10.14,1.1734,1.0252,0.9794,0.8392,STRONG_UP,-27.62,75.2,86.11,-49.95,54.0,58.99,1.5292,HIGH,EARLY,10.3115,12.1857,13.3661,0,68.8413,WEAK,40.248
34,0,2099.HK,China Gold International Resources,copper,producer,large,136.5,1.1044,1.1439,1.0228,0.8951,STRONG_UP,-16.08,87.11,173.31,-50.55,50.82,66.71,3.0016,HIGH,EARLY,139.875,155.6386,158.8761,0,66.3573,WEAK,39.9829
35,0,HBM.TO,Hudbay Minerals,copper,producer,large,32.0,1.2944,0.9498,0.8909,1.0631,FLAT,16.01,119.29,146.17,-35.94,54.4,70.22,1.6826,HIGH,-,36.6319,35.6788,29.6132,1,92.4173,TREND+LEAD,39.4687
37,0,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: object",gold,explorer,mid,3.41,1.6917,0.9964,0.8305,1.0909,FLAT,-20.88,152.59,568.63,-69.62,49.2,73.85,0.9337,LOW,EARLY,3.6985,4.0854,4.3241,0,101.6595,WEAK,38.9882
40,0,THM,International Tower Hill Mines,gold,explorer,mid,2.32,1.6708,1.0545,1.0138,1.1957,FLAT,24.73,149.46,415.56,-47.65,47.6,83.25,4.2916,HIGH,-,2.1235,2.3556,2.2237,1,85.4584,TREND+LEAD,37.9066
42,0,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,65.49,0.999,1.2028,1.1964,0.8571,STRONG_UP,-3.73,93.69,147.54,-44.0,49.38,63.37,2.8317,HIGH,PROGRESS,59.415,69.3426,67.789,0,73.0077,WEAK,37.4771
44,0,BOL.ST,"ticker
BOL.ST            Boliden
BOL.ST    Boliden Ord Shs
BOL.ST    Boliden Ord Shs
BOL.ST    Boliden Ord Shs
Name: name, dtype: object",copper,producer,large,525.2,1.0315,0.9687,1.0611,1.105,STRONG_DOWN,5.85,74.77,56.12,-35.79,55.02,47.21,1.6441,HIGH,-,544.79,535.637,508.1132,1,87.1363,TREND+LEAD,36.9518
47,0,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: object",gold,producer,large,2879.0,1.3211,0.9855,0.98,0.9934,FLAT,-14.09,97.25,402.01,-38.36,50.4,61.33,2.2048,HIGH,EARLY,2946.0641,3195.7297,3128.6996,0,79.9206,WEAK,36.5432
48,0,IAG,Iamgold Corp,gold,producer,large,16.56,1.4828,1.0245,1.0664,1.0462,FLAT,0.42,121.39,334.65,-39.6,58.8,63.07,0.9458,LOW,PROGRESS,16.2945,16.9062,16.7828,0,113.1719,WEAK,36.4931
50,0,AG,First Majestic Silver,silver,producer,large,17.82,1.2753,1.0302,0.9819,0.9422,STRONG_UP,7.09,110.88,,-50.88,50.8,68.15,,LOW,PROGRESS,17.396,19.3303,18.3983,0,82.6539,WEAK,35.8509
51,0,OGC.TO,Oceanagold Corp,gold,explorer,large,37.02,1.2949,1.0334,1.0327,0.9992,STRONG_UP,-3.95,93.34,283.18,-42.13,56.8,53.38,0.7678,LOW,PROGRESS,36.482,39.9583,40.3695,0,99.3222,WEAK,35.692
54,0,0358.HK,Jiangxi Copper H,copper,producer,large,30.58,1.1717,0.9314,0.9592,0.8707,FLAT,-17.74,98.51,112.04,-40.83,50.41,63.47,1.0014,MED,EARLY,34.6643,35.7571,35.6635,0,78.2363,WEAK,33.8774
56,0,WGX.TO,Westgold Resources,gold,producer,mid,4.81,1.2835,1.0221,1.0302,1.0019,FLAT,-15.76,91.63,100.42,-45.64,52.8,53.28,1.0095,MED,PROGRESS,4.7605,5.1206,5.547,0,90.8079,WEAK,33.7481
60,0,ALB,ALBEMARLE CORP,lithium,producer,large,135.56,1.0544,1.0017,0.8914,0.7364,STRONG_UP,-3.67,104.43,40.13,-39.69,54.4,62.59,0.9406,LOW,EARLY,151.2811,171.9095,148.3111,0,90.7625,WEAK,33.2912
61,0,5713.T,Sumitomo Metal Mining Co Ltd,copper,producer,large,7521.0,1.237,0.9757,1.0198,0.7835,FLAT,17.95,109.57,62.54,-42.8,53.31,65.5,0.9027,LOW,EARLY,8187.65,9086.06,7550.4242,0,89.1822,WEAK,33.2351
