rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,5,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.485,4.4999,1.0437,1.0868,1.63,STRONG_DOWN,203.13,977.78,910.42,-67.74,40.32,129.39,1.8101,HIGH,-,0.4428,0.3409,0.2336,1,304.6912,TREND+LEAD,87.7806
11,14,MFRISCOA-1.MX,Minera Frisco Sab De Cv,gold,explorer,large,10.63,1.7725,0.9731,1.0884,0.9469,FLAT,19.3,196.1,184.99,-41.62,46.59,47.18,60.4101,HIGH,-,10.256,9.764,9.1468,1,193.648,TREND+LEAD,64.4907
15,16,0358.HK,Jiangxi Copper H,copper,producer,large,38.22,1.2781,0.9863,0.8458,0.7889,STRONG_UP,28.6,192.89,153.89,-35.42,52.65,52.93,1.7029,HIGH,-,37.073,37.078,34.8741,1,191.8675,TREND+LEAD,62.5235
17,19,GLEN.L,Glencore,copper,producer,large,588.1,0.908,0.9233,0.8477,1.0368,FLAT,68.02,108.08,22.2,-14.09,55.02,25.0,1.5458,HIGH,-,573.2756,559.2678,436.498,1,237.8605,TREND_ONLY,60.7097
21,20,1258.HK,China Nonferrous Mining,copper,producer,large,15.22,1.1918,0.9915,0.9678,0.9544,STRONG_UP,11.26,173.12,128.31,-42.02,53.88,60.09,1.6652,HIGH,-,14.105,13.1974,13.5641,1,155.2249,TREND+LEAD,57.2927
25,38,DBG.V,Doubleview Gold,gold,explorer,small,3.07,3.0127,1.1728,1.0515,1.4649,FLAT,149.59,403.28,553.19,-33.75,44.8,92.23,2.244,HIGH,-,2.6785,2.6354,1.4959,1,195.8895,TREND+LEAD,54.9879
32,-9,300450.SZ,WUXI LEAD INTELLIGENT EQUI-A,lithium,producer,large,48.19,1.0252,0.9649,0.88,0.7447,STRONG_UP,3.23,145.55,150.34,-32.4,50.41,41.19,1.019,MED,EARLY,52.159,52.0564,50.6783,0,178.1248,WEAK,51.6712
43,16,IGO.AX,IGO LTD,lithium,producer,large,9.55,1.0521,1.022,1.2704,1.0159,FLAT,43.39,151.98,41.26,-27.32,55.73,62.47,1.5047,HIGH,-,8.9025,8.3662,7.1463,1,135.5816,TREND+LEAD,45.3305
44,39,SLS.TO,Solaris Resources,copper,producer,mid,15.25,1.0838,1.0353,0.9441,1.0275,FLAT,45.93,148.37,246.59,-27.01,53.2,52.78,1.5931,HIGH,-,14.013,13.4186,11.1372,1,149.552,TREND+LEAD,45.2528
48,3,028260.KS,Samsung C&T,uranium,producer,large,485500.0,1.8209,1.1105,1.6676,1.5129,FLAT,114.98,211.29,262.17,-29.58,51.45,87.26,1.5644,HIGH,-,413025.0,339680.0,260995.4537,1,124.5815,TREND+LEAD,44.1188
50,7,HCH.AX,Hot Chili,copper,producer,small,2.02,1.5198,0.9982,0.9611,1.2111,FLAT,106.12,248.28,93.3,-41.54,47.43,84.65,1.7216,HIGH,-,1.816,1.6153,1.314,1,139.1107,TREND+LEAD,43.5573
51,16,DSV.TO,Discovery Silver Corp,silver,producer,large,8.94,1.2515,1.0841,1.0254,1.0521,FLAT,12.59,151.83,735.51,-36.96,52.4,74.48,1.5265,HIGH,-,8.9535,9.1218,7.7745,1,106.8199,TREND+LEAD,43.2072
52,25,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,5.76,1.0736,1.0599,1.1388,0.7762,FLAT,-0.35,157.14,161.82,-43.01,54.4,73.82,1.9117,HIGH,-,5.3995,5.156,5.5342,1,115.8029,TREND+LEAD,43.1598
56,44,LAC.TO,LITHIUM AMERICAS CORP,lithium,producer,mid,7.94,0.9107,1.1261,1.0632,0.9966,STRONG_UP,6.01,118.13,76.84,-63.78,49.6,70.48,2.4822,HIGH,-,7.262,6.6234,6.854,1,83.1348,TREND_ONLY,42.6024
57,46,ANTO.L,Antofagasta,copper,producer,large,4140.0,1.0075,0.9338,0.9545,0.9005,FLAT,53.92,130.87,86.96,-29.45,55.38,61.56,1.6913,HIGH,-,3938.0,3713.1388,3196.009,1,117.7298,TREND+LEAD,42.2436
59,-32,APM.TO,Andean Precious Metals,gold,producer,mid,6.93,1.7578,1.0377,1.1051,0.8744,FLAT,-25.08,193.64,586.14,-51.34,56.4,75.15,0.5492,LOW,SHIFT,6.891,6.837,7.857,0,145.3297,WEAK,42.1259
62,58,AIS.AX,Aeris Resources,copper,producer,mid,0.44,1.2,0.9516,0.9732,0.8201,FLAT,-5.38,175.0,57.14,-46.67,45.85,73.48,8.9284,HIGH,SHIFT,0.421,0.4019,0.4588,0,109.1964,WEAK,41.7987
65,-30,SCZ.V,Santacruz Silver Mining,silver,producer,mid,11.48,1.5173,1.0305,1.0137,0.9511,STRONG_UP,-2.38,205.32,510.64,-57.28,48.8,79.6,0.5126,LOW,EARLY,11.831,11.5232,11.5143,0,125.874,WEAK,41.1013
76,18,URG,Ur-Energy Inc,uranium,producer,mid,2.1,1.5166,1.2097,1.2164,1.3213,STRONG_DOWN,61.54,159.26,22.81,-45.71,48.8,81.18,4.7911,HIGH,-,1.7115,1.6444,1.5687,1,95.736,TREND+LEAD,38.4838
91,-9,REG.V,Regulus Resources,copper,producer,mid,4.3,0.8768,1.0032,0.914,0.8704,STRONG_UP,30.3,100.93,126.32,-43.72,49.2,61.02,1.5559,HIGH,-,3.9925,4.0152,3.6455,1,81.3828,TREND_ONLY,35.5171
101,39,ATYM.L,Atalaya Mining Copper SA,copper,producer,mid,860.0,0.8482,0.9687,0.9473,0.7874,STRONG_UP,23.92,94.37,96.4,-36.5,52.19,56.33,2.5041,HIGH,-,819.85,780.25,762.189,1,87.4374,TREND_ONLY,34.4706
104,39,FFM.TO,Firefly Metals,copper,producer,mid,2.28,1.0257,1.0531,1.0366,0.9538,STRONG_UP,26.67,135.05,153.33,-36.4,48.4,80.85,2.3073,HIGH,-,1.9815,1.9128,1.6794,1,80.8472,TREND+LEAD,34.225
106,-62,PAF.L,Pan African Resources,gold,producer,mid,115.1,1.4342,0.807,0.802,0.7724,STRONG_UP,18.54,139.59,365.27,-37.24,55.38,66.56,0.9614,LOW,EARLY,141.7645,143.9402,117.8833,0,116.1426,WEAK,33.7614
113,5,SBSW,"ticker
SBSW    Sibanye Gold ADR
SBSW    Sibanye Gold ADR
Name: name, dtype: object",palladium,producer,large,11.84,1.6079,0.9963,1.118,1.0161,FLAT,-7.21,97.47,140.78,-45.72,54.0,64.22,0.8576,LOW,EARLY,12.3955,12.4076,12.4712,0,81.9547,WEAK,32.9479
116,-17,1164.HK,CGN Mining Co,uranium,producer,large,3.28,1.1595,0.9418,0.8303,0.6599,STRONG_UP,16.73,98.22,8.82,-38.97,48.57,54.13,,LOW,EARLY,3.5275,3.854,3.5927,0,88.1297,WEAK,32.4833
119,0,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,60.0,0.8647,0.9193,0.6715,0.56,STRONG_UP,-5.68,107.11,101.33,-37.35,48.76,55.18,0.8478,LOW,EARLY,72.88,75.3795,65.6894,0,94.6483,WEAK,32.2071
125,-1,PNN.AX,Power Minerals,uranium,producer,small,0.145,1.4136,1.0085,1.2927,1.1936,FLAT,64.77,141.67,16.0,-64.89,38.74,87.36,1.7911,HIGH,-,0.1275,0.1223,0.1099,1,62.8224,TREND+LEAD,31.3462
133,-22,OKLO,Oklo Inc.,uranium,producer,large,73.47,0.8635,1.0172,1.0981,1.1055,STRONG_DOWN,-15.9,47.62,690.85,-73.83,50.0,98.72,,LOW,SHIFT,68.153,62.9104,85.7488,0,24.1182,WEAK,30.6415
140,-7,600489.SS,Zhongjin Gold Ord. A,gold,producer,large,23.18,1.0005,0.958,0.8686,0.7959,STRONG_UP,8.12,67.15,70.81,-45.39,47.52,51.91,0.978,LOW,EARLY,24.6655,25.6954,23.9766,0,61.4667,WEAK,29.8738
142,32,LEU,Centrus Energy -A,uranium,producer,mid,199.13,0.8861,1.038,0.9867,0.9686,STRONG_UP,-20.78,51.49,322.87,-61.35,52.4,78.21,1.5942,HIGH,SHIFT,191.055,193.3816,248.8333,0,34.496,WEAK,29.7376
143,5,MARI.TO,Marimaca Copper,copper,producer,mid,7.99,0.7279,0.9089,0.8514,0.7395,STRONG_UP,-26.97,66.81,102.79,-38.9,48.0,47.51,4.2467,HIGH,EARLY,8.266,8.3554,10.2231,0,67.4949,WEAK,29.6078
145,-24,EQX,Equinox Gold Corp,gold,producer,large,12.11,1.0529,0.9608,0.8509,0.8509,UP,-13.5,75.88,121.46,-36.03,53.6,64.1,1.3676,MED,EARLY,13.2865,13.8331,13.2201,0,63.4536,WEAK,29.4423
147,-8,NG,Novagold Resources,gold,producer,mid,8.38,1.3306,1.0089,1.0254,0.7941,FLAT,-17.68,122.28,110.03,-45.56,51.6,76.58,0.4982,LOW,EARLY,8.3915,8.7234,9.1118,0,82.3937,WEAK,28.9367
150,-4,0661.HK,China Daye Non-Ferrous Metals Mining,copper,producer,mid,0.104,1.0314,0.9755,0.6976,0.5235,STRONG_UP,18.18,136.36,35.06,-56.4,42.86,101.53,0.6707,LOW,EARLY,0.1108,0.1166,0.1126,0,57.5647,WEAK,28.2663
156,19,SASK.V,Atha Energy Corp.,uranium,producer,small,1.2,1.4181,1.0731,1.1945,1.3319,STRONG_DOWN,96.72,142.42,60.0,-40.43,44.4,83.79,1.9888,HIGH,-,1.0595,0.9568,0.7796,1,75.4701,TREND+LEAD,27.7131
159,-5,WGX.TO,Westgold Resources,gold,producer,mid,5.14,1.1068,0.9936,0.9652,0.8705,STRONG_UP,-6.03,84.89,114.17,-37.45,52.8,55.61,0.3439,LOW,EARLY,5.232,5.5926,5.3771,0,80.6024,WEAK,27.2007
161,0,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.22,1.0198,0.9888,0.9105,0.878,STRONG_UP,-24.41,70.37,106.41,-40.12,53.2,50.46,0.9099,LOW,EARLY,3.3715,3.4648,3.8462,0,74.1915,WEAK,26.719
164,-58,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,580.0,0.6557,0.8812,0.6085,0.5405,STRONG_UP,-37.63,50.26,281.58,-56.87,44.17,86.94,0.9657,LOW,EARLY,692.5,759.1,862.39,0,25.5342,WEAK,26.5478
166,33,RPH1.SG,"ticker
RPH1.SG    Anglo American Platinum
RPH1.SG    Anglo American Platinum
Name: name, dtype: object",palladium,producer,small,11.4,1.6987,0.9642,1.1594,0.9333,FLAT,26.82,108.62,163.24,-35.19,50.6,77.85,20.7849,HIGH,-,11.83,11.8531,10.5139,1,70.5987,TREND+LEAD,26.508
169,2,AMMN.JK,"ticker
AMMN.JK    Amman Mineral Internasional
AMMN.JK    Amman Mineral Internasional
Name: name, dtype: object",copper,producer,large,3890.0,0.2451,1.1497,0.6431,0.4915,STRONG_UP,-38.25,-43.83,-66.82,-67.05,44.58,88.62,5.9557,HIGH,PROGRESS,3676.25,4575.2,6607.3,0,-22.0469,WEAK,26.0492
172,41,MGA.TO,Mega Uranium Ltd.,uranium,producer,small,0.72,1.4523,1.0243,1.0253,1.0459,STRONG_DOWN,89.47,148.28,84.62,-31.58,41.6,83.14,1.7789,HIGH,-,0.688,0.6706,0.5289,1,74.1914,TREND+LEAD,25.4797
174,62,UROY,Uranium Royalty Corp.,uranium,royalties_financial_services,small,3.87,1.0337,1.0207,1.0414,0.9324,FLAT,4.59,76.71,49.42,-39.74,50.4,62.9,1.8756,HIGH,-,3.754,3.6858,3.8461,1,61.4674,TREND+LEAD,25.3576
175,5,FOM.TO,Foran Mining,copper,producer,mid,5.44,0.7887,0.901,0.7533,0.8548,FLAT,43.16,80.73,31.08,-31.2,49.31,71.3,3.0532,HIGH,-,5.449,6.1136,4.4181,1,55.8323,TREND_ONLY,24.5767
185,13,AEM,Agnico Eagle Mines,gold,producer,large,178.94,0.8825,0.9952,0.9698,0.9268,STRONG_UP,4.47,47.43,167.76,-31.24,56.4,45.38,0.8084,LOW,EARLY,183.0085,194.0065,182.3244,0,58.9476,WEAK,23.4353
186,3,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,65.48,0.6115,1.0014,0.9127,0.881,STRONG_UP,-8.41,46.46,63.46,-34.07,54.55,47.82,0.8542,LOW,EARLY,66.5172,67.8107,67.9128,0,53.0025,WEAK,23.3639
187,-15,GFI,Gold Fields Ltd,gold,producer,large,38.56,0.9567,0.9468,0.8976,0.9342,FLAT,-7.09,59.82,162.56,-36.41,53.6,60.41,0.7335,LOW,EARLY,41.7845,43.8936,43.0551,0,53.0759,WEAK,23.359
192,-1,III.TO,Imperial Metals,copper,producer,mid,7.14,0.6464,0.9825,0.9102,0.7052,STRONG_UP,-5.43,48.13,205.13,-54.57,52.0,69.21,0.5418,LOW,PROGRESS,6.6095,7.2148,7.8331,0,36.1639,WEAK,22.7847
193,-8,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: object",silver,producer,mid,2.59,0.7527,0.9988,0.8988,0.7635,STRONG_UP,-31.12,51.46,192.33,-47.84,50.0,56.94,0.7741,LOW,EARLY,2.657,2.7802,3.2061,0,45.1897,WEAK,22.5862
196,9,29M.AX,29Metals,copper,producer,mid,0.28,0.6266,0.9359,1.0184,0.6758,FLAT,-28.21,43.59,-51.72,-66.41,48.62,98.74,0.8951,LOW,PROGRESS,0.271,0.2885,0.4038,0,21.4638,WEAK,22.3887
