rank,delta_rank,ticker,name,sector,industry,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
141,10,INSM,Insmed Incorporated,Health Care,Biotechnology,large,117.99,1.4074,1.1075,0.7582,0.7388,STRONG_UP,-39.08,79.84,363.61,-52.06,55.2,69.88,2.3981,HIGH,EARLY,131.543,142.0446,155.9787,0,63.064,WEAK,39.939
154,16,KTOS,KRATOS DEFENSE AND SECURITY SOLUTI,Industrials,,large,52.49,1.2251,0.9076,0.6629,0.5519,STRONG_UP,-31.47,56.55,161.67,-59.85,55.2,73.38,2.15,HIGH,EARLY,62.6555,73.1642,80.8309,0,42.5369,WEAK,38.7481
298,40,AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,,mid,49.26,1.2014,0.8483,0.8166,0.7779,STRONG_UP,-2.52,53.52,-31.97,-41.44,46.4,46.51,1.5374,HIGH,EARLY,56.7105,53.985,52.5617,0,53.3931,WEAK,28.3676
374,29,ARQT,ARCUTIS BIOTHERAPEUTICS INC,Health Care,,mid,21.69,1.2481,1.0347,0.8321,0.7433,STRONG_UP,-9.74,59.49,166.79,-33.78,50.0,61.1,2.4265,HIGH,EARLY,22.932,23.1955,23.1325,0,48.6786,WEAK,24.8684
381,-17,PRIM,PRIMORIS SERVICES CORP,Industrials,,mid,112.94,1.1537,1.0308,0.6553,0.6328,STRONG_UP,-9.81,47.42,129.6,-50.11,54.4,116.54,1.6391,HIGH,EARLY,154.022,148.7321,135.6883,0,22.1339,WEAK,24.4128
407,97,CAH,Cardinal Health,Health Care,Health Care Distributors,large,186.35,0.9937,0.9912,0.8295,0.795,STRONG_UP,-8.57,26.98,96.88,-20.42,54.8,25.84,1.5181,HIGH,EARLY,197.6545,207.0187,189.7666,0,57.2194,WEAK,23.3946
411,80,TARS,TARSUS PHARMACEUTICALS INC,Health Care,,mid,64.66,1.1796,0.9963,0.8492,0.9357,FLAT,-14.52,50.72,70.2,-27.71,50.8,46.13,1.5122,HIGH,PROGRESS,63.297,67.2239,66.9428,0,55.8576,WEAK,23.315
427,5,ENSG,ENSIGN GROUP INC,Health Care,,large,178.0,0.9635,1.0065,0.848,0.7601,STRONG_UP,-0.93,23.12,51.17,-21.48,49.6,21.91,1.799,HIGH,EARLY,184.5,196.0346,182.8514,0,52.3337,WEAK,22.7119
429,164,ZS,Zscaler,Technology,EDP Services,large,152.43,0.488,0.9832,1.0971,0.8164,FLAT,-53.99,-37.64,-13.79,-64.89,50.4,66.21,1.5533,HIGH,SHIFT,140.2365,142.6412,228.1202,0,-28.6549,WEAK,22.6363
461,-182,REZI,RESIDEO TECHNOLOGIES INC,Industrials,,mid,30.11,1.1073,0.7363,0.7132,0.7748,FLAT,-0.92,41.49,37.55,-35.21,53.6,61.21,4.4318,HIGH,EARLY,39.4955,36.906,36.2452,0,36.3355,WEAK,21.4853
506,89,IBP,INSTALLED BUILDING PRODUCTS INC,Consumer Discretionary,,mid,206.36,1.0026,0.9376,0.6857,0.5685,STRONG_UP,-19.74,28.12,-8.17,-40.64,48.8,72.17,1.671,HIGH,EARLY,274.415,277.4539,270.8169,0,19.011,WEAK,20.4541
516,78,CHTR,Charter Communications,Communication Services,Cable & Satellite,large,143.06,0.2705,0.8799,0.6123,0.55,STRONG_UP,-31.62,-65.43,-48.56,-66.52,47.2,65.71,1.697,HIGH,EARLY,185.0435,206.038,227.4734,0,-47.0009,WEAK,20.2599
529,33,TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,large,207.66,1.0222,0.9743,0.8362,0.8457,FLAT,-15.72,30.62,43.06,-21.11,57.6,44.39,1.546,HIGH,EARLY,216.861,212.6186,220.4416,0,39.7273,WEAK,19.8967
585,0,SHOP,Shopify,Technology,Computer Software,large,95.4,0.6699,0.8414,0.706,0.7891,FLAT,-39.98,-14.4,64.4,-46.71,48.8,64.92,1.8225,HIGH,EARLY,119.1635,120.5192,141.294,0,-10.8252,WEAK,18.6443
672,153,GEN,Gen Digital,Information Technology,Systems Software,large,23.29,0.6491,1.1369,1.1165,0.91,STRONG_UP,-13.32,-17.06,-1.52,-43.59,45.2,44.91,1.7144,HIGH,SHIFT,20.182,20.113,25.1823,0,-17.1691,WEAK,16.9245
716,15,BCO,BRINKS,Industrials,,mid,104.58,0.9487,0.9566,0.907,0.7415,STRONG_UP,-6.94,21.22,8.56,-27.95,48.0,43.59,1.7247,HIGH,EARLY,108.409,107.1518,113.656,0,23.366,WEAK,16.0854
722,17,ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,large,246.76,0.6453,1.0637,1.0132,0.8238,STRONG_UP,-3.3,-17.55,-23.12,-41.62,48.8,48.23,1.6559,HIGH,SHIFT,228.914,219.1166,262.2372,0,-17.7534,WEAK,15.9666
743,8,CEG,Constellation Energy,Utilities,Electric Utilities,large,274.89,0.7504,0.8703,0.8794,0.9124,STRONG_DOWN,-21.64,-4.12,27.76,-38.77,48.8,51.09,2.0493,HIGH,EARLY,302.005,299.6477,325.9649,0,-3.9336,WEAK,15.6121
744,26,ZTS,Zoetis,Health Care,Pharmaceuticals,large,74.34,0.3814,0.8391,0.583,0.5439,STRONG_UP,-37.58,-51.27,-54.79,-55.67,48.0,52.6,2.0982,HIGH,EARLY,107.1867,113.655,128.8038,0,-46.7849,WEAK,15.6045
748,60,PODD,Insulet Corporation,Health Care,Health Care Equipment,large,148.84,0.3624,0.9145,0.6931,0.5657,STRONG_UP,-54.38,-53.69,-13.6,-57.81,47.6,50.02,1.6551,HIGH,EARLY,175.9145,201.7074,276.9261,0,-51.0939,WEAK,15.5831
760,93,BOOT,BOOT BARN HOLDINGS INC,Consumer Discretionary,,mid,145.24,0.8557,0.8762,0.867,0.7147,STRONG_UP,-21.03,9.33,35.7,-35.01,48.4,47.64,1.6855,HIGH,EARLY,163.6355,160.854,178.0723,0,9.4835,WEAK,15.3131
778,-223,ALHC,ALIGNMENT HEALTHCARE INC,Health Care,,mid,18.27,0.959,0.9866,0.8235,0.834,FLAT,10.86,22.54,161.0,-30.2,51.6,57.65,6.1905,HIGH,EARLY,20.0595,19.1692,18.4068,0,20.1703,WEAK,15.0702
859,36,COR,Cencora,Health Care,Health Care Distributors,large,255.68,0.7219,0.9856,0.7591,0.6677,STRONG_UP,-29.73,-7.75,16.8,-32.44,53.2,41.47,1.7253,HIGH,EARLY,295.7075,317.3604,326.7352,0,-9.9432,WEAK,13.7372
868,174,MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,large,1025.53,0.718,0.7661,0.7349,0.6912,STRONG_UP,-29.03,-8.26,-31.45,-31.9,48.8,42.78,1.9938,HIGH,EARLY,1248.425,1252.1218,1334.116,0,-9.4171,WEAK,13.5647
869,76,TMDX,TRANSMEDICS GROUP INC,Health Care,,mid,64.18,0.4105,0.8677,0.5212,0.4571,STRONG_UP,-47.45,-47.55,-51.54,-57.5,46.4,71.11,1.8904,HIGH,EARLY,94.6325,107.0329,121.2742,0,-31.0257,WEAK,13.5505
890,150,APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,large,54.21,0.6111,0.9355,0.8744,0.5978,STRONG_UP,-33.57,-21.91,-34.56,-38.86,46.8,42.08,1.5176,HIGH,EARLY,58.4595,63.6036,75.4672,0,-24.3677,WEAK,13.2559
915,97,J,Jacobs Solutions,Industrials,Construction & Engineering,large,107.27,0.6783,0.8612,0.7945,0.7484,STRONG_UP,-30.3,-13.33,-4.2,-34.44,49.6,38.06,2.1525,HIGH,EARLY,125.2505,127.6574,139.8032,0,-17.3677,WEAK,12.9197
923,235,TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,mid,44.89,0.7383,0.869,0.7237,0.691,STRONG_UP,-23.94,-5.66,-46.17,-37.03,49.2,59.19,1.5619,HIGH,EARLY,53.5275,53.5174,57.8334,0,-4.7035,WEAK,12.8014
