rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
7,40,000720.KS,Hyundai En & Co,uranium,producer,large,188700.0,2.1734,1.2153,1.2974,2.4134,STRONG_DOWN,246.16,429.14,485.1,-32.92,51.45,98.99,2.9099,HIGH,-,157388.4266,138150.5644,85659.868,1,223.044,TREND+LEAD,67.1086
17,29,CXO.AX,Core Lithium,lithium,producer,mid,0.295,2.2299,1.1685,1.2589,0.9149,FLAT,180.95,391.67,90.32,-41.79,39.6,89.24,1.9275,HIGH,-,0.2322,0.2316,0.177,1,173.801,TREND+LEAD,56.3859
21,31,ENR.DE,Siemens Energy AG,lithium,producer,large,147.74,1.3273,1.0096,0.9263,1.0312,FLAT,39.91,192.64,732.6,-17.25,52.21,51.96,2.0581,HIGH,-,148.9445,153.1368,116.3799,1,193.5699,TREND+LEAD,53.7973
24,92,MOON.V,Blue Moon Metals,copper,explorer,mid,10.76,1.7819,1.1649,1.3238,1.8609,STRONG_DOWN,218.34,330.4,1693.33,-28.19,53.01,98.48,1.7981,HIGH,-,8.0175,6.9142,4.6315,1,177.8483,TREND+LEAD,51.5662
32,122,028260.KS,Samsung C&T,uranium,producer,large,309000.0,1.1857,1.1217,1.1092,1.1522,FLAT,66.3,188.68,114.14,-29.58,53.94,68.57,1.6659,HIGH,-,278225.0,297170.0,225393.5888,1,148.4231,TREND+LEAD,49.2918
33,108,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: object",copper,producer,large,865.0,1.2976,1.0565,0.8937,0.7377,STRONG_UP,20.98,213.41,408.82,-48.47,45.34,92.74,1.5854,HIGH,-,773.5,955.9,800.815,1,104.3327,TREND+LEAD,49.0177
36,77,066970.KS,L&F CO LTD,lithium,producer,large,184100.0,1.5463,1.1055,1.5148,1.6138,STRONG_DOWN,152.54,240.93,8.29,-36.6,51.04,93.89,1.5994,HIGH,-,137585.0,126364.0,99284.0,1,130.9709,TREND+LEAD,47.6391
47,126,HCH.AX,Hot Chili,copper,producer,small,1.52,1.4807,1.1493,1.0542,0.8498,STRONG_UP,47.57,257.65,27.73,-41.54,45.6,83.08,2.0148,HIGH,-,1.364,1.57,1.1032,1,141.4144,TREND+LEAD,45.1852
51,60,29M.AX,29Metals,copper,producer,mid,0.395,1.5575,1.0908,1.0958,0.5756,FLAT,-19.39,276.19,-21.78,-51.91,49.6,86.86,0.4864,LOW,PROGRESS,0.3588,0.4012,0.4097,0,157.7141,WEAK,44.7449
57,40,LEU,Centrus Energy -A,uranium,producer,mid,190.13,1.2136,0.9948,0.9634,0.5707,STRONG_UP,-48.62,195.46,336.98,-61.35,52.21,93.24,1.1909,MED,EARLY,193.306,215.455,251.0023,0,109.4497,WEAK,43.5989
64,117,AIS.AX,Aeris Resources,copper,producer,mid,0.43,1.1127,1.0371,0.9569,0.6266,STRONG_UP,-20.37,168.75,115.0,-43.7,44.8,75.69,2.6918,HIGH,-,0.4193,0.4946,0.4178,1,99.8811,TREND+LEAD,40.9301
65,83,FM.TO,First Quantum Minerals,copper,producer,large,37.57,0.9177,1.0259,1.1709,0.916,FLAT,19.57,121.65,132.63,-30.35,55.02,58.27,1.5762,HIGH,-,32.8105,35.8602,30.9053,1,114.8668,TREND_ONLY,40.8652
68,24,OKLO,Oklo Inc.,uranium,producer,large,50.21,0.8565,1.001,0.8325,0.4987,STRONG_UP,-62.56,108.51,254.59,-73.83,49.8,85.56,0.8659,LOW,EARLY,53.588,62.8118,85.5727,0,63.1599,WEAK,39.6864
70,69,CXU.AX,Cauldron Energy,uranium,producer,small,0.053,2.7212,1.6385,2.1575,2.1409,FLAT,140.91,562.5,23.26,-44.44,33.6,170.49,3.4854,HIGH,-,0.0293,0.0303,0.0197,1,110.8569,TREND+LEAD,39.2099
90,18,SLI.V,STANDARD LITHIUM LTD,lithium,producer,mid,4.84,1.2473,0.9684,0.7449,0.6037,STRONG_UP,-15.83,175.0,189.82,-43.01,54.62,81.79,0.5632,LOW,EARLY,5.114,5.6934,5.1768,0,116.8664,WEAK,35.5702
97,85,FFM.TO,Firefly Metals,copper,producer,mid,1.85,1.0788,0.9902,1.0349,0.9057,FLAT,56.78,160.56,105.56,-36.4,46.18,84.53,4.4325,HIGH,-,1.6205,1.8182,1.4878,1,87.7182,TREND+LEAD,34.7245
100,116,010130.KS,Korea Zinc Ord Shs,copper,producer,large,1585000.0,1.0208,1.0286,0.9633,1.2303,FLAT,75.57,146.55,252.12,-32.77,48.55,94.11,6.4871,HIGH,-,1548300.0,1680040.0,1193327.1497,1,75.6053,TREND+LEAD,34.4309
102,43,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: object",silver,producer,mid,2.9,0.8767,0.9827,0.8685,0.6786,STRONG_UP,-9.94,130.16,219.38,-45.67,50.2,72.91,1.0312,MED,EARLY,2.904,3.4648,2.9683,0,89.6169,WEAK,33.647
103,103,CHN.AX,Challice Mining,palladium,producer,mid,1.645,1.4353,1.1481,1.0363,0.8326,STRONG_UP,-32.58,98.19,31.6,-53.73,49.2,84.39,1.5772,HIGH,PROGRESS,1.481,1.7792,1.9052,0,57.2471,WEAK,33.4985
106,77,DYL.AX,Deep Yellow Ltd.,uranium,producer,mid,1.885,0.9863,1.0353,0.9544,0.8786,STRONG_UP,-7.6,140.13,35.61,-44.5,48.8,80.59,1.3042,MED,PROGRESS,1.794,2.2316,1.9111,0,84.8519,WEAK,32.3689
107,15,REG.V,Regulus Resources,copper,producer,mid,4.0,0.8239,0.9095,0.9485,0.9005,FLAT,58.73,99.0,161.44,-43.72,47.79,65.72,1.733,HIGH,-,3.824,4.4276,3.3344,1,71.994,TREND_ONLY,32.3276
109,81,SVRS.V,Silver Storm Mining,silver,producer,small,0.44,1.2892,0.8733,0.8174,0.7893,STRONG_UP,83.33,238.46,214.29,-50.0,36.55,116.15,1.8804,HIGH,-,0.4685,0.5714,0.3586,1,75.0389,TREND+LEAD,32.2598
110,89,KGL.AX,KGL Resources,copper,producer,small,0.305,1.4856,1.4901,1.4364,1.0649,STRONG_UP,130.19,258.82,125.93,-38.98,39.6,120.19,2.6675,HIGH,-,0.2185,0.2316,0.1699,1,85.2767,TREND+LEAD,32.2109
114,126,SLX.AX,Silex Systems,uranium,producer,mid,5.87,0.8767,1.0634,1.0881,0.8038,FLAT,-16.62,113.45,13.54,-53.38,54.0,87.43,1.0628,MED,PROGRESS,5.382,6.2222,6.3564,0,70.0737,WEAK,31.0226
117,44,COSA.V,Cosa Resources,uranium,producer,small,0.71,1.4955,0.9451,1.4597,1.8355,STRONG_DOWN,144.83,264.1,47.92,-42.74,38.15,119.26,1.9988,HIGH,-,0.5465,0.5203,0.352,1,84.4836,TREND+LEAD,30.6709
118,110,006360.KS,Gs En & Co,uranium,producer,large,37400.0,1.0228,1.368,1.7828,1.9317,STRONG_DOWN,106.81,149.01,159.48,-25.18,53.11,101.32,8.6949,HIGH,-,26930.0,22946.3366,20035.9437,1,78.1058,TREND+LEAD,30.6023
