rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
4,0,2099.HK,China Gold International Resources,copper,producer,large,150.6,1.6693,0.9437,0.9636,0.9502,FLAT,15.14,189.48,206.85,-40.87,54.69,67.33,2.0269,HIGH,-,175.41,188.816,132.4852,1,153.9059,TREND+LEAD,55.4774
8,0,047040.KS,Daewoo Eng & Co,uranium,producer,large,16400.0,2.4554,1.123,2.4934,4.0431,STRONG_DOWN,333.86,398.48,337.33,-27.11,49.79,116.41,3.1746,HIGH,-,11476.0,7828.0,4838.175,1,170.4349,TREND+LEAD,52.8251
15,0,APM.TO,Andean Precious Metals,gold,producer,mid,6.35,2.06,0.9641,0.8229,0.6998,STRONG_UP,-13.72,284.85,683.95,-51.34,54.4,85.71,0.6637,LOW,EARLY,8.401,9.2292,7.0459,0,180.7929,WEAK,49.7196
17,0,CDE,Coeur Mining Inc,silver,producer,large,18.31,1.3648,1.001,0.989,1.0119,FLAT,1.55,188.35,433.82,-40.17,52.8,81.03,1.5193,HIGH,-,22.104,22.523,16.4138,1,122.7285,TREND+LEAD,48.2846
34,0,LAR.TO,LITHIUM ARGENTINA AG,lithium,producer,mid,9.71,1.7061,1.1308,0.967,1.1912,FLAT,119.19,198.77,43.85,-32.65,50.0,83.43,2.2112,HIGH,-,9.4885,9.9456,6.447,1,119.1234,TREND+LEAD,40.6062
41,0,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.91,1.2288,1.003,1.074,0.8874,FLAT,15.17,129.57,135.03,-25.3,53.6,55.59,1.821,HIGH,-,8.0815,8.0284,6.3634,1,124.9298,TREND+LEAD,39.1933
43,1,1258.HK,China Nonferrous Mining,copper,producer,large,11.41,1.1726,0.9553,0.9736,0.8029,FLAT,-7.61,103.35,87.81,-42.02,55.92,71.98,1.6246,HIGH,EARLY,13.001,14.462,12.1578,0,80.2921,WEAK,38.3229
58,1,OKLO,Oklo Inc.,uranium,producer,large,54.96,0.9358,0.987,0.9633,0.6024,STRONG_UP,-61.47,89.98,406.54,-69.01,49.2,88.52,0.589,LOW,EARLY,60.6465,71.3978,86.1087,0,50.0091,WEAK,35.512
60,1,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: str",copper,producer,large,680.0,1.2028,0.8309,0.8053,0.6738,STRONG_UP,33.33,108.59,347.37,-48.47,44.78,98.03,2.9102,HIGH,EARLY,902.0,1051.5,783.04,0,49.6033,WEAK,35.4099
66,1,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.24,1.2044,0.9523,0.9358,0.8412,STRONG_UP,-14.74,125.0,69.63,-39.54,53.2,55.86,0.9392,LOW,EARLY,4.049,4.3594,3.6086,0,119.0476,WEAK,34.8332
75,1,LEU,Centrus Energy -A,uranium,producer,mid,195.84,1.3083,0.9566,1.0779,0.6859,FLAT,-35.28,165.62,379.18,-57.52,50.8,94.29,0.517,LOW,EARLY,202.675,240.0004,250.0163,0,89.2288,WEAK,33.545
76,1,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,62.76,1.0686,0.8422,0.7698,0.9359,FLAT,50.68,87.13,76.58,-34.96,49.38,65.51,2.0891,HIGH,-,77.8465,82.8752,55.939,1,65.6783,TREND+LEAD,32.9582
77,1,IAUX,I-80 Gold Corp,gold,producer,mid,1.35,1.1117,1.0175,0.9273,0.9287,FLAT,41.96,107.69,7.14,-38.94,51.6,72.68,2.0812,HIGH,-,1.7015,1.7634,1.1354,1,76.4574,TREND+LEAD,32.9123
93,1,NG,Novagold Resources,gold,producer,mid,8.08,1.3907,0.9972,0.9179,0.8657,STRONG_UP,4.53,159.81,214.4,-45.42,52.4,96.1,0.981,LOW,EARLY,10.978,10.5496,8.1925,0,87.1373,WEAK,30.795
94,1,PSAB.JK,J Resources Asia,gold,producer,large,530.0,1.0911,1.1367,1.3012,1.0407,FLAT,-7.83,103.85,165.0,-34.08,41.74,75.21,1.6048,HIGH,-,535.25,560.1,524.07,1,57.6325,TREND+LEAD,30.7904
100,1,300014.SZ,EVE ENERGY CO LTD-A,lithium,producer,large,70.1,0.8297,1.0194,1.1617,0.9586,FLAT,0.26,45.29,83.21,-33.74,53.11,38.7,1.6318,HIGH,-,65.515,65.5082,62.8349,1,62.1512,TREND_ONLY,30.4023
105,2,REG.V,Regulus Resources,copper,producer,mid,4.0,1.0252,1.1901,1.0232,1.079,FLAT,77.78,77.78,198.51,-43.72,47.2,65.11,2.0708,HIGH,-,4.1425,4.5738,3.2517,1,56.3832,TREND+LEAD,29.8933
110,2,066970.KS,L&F CO LTD,lithium,producer,large,125000.0,1.039,1.1026,1.1706,0.9762,FLAT,97.47,81.95,-32.9,-36.6,48.96,87.19,2.435,HIGH,-,113700.0,116316.0,93485.5,1,46.0179,TREND+LEAD,29.3271
113,2,ARTG.V,Artemis Gold Inc,gold,producer,large,33.67,1.0696,0.9994,1.0803,0.9522,FLAT,-0.15,99.82,328.92,-29.9,53.6,58.35,0.6171,LOW,EARLY,39.4,40.2554,33.7846,0,91.6959,WEAK,29.011
123,2,RMS.AX,Ramelius Resources,gold,producer,large,3.43,0.8723,0.8959,0.9407,0.8949,FLAT,-7.36,62.97,108.44,-33.84,51.19,57.45,2.2739,HIGH,EARLY,4.1473,4.4169,3.5536,0,56.109,WEAK,28.0737
125,2,29M.AX,29Metals,copper,producer,mid,0.345,1.1368,0.9571,1.0029,0.6443,FLAT,-29.59,97.14,-36.11,-51.91,48.02,89.55,1.0104,MED,EARLY,0.377,0.4314,0.4039,0,52.0916,WEAK,27.8601
126,3,GMD.AX,Genesis Minerals,gold,producer,large,5.72,0.8481,0.9782,1.0532,0.8474,FLAT,1.06,58.45,217.78,-36.46,53.57,64.71,3.251,HIGH,EARLY,6.6625,7.0688,5.8649,0,48.3866,WEAK,27.5339
130,4,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: str",gold,explorer,mid,3.36,0.9828,0.9904,1.017,0.7576,FLAT,61.54,83.61,572.0,-69.62,46.0,91.18,0.4404,LOW,EARLY,3.9435,4.6302,3.4917,0,42.1792,WEAK,27.1046
145,4,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: str",silver,producer,mid,2.72,0.9537,0.9484,0.8924,0.6381,STRONG_UP,-10.53,101.48,288.57,-43.94,48.4,72.89,0.9011,LOW,EARLY,3.511,3.7776,2.9129,0,67.3852,WEAK,25.6941
148,4,OR,Osisko Gold royalties_financial_services,gold,royalties_financial_services,large,34.63,0.8798,0.9914,1.0106,1.013,STRONG_DOWN,-7.9,64.37,122.82,-31.13,59.2,58.39,1.2884,MED,EARLY,41.4,42.1062,34.9054,0,65.2648,WEAK,25.3544
149,4,600988.SS,Chifeng Gold Ord. A,gold,producer,large,36.12,0.9323,0.9337,1.2175,1.2612,STRONG_DOWN,19.4,74.17,150.54,-26.53,50.62,64.61,1.9683,HIGH,-,40.3845,38.3414,30.56,1,58.1088,TREND_ONLY,25.3403
152,5,ODV,Osisko Development,gold,producer,mid,2.96,1.0356,0.9296,0.9366,0.8687,FLAT,-8.92,93.46,37.04,-40.79,52.0,70.63,0.7347,LOW,EARLY,3.958,3.8096,3.1789,0,68.8111,WEAK,25.1038
153,5,300207.SZ,SUNWODA ELECTRONIC CO LTD-A,lithium,producer,large,27.74,0.7019,1.0487,1.1606,0.9213,FLAT,1.15,22.91,105.57,-38.09,53.11,41.45,1.6821,HIGH,-,26.2565,25.338,25.7792,1,29.3534,TREND_ONLY,25.0024
161,5,IE,"ticker
IE         Ivanhoe Electric
IE    Ivanhoe Electric Inc.
Name: name, dtype: str",gold,producer,mid,11.09,0.873,0.9744,0.8987,0.7407,STRONG_UP,10.35,63.09,24.33,-44.33,53.2,74.19,1.1621,MED,EARLY,13.6815,16.0216,12.923,0,45.2392,WEAK,24.1312
165,5,ERA.AX,Energy Resources Of Australia,uranium,producer,mid,0.003,0.7389,0.7637,0.9774,1.0976,STRONG_DOWN,20.0,50.0,-94.92,-66.67,25.4,238.14,2.2644,HIGH,-,0.0033,0.0032,0.0026,1,5.333,TREND_ONLY,23.6738
170,5,SFR.AX,"ticker
SFR.AX            Sandfire Resources
SFR.AX    Sandfire Resources Ord Shs
Name: name, dtype: str",copper,producer,large,15.21,0.7667,0.9337,0.9708,0.8392,FLAT,19.86,32.95,71.48,-30.92,54.37,49.43,1.5496,HIGH,-,17.4955,18.6086,15.1383,1,36.248,TREND_ONLY,23.4224
174,5,GAU,Galiano Gold,gold,producer,mid,2.24,0.9669,0.9767,0.928,0.8993,STRONG_UP,0.0,80.65,65.93,-38.94,50.0,83.34,1.1345,MED,EARLY,2.9045,2.905,2.3044,0,48.3832,WEAK,23.1812
175,5,006360.KS,Gs En & Co,uranium,producer,large,28200.0,0.8258,1.1195,1.4248,1.2977,FLAT,49.23,67.64,95.39,-25.18,52.7,78.27,4.1646,HIGH,-,23189.7307,20861.4652,19745.9458,1,45.5456,TREND_ONLY,23.0766
179,5,MARI.TO,Marimaca Copper,copper,producer,mid,8.15,0.8438,0.9682,1.0352,0.7195,FLAT,-12.18,46.32,130.88,-35.64,47.6,47.39,2.0958,HIGH,EARLY,9.368,10.596,10.2482,0,46.5248,WEAK,22.7241
180,5,LAC.TO,LITHIUM AMERICAS CORP,lithium,producer,mid,5.54,0.7569,0.9266,0.8604,0.7613,STRONG_UP,31.28,32.54,-40.43,-63.78,50.4,73.81,0.5293,LOW,EARLY,6.216,6.7966,6.1709,0,22.2166,WEAK,22.6903
181,5,AIS.AX,Aeris Resources,copper,producer,mid,0.4,1.0984,0.9439,0.9839,0.6999,FLAT,5.26,90.48,158.06,-42.96,43.65,77.64,0.8009,LOW,EARLY,0.468,0.5342,0.4071,0,50.8666,WEAK,22.3738
187,5,NFG.V,New Found Gold Corp,gold,explorer,mid,2.5,0.8416,0.9917,0.8586,0.6207,STRONG_UP,-14.68,57.23,-45.05,-48.95,51.2,73.49,,LOW,EARLY,3.2635,3.722,3.0819,0,39.8736,WEAK,21.9606
188,5,COSA.V,Cosa Resources,uranium,producer,small,0.53,1.2142,1.2698,1.3138,1.3465,STRONG_DOWN,96.3,146.51,29.27,-42.74,37.2,115.74,4.352,HIGH,-,0.485,0.4798,0.3308,1,47.0903,TREND+LEAD,21.9165
189,5,AMMN.JK,"ticker
AMMN.JK    Amman Mineral Internasional
AMMN.JK    Amman Mineral Internasional
Name: name, dtype: str",copper,producer,large,4630.0,0.521,0.8641,0.7844,0.7137,STRONG_UP,-43.36,-9.66,-47.24,-48.75,48.7,79.64,4.1929,HIGH,EARLY,6494.5,7127.3,7414.95,0,-5.9062,WEAK,21.7438
190,0,NST.AX,Northern Star Resources,gold,producer,large,17.57,0.5371,0.885,0.7891,0.712,STRONG_UP,-23.35,0.35,35.3,-45.32,55.56,68.76,1.5972,HIGH,EARLY,24.9363,26.6033,22.9382,0,0.2823,WEAK,21.7156
192,4,DC,Dakota Gold Corp,gold,explorer,mid,4.55,0.8987,0.966,0.9209,0.8069,STRONG_UP,-3.4,67.9,108.72,-35.14,52.0,77.27,1.2289,MED,EARLY,5.829,6.0754,4.8784,0,45.6921,WEAK,21.472
197,5,PRU.AX,Perseus Mining,gold,producer,large,4.71,0.8041,0.9595,1.0711,0.8907,FLAT,-0.2,50.22,140.12,-28.47,51.59,46.73,0.9387,LOW,EARLY,5.4281,5.6656,4.7272,0,55.4468,WEAK,20.8747
198,5,NDM.TO,Northern Dynasty Minerals,copper,producer,mid,1.74,0.5937,1.0148,1.0648,0.5297,FLAT,33.85,2.96,314.29,-66.88,47.2,117.59,1.0087,MED,EARLY,1.835,2.3762,2.1623,0,1.1876,WEAK,20.7854
201,5,DBG.V,Doubleview Gold,gold,explorer,small,1.89,1.249,0.8984,1.6166,2.1715,STRONG_DOWN,204.84,133.33,310.87,-41.57,40.4,130.93,2.8052,HIGH,-,2.332,1.7217,1.0055,1,41.1416,TREND+LEAD,20.3276
202,5,HMY,Harmony Gold Mining,gold,producer,large,13.86,0.5913,1.0045,0.8527,0.6972,STRONG_UP,-23.26,10.47,82.25,-48.85,51.2,72.62,0.8526,LOW,EARLY,17.798,20.2044,17.6203,0,7.3805,WEAK,20.313
