rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
5,0,2099.HK,China Gold International Resources,copper,producer,large,150.6,91.25,-0.0207,-0.0154,0.035,STRONG_DOWN,15.14,189.48,206.85,-40.87,54.69,67.33,2.0269,HIGH,-,175.41,188.816,132.4852,1,153.9059,LEADER,55.2849
8,0,047040.KS,Daewoo Eng & Co,uranium,producer,large,16400.0,100.0,0.1614,1.3707,3.3385,STRONG_DOWN,333.86,398.48,337.33,-27.11,49.79,116.41,3.1746,HIGH,-,11476.0,7828.0,4838.175,1,170.4349,LEADER,53.9251
15,0,APM.TO,Andean Precious Metals,gold,producer,mid,6.35,95.24,-0.0239,-0.1272,-0.2816,STRONG_UP,-13.72,284.85,683.95,-51.34,54.4,85.71,0.6637,LOW,EARLY,8.401,9.2292,7.0459,0,180.7929,LAGGARD,50.5339
33,0,LAR.TO,LITHIUM ARGENTINA AG,lithium,producer,mid,9.71,92.5,0.1627,-0.031,0.2536,FLAT,119.19,198.77,43.85,-32.65,50.0,83.43,2.2112,HIGH,-,9.4885,9.9456,6.447,1,119.1234,LEADER,41.5412
43,0,MTA,Metalla Royalty & Str.,gold,royalties_financial_services,mid,6.91,69.52,0.0131,0.0632,-0.1079,FLAT,15.17,129.57,135.03,-25.3,53.6,55.59,1.821,HIGH,-,8.0815,8.0284,6.3634,1,124.9298,CONTENDER,39.0727
44,0,1258.HK,China Nonferrous Mining,copper,producer,large,11.41,72.5,-0.0094,-0.0077,-0.1265,FLAT,-7.61,103.35,87.81,-42.02,55.92,71.98,1.6246,HIGH,EARLY,13.001,14.462,12.1578,0,80.2921,LAGGARD,38.8179
57,0,BRMS.JK,"ticker
BRMS.JK    Bumi Resources Minerals
BRMS.JK    Bumi Resources Minerals
Name: name, dtype: str",copper,producer,large,680.0,73.75,-0.1305,-0.1392,-0.2595,STRONG_UP,33.33,108.59,347.37,-48.47,44.78,98.03,2.9102,HIGH,EARLY,902.0,1051.5,783.04,0,49.6033,LAGGARD,35.9324
58,0,OKLO,Oklo Inc.,uranium,producer,large,54.96,70.49,0.0278,0.0288,-0.4275,FLAT,-61.47,89.98,406.54,-69.01,49.2,88.52,0.589,LOW,EARLY,60.6465,71.3978,86.1087,0,50.0091,LAGGARD,35.8808
66,0,GROY,Gold Royalty Corp,gold,royalties_financial_services,mid,3.24,67.62,-0.0351,-0.0421,-0.1507,STRONG_UP,-14.74,125.0,69.63,-39.54,53.2,55.86,0.9392,LOW,EARLY,4.049,4.3594,3.6086,0,119.0476,LAGGARD,35.1503
73,0,LEU,Centrus Energy -A,uranium,producer,mid,195.84,91.8,-0.0027,0.1293,-0.3363,FLAT,-35.28,165.62,379.18,-57.52,50.8,94.29,0.517,LOW,EARLY,202.675,240.0004,250.0163,0,89.2288,LAGGARD,34.2974
75,0,IAUX,I-80 Gold Corp,gold,producer,mid,1.35,60.0,0.0269,-0.0485,-0.0697,STRONG_UP,41.96,107.69,7.14,-38.94,51.6,72.68,2.0812,HIGH,-,1.7015,1.7634,1.1354,1,76.4574,CONTENDER,33.6823
81,0,002738.SZ,SINOMINE RESOURCE GROUP CO-A,lithium,producer,large,62.76,52.5,-0.134,-0.2155,-0.0316,FLAT,50.68,87.13,76.58,-34.96,49.38,65.51,2.0891,HIGH,-,77.8465,82.8752,55.939,1,65.6783,CONTENDER,32.4632
92,0,NG,Novagold Resources,gold,producer,mid,8.08,77.14,0.0076,-0.0556,-0.1279,STRONG_UP,4.53,159.81,214.4,-45.42,52.4,96.1,0.981,LOW,EARLY,10.978,10.5496,8.1925,0,87.1373,LAGGARD,31.2835
99,0,PSAB.JK,J Resources Asia,gold,producer,large,530.0,56.19,0.1398,0.2346,0.04,FLAT,-7.83,103.85,165.0,-34.08,41.74,75.21,1.6048,HIGH,-,535.25,560.1,524.07,1,57.6325,CONTENDER,30.3766
108,0,REG.V,Regulus Resources,copper,producer,mid,4.0,56.25,0.2202,0.0336,0.1676,FLAT,77.78,77.78,198.51,-43.72,47.2,65.11,2.0708,HIGH,-,4.1425,4.5738,3.2517,1,56.3832,CONTENDER,29.4808
111,0,ARTG.V,Artemis Gold Inc,gold,producer,large,33.67,52.38,0.0097,0.068,-0.0479,FLAT,-0.15,99.82,328.92,-29.9,53.6,58.35,0.6171,LOW,EARLY,39.4,40.2554,33.7846,0,91.6959,LAGGARD,29.0539
117,0,29M.AX,29Metals,copper,producer,mid,0.345,68.75,-0.0076,0.0177,-0.2899,FLAT,-29.59,97.14,-36.11,-51.91,48.02,89.55,1.0104,MED,EARLY,0.377,0.4314,0.4039,0,52.0916,LAGGARD,28.2351
118,0,RMS.AX,Ramelius Resources,gold,producer,large,3.43,31.43,-0.0886,-0.0384,-0.1009,FLAT,-7.36,62.97,108.44,-33.84,51.19,57.45,2.2739,HIGH,EARLY,4.1473,4.4169,3.5536,0,56.109,WEAK,28.2152
124,0,RRL.AX,Regis Resources,gold,producer,mid,5.95,35.24,-0.0936,-0.0731,-0.1436,FLAT,2.53,66.28,228.11,-39.58,55.56,59.49,2.2329,HIGH,EARLY,7.8864,7.9645,6.198,0,61.9031,WEAK,27.8082
126,0,GMD.AX,Genesis Minerals,gold,producer,large,5.72,29.52,-0.0105,0.0475,-0.1449,FLAT,1.06,58.45,217.78,-36.46,53.57,64.71,3.251,HIGH,EARLY,6.6625,7.0688,5.8649,0,48.3866,WEAK,27.6333
128,0,TMQ,"ticker
TMQ         Trilogy Metals
TMQ    Trilogy Metals Inc.
Name: name, dtype: str",gold,explorer,mid,3.36,42.86,0.0011,0.0202,-0.2281,FLAT,61.54,83.61,,-69.62,46.0,91.18,0.4404,LOW,EARLY,3.9435,4.6302,3.4917,0,42.1792,WEAK,27.4261
138,0,OR,Osisko Gold royalties_financial_services,gold,royalties_financial_services,large,34.63,33.33,0.0021,0.0154,0.0143,FLAT,-7.9,64.37,122.82,-31.13,59.2,58.39,1.2884,MED,EARLY,41.4,42.1062,34.9054,0,65.2648,WEAK,26.521
155,0,ITRG,"ticker
ITRG    Integra Resources
ITRG    Integra Resources
Name: name, dtype: str",silver,producer,mid,2.72,39.29,-0.0477,-0.0412,-0.2615,FLAT,-10.53,101.48,288.57,-43.94,48.4,72.89,0.9011,LOW,EARLY,3.511,3.7776,2.9129,0,67.3852,WEAK,25.0513
158,0,ODV,Osisko Development,gold,producer,mid,2.96,47.62,-0.0566,-0.0415,-0.1252,FLAT,-8.92,93.46,37.04,-40.79,52.0,70.63,0.7347,LOW,EARLY,3.958,3.8096,3.1789,0,68.8111,WEAK,24.6109
160,0,ERA.AX,Energy Resources Of Australia,uranium,producer,mid,0.003,54.1,-0.1922,0.0411,0.118,STRONG_DOWN,20.0,50.0,-94.92,-66.67,25.4,238.14,2.2644,HIGH,-,0.0033,0.0032,0.0026,1,5.333,CONTENDER,24.314
162,0,IE,"ticker
IE         Ivanhoe Electric
IE    Ivanhoe Electric Inc.
Name: name, dtype: str",gold,producer,mid,11.09,32.38,-0.0142,-0.0701,-0.2437,STRONG_UP,10.35,63.09,24.33,-44.33,53.2,74.19,1.1621,MED,EARLY,13.6815,16.0216,12.923,0,45.2392,WEAK,24.2788
164,0,006360.KS,Gs En & Co,uranium,producer,large,28200.0,63.93,0.1579,0.4335,0.3368,FLAT,49.23,67.64,95.39,-25.18,52.7,78.27,4.1646,HIGH,-,23189.7307,20861.4652,19745.9458,1,45.5456,CONTENDER,23.933
