rank,delta_rank,ticker,name,commodity,type,cap_band,close,rs_ratio,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
3,23,1208.HK,MMG Ltd.,copper,producer,large,10.0,1.8756,1.0768,1.1663,1.0878,FLAT,44.72,323.73,172.48,-37.38,58.13,68.27,1.5679,HIGH,-,8.712,8.6774,7.4416,1,275.6461,TREND+LEAD,81.3532
5,1,EUR.AX,EUROPEAN LITHIUM LTD,lithium,producer,small,0.455,3.6327,1.0223,1.7091,1.6581,FLAT,106.82,775.0,775.0,-67.74,39.53,134.49,2.3615,HIGH,-,0.3333,0.2754,0.2034,1,227.792,TREND+LEAD,71.0619
7,25,0358.HK,Jiangxi Copper H,copper,producer,large,39.34,1.4028,0.9485,1.0357,0.9396,FLAT,22.9,216.93,165.77,-35.42,54.07,52.57,1.6963,HIGH,-,37.943,38.7624,33.2047,1,223.1205,TREND+LEAD,68.4206
16,-9,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,58.41,1.3806,0.9514,1.1612,1.1257,FLAT,50.77,232.55,160.94,-21.71,52.7,56.55,1.8502,HIGH,-,52.2502,47.3098,37.0605,1,216.7205,TREND+LEAD,61.0338
31,19,028260.KS,Samsung C&T,uranium,producer,large,422500.0,1.6327,1.4049,1.2627,1.3345,FLAT,88.73,247.54,194.57,-29.58,52.48,80.85,1.9498,HIGH,-,319550.0,300110.0,241024.8747,1,160.6804,TREND+LEAD,52.2314
33,16,TAU.V,Thesis Gold Inc A,gold,producer,mid,3.645,1.8892,0.9779,1.1571,1.4262,STRONG_DOWN,135.16,257.35,355.62,-25.14,51.2,70.72,1.5299,HIGH,-,3.4655,3.269,2.2735,1,186.3189,TREND+LEAD,52.0819
37,-9,002466.SZ,TIANQI LITHIUM CORP-A,lithium,producer,large,76.05,1.0831,0.973,1.1588,0.9977,FLAT,49.79,160.89,94.13,-23.05,54.77,52.88,1.712,HIGH,-,69.222,59.9142,51.9056,1,166.6424,TREND+LEAD,50.3137
49,28,NDA.DE,Aurubis AG,copper,producer,large,192.8,1.1085,0.9378,1.1024,1.2448,STRONG_DOWN,73.86,150.44,183.07,-15.28,51.0,44.5,3.0015,HIGH,-,185.57,170.234,130.0548,1,172.4181,TREND+LEAD,46.9781
50,9,APM.TO,Andean Precious Metals,gold,producer,mid,6.55,1.7228,0.9723,0.9377,0.7899,STRONG_UP,1.39,225.87,604.3,-51.34,55.2,75.42,0.6425,LOW,EARLY,6.74,7.2758,7.6338,0,165.315,WEAK,46.7284
59,-34,OKLO,Oklo Inc.,uranium,producer,large,72.51,1.2127,1.0491,1.3326,0.9613,FLAT,-32.07,158.13,297.75,-73.83,50.8,93.94,0.9398,LOW,SHIFT,68.567,60.8224,86.495,0,85.5145,WEAK,43.8979
