ticker,name,sector,industry,market_cap,cap_band,benchmark
DXCM,Dexcom,Health Care,Health Care Equipment,24266811392,large,SPY
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,54689472512,large,SPY
DLR,Digital Realty,Real Estate,Data Center REITs,63555969024,large,SPY
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,26369898496,large,SPY
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,21563639808,large,SPY
D,Dominion Energy,Utilities,Multi-Utilities,55172616192,large,SPY
DPZ,Domino's,Consumer Discretionary,Restaurants,12470267904,large,SPY
DASH,DoorDash,Consumer Discretionary,Specialized Consumer Services,67966005248,large,SPY
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,27698907136,large,SPY
DOW,Dow Inc.,Materials,Commodity Chemicals,29792243712,large,SPY
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,40663695360,large,SPY
DTE,DTE Energy,Utilities,Multi-Utilities,30796480512,large,SPY
DUK,Duke Energy,Utilities,Electric Utilities,102895812608,large,SPY
DD,DuPont,Materials,Specialty Chemicals,19054997504,large,SPY
ETN,Eaton Corporation,Industrials,Electrical Components & Equipment,140251234304,large,SPY
EBAY,eBay Inc.,Consumer Discretionary,Broadline Retail,42551279616,large,SPY
ECL,Ecolab,Materials,Specialty Chemicals,74638958592,large,SPY
EIX,Edison International,Utilities,Electric Utilities,28275191808,large,SPY
EW,Edwards Lifesciences,Health Care,Health Care Equipment,47073841152,large,SPY
EA,Electronic Arts,Communication Services,Interactive Home Entertainment,50951655424,large,SPY
ELV,Elevance Health,Health Care,Managed Health Care,66374721536,large,SPY
EME,Emcor,Industrials,Construction & Engineering,33856421888,large,SPY
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,74055180288,large,SPY
ETR,Entergy,Utilities,Electric Utilities,52601061376,large,SPY
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,76525142016,large,SPY
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,7622929408,mid,SPY
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,37269155840,large,SPY
EFX,Equifax,Industrials,Research & Consulting Services,22002544640,large,SPY
EQIX,Equinix,Real Estate,Data Center REITs,98291277824,large,SPY
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,23634190336,large,SPY
ERIE,Erie Indemnity,Financials,Insurance Brokers,13046844416,large,SPY
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,17101476864,large,SPY
EL,Estée Lauder Companies (The),Consumer Staples,Personal Care Products,25002573824,large,SPY
EG,Everest Group,Financials,Reinsurance,13211214848,large,SPY
EVRG,Evergy,Utilities,Electric Utilities,19076737024,large,SPY
ES,Eversource Energy,Utilities,Electric Utilities,26109976576,large,SPY
EXC,Exelon,Utilities,Electric Utilities,50473230336,large,SPY
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,24974974976,large,SPY
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",27607107584,large,SPY
EXPD,Expeditors International,Industrials,Air Freight & Logistics,19466170368,large,SPY
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,29662763008,large,SPY
XOM,ExxonMobil,Energy,Integrated Oil & Gas,669557260288,large,SPY
FFIV,"F5, Inc.",Information Technology,Communications Equipment,17233645568,large,SPY
FDS,FactSet,Financials,Financial Exchanges & Data,8519770624,mid,SPY
FICO,Fair Isaac,Information Technology,Application Software,25851432960,large,SPY
FAST,Fastenal,Industrials,Trading Companies & Distributors,53167611904,large,SPY
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,9281911808,mid,SPY
FDX,FedEx,Industrials,Air Freight & Logistics,86287360000,large,SPY
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,23971311616,large,SPY
FITB,Fifth Third Bancorp,Financials,Regional Banks,42661097472,large,SPY
FSLR,First Solar,Information Technology,Semiconductors,20959983616,large,SPY
FE,FirstEnergy,Utilities,Electric Utilities,29653735424,large,SPY
FISV,Fiserv,Financials,Transaction & Payment Processing Services,30205763584,large,SPY
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,46528557056,large,SPY
FTNT,Fortinet,Information Technology,Systems Software,61373280256,large,SPY
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,17811660800,large,SPY
FOXA,Fox Corporation (Class A),Communication Services,Broadcasting,24936716288,large,SPY
FOX,Fox Corporation (Class B),Communication Services,Broadcasting,24682565632,large,SPY
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,12200542208,large,SPY
FCX,Freeport-McMoRan,Materials,Copper,88215437312,large,SPY
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,45743067136,large,SPY
IT,Gartner,Information Technology,IT Consulting & Other Services,11377377280,large,SPY
GE,GE Aerospace,Industrials,Aerospace & Defense,296571469824,large,SPY
GEHC,GE HealthCare,Health Care,Health Care Equipment,32100009984,large,SPY
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,243800424448,large,SPY
GEN,Gen Digital,Information Technology,Systems Software,11649766400,large,SPY
GNRC,Generac,Industrials,Electrical Components & Equipment,11389990912,large,SPY
GD,General Dynamics,Industrials,Aerospace & Defense,94549581824,large,SPY
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,19970351104,large,SPY
GM,General Motors,Consumer Discretionary,Automobile Manufacturers,67669762048,large,SPY
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,14394964992,large,SPY
GILD,Gilead Sciences,Health Care,Biotechnology,173408583680,large,SPY
GPN,Global Payments,Financials,Transaction & Payment Processing Services,17927680000,large,SPY
GL,Globe Life,Financials,Life & Health Insurance,11213655040,large,SPY
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,11037014016,large,SPY
GS,Goldman Sachs,Financials,Investment Banking & Brokerage,256109641728,large,SPY
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,32124887040,large,SPY
HIG,Hartford (The),Financials,Property & Casualty Insurance,37983432704,large,SPY
HAS,Hasbro,Consumer Discretionary,Leisure Products,12684228608,large,SPY
HCA,HCA Healthcare,Health Care,Health Care Facilities,105513902080,large,SPY
DOC,Healthpeak Properties,Real Estate,Health Care REITs,11485639680,large,SPY
HSIC,Henry Schein,Health Care,Health Care Distributors,8704572416,mid,SPY
HSY,Hershey Company (The),Consumer Staples,Packaged Foods & Meats,41792847872,large,SPY
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",32701976576,large,SPY
HLT,Hilton Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",70881107968,large,SPY
HOLX,Hologic,Health Care,Health Care Equipment,16888477696,large,SPY
HD,Home Depot (The),Consumer Discretionary,Home Improvement Retail,320347176960,large,SPY
HON,Honeywell,Industrials,Industrial Conglomerates,145855791104,large,SPY
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,12155779072,large,SPY
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,13334630400,large,SPY
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,93653696512,large,SPY
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",17909878784,large,SPY
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,26275121152,large,SPY
HUM,Humana,Health Care,Managed Health Care,21445580800,large,SPY
HBAN,Huntington Bancshares,Financials,Regional Banks,32166119424,large,SPY
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,15617773568,large,SPY
IBM,IBM,Information Technology,IT Consulting & Other Services,232875606016,large,SPY
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,14161030144,large,SPY
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,45349867520,large,SPY
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,74416119808,large,SPY
INCY,Incyte,Health Care,Biotechnology,19091460096,large,SPY
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,30783051776,large,SPY
PODD,Insulet Corporation,Health Care,Health Care Equipment,14382575616,large,SPY
INTC,Intel,Information Technology,Semiconductors,252958507008,large,SPY
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,115170893824,large,SPY
ICE,Intercontinental Exchange,Financials,Financial Exchanges & Data,92927696896,large,SPY
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,18504235008,large,SPY
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,18420826112,large,SPY
INTU,Intuit,Information Technology,Application Software,117565235200,large,SPY
ISRG,Intuitive Surgical,Health Care,Health Care Equipment,160561561600,large,SPY
IVZ,Invesco,Financials,Asset Management & Custody Banks,10710285312,large,SPY
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,15662675968,large,SPY
IQV,IQVIA,Health Care,Life Sciences Tools & Services,29402220544,large,SPY
IRM,Iron Mountain,Real Estate,Other Specialized REITs,30729562112,large,SPY
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,20463374336,large,SPY
JBL,Jabil,Information Technology,Electronic Manufacturing Services,28687304704,large,SPY
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,11397951488,large,SPY
J,Jacobs Solutions,Industrials,Construction & Engineering,15117666304,large,SPY
JNJ,Johnson & Johnson,Health Care,Pharmaceuticals,585701851136,large,SPY
JCI,Johnson Controls,Industrials,Building Products,81386438656,large,SPY
JPM,JPMorgan Chase,Financials,Diversified Banks,794545750016,large,SPY
KVUE,Kenvue,Consumer Staples,Personal Care Products,32852785152,large,SPY
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,34387836928,large,SPY
KEY,KeyCorp,Financials,Regional Banks,22305083392,large,SPY
KEYS,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,49952829440,large,SPY
KMB,Kimberly-Clark,Consumer Staples,Household Products,31908022272,large,SPY
KIM,Kimco Realty,Real Estate,Retail REITs,15304586240,large,SPY
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,73351872512,large,SPY
KKR,KKR & Co.,Financials,Asset Management & Custody Banks,84489887744,large,SPY
KLAC,KLA Corporation,Information Technology,Semiconductor Materials & Equipment,199301152768,large,SPY
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,26977544192,large,SPY
KR,Kroger,Consumer Staples,Food Retail,44422897664,large,SPY
LHX,L3Harris,Industrials,Aerospace & Defense,66590814208,large,SPY
LH,Labcorp,Health Care,Health Care Services,22691387392,large,SPY
LRCX,Lam Research,Information Technology,Semiconductor Materials & Equipment,274367184896,large,SPY
LW,Lamb Weston,Consumer Staples,Packaged Foods & Meats,5468845056,mid,SPY
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,36741148672,large,SPY
LDOS,Leidos,Industrials,Diversified Support Services,20073687040,large,SPY
LEN,Lennar,Consumer Discretionary,Homebuilding,21416757248,large,SPY
LII,Lennox International,Industrials,Building Products,15945491456,large,SPY
LLY,Lilly (Eli),Health Care,Pharmaceuticals,837361664000,large,SPY
LIN,Linde plc,Materials,Industrial Gases,232901902336,large,SPY
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,36570398720,large,SPY
LMT,Lockheed Martin,Industrials,Aerospace & Defense,143529492480,large,SPY
L,Loews Corporation,Financials,Multi-line Insurance,22255169536,large,SPY
LOW,Lowe's,Consumer Discretionary,Home Improvement Retail,129596620800,large,SPY
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",18267686912,large,SPY
LYB,LyondellBasell,Materials,Specialty Chemicals,25644730368,large,SPY
MTB,M&T Bank,Financials,Regional Banks,31313893376,large,SPY
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,71247536128,large,SPY
MAR,Marriott International,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",87956324352,large,SPY
MRSH,Marsh McLennan,Financials,Insurance Brokers,85543133184,large,SPY
MLM,Martin Marietta Materials,Materials,Construction Materials,36017147904,large,SPY
MAS,Masco,Industrials,Building Products,12037251072,large,SPY
MA,Mastercard,Financials,Transaction & Payment Processing Services,440364466176,large,SPY
MTCH,Match Group,Communication Services,Interactive Media & Services,7422046720,mid,SPY
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,13113207808,large,SPY
MCD,McDonald's,Consumer Discretionary,Restaurants,219176468480,large,SPY
MCK,McKesson Corporation,Health Care,Health Care Distributors,109143719936,large,SPY
MDT,Medtronic,Health Care,Health Care Equipment,111222947840,large,SPY
MRK,Merck & Co.,Health Care,Pharmaceuticals,298838032384,large,SPY
META,Meta Platforms,Communication Services,Interactive Media & Services,1453128548352,large,SPY
MET,MetLife,Financials,Life & Health Insurance,46596816896,large,SPY
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,25608593408,large,SPY
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,10032216064,large,SPY
MCHP,Microchip Technology,Information Technology,Semiconductors,35498487808,large,SPY
MU,Micron Technology,Information Technology,Semiconductors,413021306880,large,SPY
MSFT,Microsoft,Information Technology,Systems Software,2775695753216,large,SPY
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,14988545024,large,SPY
MRNA,Moderna,Health Care,Biotechnology,19512074240,large,SPY
MOH,Molina Healthcare,Health Care,Managed Health Care,7260453888,mid,SPY
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,8292085248,mid,SPY
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,74247233536,large,SPY
MPWR,Monolithic Power Systems,Information Technology,Semiconductors,54937993216,large,SPY
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,70797451264,large,SPY
MCO,Moody's Corporation,Financials,Financial Exchanges & Data,78462328832,large,SPY
MS,Morgan Stanley,Financials,Investment Banking & Brokerage,263283097600,large,SPY
MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,8309112320,mid,SPY
MSI,Motorola Solutions,Information Technology,Communications Equipment,73110978560,large,SPY
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,40027189248,large,SPY
NDAQ,"Nasdaq, Inc.",Financials,Financial Exchanges & Data,49476755456,large,SPY
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",20469536768,large,SPY
NFLX,Netflix,Communication Services,Movies & Entertainment,418504835072,large,SPY
NEM,Newmont,Materials,Gold,124072050688,large,SPY
NWSA,News Corp (Class A),Communication Services,Publishing,14087340032,large,SPY
NWS,News Corp (Class B),Communication Services,Publishing,15473740800,large,SPY
NEE,NextEra Energy,Utilities,Multi-Utilities,194080063488,large,SPY
NKE,"Nike, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",65418137600,large,SPY
NI,NiSource,Utilities,Multi-Utilities,22725541888,large,SPY
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,14676665344,large,SPY
NSC,Norfolk Southern,Industrials,Rail Transportation,64676745216,large,SPY
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,26901946368,large,SPY
NOC,Northrop Grumman,Industrials,Aerospace & Defense,100260847616,large,SPY
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",8623478784,mid,SPY
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,32427720704,large,SPY
NUE,Nucor,Materials,Steel,39282012160,large,SPY
NVDA,Nvidia,Information Technology,Semiconductors,4311464017920,large,SPY
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,18615214080,large,SPY
NXPI,NXP Semiconductors,Information Technology,Semiconductors,49161396224,large,SPY
ORLY,O’Reilly Automotive,Consumer Discretionary,Automotive Retail,76654485504,large,SPY
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,62447046656,large,SPY
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,41401491456,large,SPY
OMC,Omnicom Group,Communication Services,Advertising,23216261120,large,SPY
ON,ON Semiconductor,Information Technology,Semiconductors,25023911936,large,SPY
OKE,Oneok,Energy,Oil & Gas Storage & Transportation,55609896960,large,SPY
ORCL,Oracle Corporation,Information Technology,Application Software,420995629056,large,SPY
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,30343276544,large,SPY
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,62223831040,large,SPY
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,18240571392,large,SPY
PLTR,Palantir Technologies,Information Technology,Application Software,355068182528,large,SPY
PANW,Palo Alto Networks,Information Technology,Systems Software,133179367424,large,SPY
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,10583775232,large,SPY
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,114612183040,large,SPY
PAYX,Paychex,Industrials,Human Resource & Employment Services,32855273472,large,SPY
PAYC,Paycom,Industrials,Human Resource & Employment Services,6784200192,mid,SPY
PYPL,PayPal,Financials,Transaction & Payment Processing Services,42422460416,large,SPY
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,14008888320,large,SPY
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,214623387648,large,SPY
PFE,Pfizer,Health Care,Pharmaceuticals,161094254592,large,SPY
PCG,PG&E Corporation,Utilities,Multi-Utilities,39057891328,large,SPY
PM,Philip Morris International,Consumer Staples,Tobacco,246403645440,large,SPY
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,70615105536,large,SPY
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,12416983040,large,SPY
PNC,PNC Financial Services,Financials,Diversified Banks,85593251840,large,SPY
POOL,Pool Corporation,Consumer Discretionary,Distributors,7465352192,mid,SPY
PPG,PPG Industries,Materials,Specialty Chemicals,23104972800,large,SPY
PPL,PPL Corporation,Utilities,Electric Utilities,29030494208,large,SPY
PFG,Principal Financial Group,Financials,Life & Health Insurance,19794415616,large,SPY
PG,Procter & Gamble,Consumer Staples,Personal Care Products,334433288192,large,SPY
PGR,Progressive Corporation,Financials,Property & Casualty Insurance,114398216192,large,SPY
PLD,Prologis,Real Estate,Industrial REITs,124704497664,large,SPY
PRU,Prudential Financial,Financials,Life & Health Insurance,33957840896,large,SPY
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,40840777728,large,SPY
PTC,PTC Inc.,Information Technology,Application Software,16974794752,large,SPY
PSA,Public Storage,Real Estate,Self-Storage REITs,49213276160,large,SPY
PHM,PulteGroup,Consumer Discretionary,Homebuilding,22536284160,large,SPY
PWR,Quanta Services,Industrials,Construction & Engineering,83881140224,large,SPY
QCOM,Qualcomm,Information Technology,Semiconductors,135428120576,large,SPY
DGX,Quest Diagnostics,Health Care,Health Care Services,22028212224,large,SPY
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,24431552512,large,SPY
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",21104162816,large,SPY
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,28080220160,large,SPY
RTX,RTX Corporation,Industrials,Aerospace & Defense,264093614080,large,SPY
O,Realty Income,Real Estate,Retail REITs,58007752704,large,SPY
REG,Regency Centers,Real Estate,Retail REITs,14389221376,large,SPY
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,80542629888,large,SPY
RF,Regions Financial Corporation,Financials,Regional Banks,22857021440,large,SPY
RSG,Republic Services,Industrials,Environmental & Facilities Services,68955930624,large,SPY
RMD,ResMed,Health Care,Health Care Equipment,32709584896,large,SPY
RVTY,Revvity,Health Care,Health Care Equipment,9943788544,mid,SPY
HOOD,Robinhood Markets,Financials,Investment Banking & Brokerage,62031249408,large,SPY
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,41040359424,large,SPY
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,25993658368,large,SPY
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,38521286656,large,SPY
ROST,Ross Stores,Consumer Discretionary,Apparel Retail,71543275520,large,SPY
RCL,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",74611539968,large,SPY
SPGI,S&P Global,Financials,Financial Exchanges & Data,130555248640,large,SPY
CRM,Salesforce,Information Technology,Application Software,175387656192,large,SPY
SNDK,Sandisk,Information Technology,"Technology Hardware, Storage & Peripherals",103555375104,large,SPY
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,21557641216,large,SPY
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,74216030208,large,SPY
STX,Seagate Technology,Information Technology,"Technology Hardware, Storage & Peripherals",96187531264,large,SPY
SRE,Sempra,Utilities,Multi-Utilities,64810586112,large,SPY
NOW,ServiceNow,Information Technology,Systems Software,107624587264,large,SPY
SHW,Sherwin-Williams,Materials,Specialty Chemicals,78792376320,large,SPY
SPG,Simon Property Group,Real Estate,Retail REITs,61308936192,large,SPY
SWKS,Skyworks Solutions,Information Technology,Semiconductors,8299119616,mid,SPY
SJM,J.M. Smucker Company (The),Consumer Staples,Packaged Foods & Meats,10186107904,large,SPY
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,20597938176,large,SPY
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,19031123968,large,SPY
SOLV,Solventum,Health Care,Health Care Technology,11028950016,large,SPY
SO,Southern Company,Utilities,Electric Utilities,109084672000,large,SPY
LUV,Southwest Airlines,Industrials,Passenger Airlines,18473555968,large,SPY
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,10658861056,large,SPY
SBUX,Starbucks,Consumer Discretionary,Restaurants,102958538752,large,SPY
STT,State Street Corporation,Financials,Asset Management & Custody Banks,35975442432,large,SPY
STLD,Steel Dynamics,Materials,Steel,26107807744,large,SPY
STE,Steris,Health Care,Health Care Equipment,21465733120,large,SPY
SYK,Stryker Corporation,Health Care,Health Care Equipment,126974607360,large,SPY
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",13943189504,large,SPY
SYF,Synchrony Financial,Financials,Consumer Finance,24642906112,large,SPY
SNPS,Synopsys,Information Technology,Application Software,75848990720,large,SPY
SYY,Sysco,Consumer Staples,Food Distributors,34080706560,large,SPY
TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,225267220480,large,SPY
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,19663632384,large,SPY
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,37011017728,large,SPY
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",28896544768,large,SPY
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,52532068352,large,SPY
TGT,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,54546452480,large,SPY
TEL,TE Connectivity,Information Technology,Electronic Manufacturing Services,61369466880,large,SPY
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,28861689856,large,SPY
TER,Teradyne,Information Technology,Semiconductor Materials & Equipment,48471285760,large,SPY
TSLA,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,1353089417216,large,SPY
TXN,Texas Instruments,Information Technology,Semiconductors,177421991936,large,SPY
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,30626594816,large,SPY
TXT,Textron,Industrials,Aerospace & Defense,15335003136,large,SPY
TMO,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,182569648128,large,SPY
TJX,TJX Companies,Consumer Discretionary,Apparel Retail,179505889280,large,SPY
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,16081219584,large,SPY
TTD,Trade Desk (The),Communication Services,Advertising,10495293440,large,SPY
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,23064713216,large,SPY
TT,Trane Technologies,Industrials,Building Products,94698078208,large,SPY
TDG,TransDigm Group,Industrials,Aerospace & Defense,65904648192,large,SPY
TRV,Travelers Companies (The),Financials,Property & Casualty Insurance,65578414080,large,SPY
TRMB,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,15493413888,large,SPY
TFC,Truist Financial,Financials,Diversified Banks,60329259008,large,SPY
TYL,Tyler Technologies,Information Technology,Application Software,14530334720,large,SPY
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,22754863104,large,SPY
USB,U.S. Bancorp,Financials,Diversified Banks,82268192768,large,SPY
UBER,Uber,Industrials,Passenger Ground Transportation,147855048704,large,SPY
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,13041581056,large,SPY
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,23839789056,large,SPY
UNP,Union Pacific Corporation,Industrials,Rail Transportation,145279008768,large,SPY
UAL,United Airlines Holdings,Industrials,Passenger Airlines,29851879424,large,SPY
UPS,United Parcel Service,Industrials,Air Freight & Logistics,83420889088,large,SPY
URI,United Rentals,Industrials,Trading Companies & Distributors,46120316928,large,SPY
UNH,UnitedHealth Group,Health Care,Managed Health Care,251662204928,large,SPY
UHS,Universal Health Services,Health Care,Health Care Facilities,10794009600,large,SPY
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,72989310976,large,SPY
VTR,Ventas,Real Estate,Health Care REITs,39550353408,large,SPY
VLTO,Veralto,Industrials,Environmental & Facilities Services,21812695040,large,SPY
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,24088094720,large,SPY
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,25795076096,large,SPY
VZ,Verizon,Communication Services,Integrated Telecommunication Services,208353607680,large,SPY
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,111447334912,large,SPY
VTRS,Viatris,Health Care,Pharmaceuticals,15479786496,large,SPY
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,29568235520,large,SPY
V,Visa Inc.,Financials,Transaction & Payment Processing Services,579954278400,large,SPY
VST,Vistra Corp.,Utilities,Electric Utilities,51181879296,large,SPY
VMC,Vulcan Materials Company,Materials,Construction Materials,36546838528,large,SPY
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,25077596160,large,SPY
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,52936982528,large,SPY
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,43407740928,large,SPY
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,1002848518144,large,SPY
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,171326914560,large,SPY
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,68484911104,large,SPY
WM,Waste Management,Industrials,Environmental & Facilities Services,94953308160,large,SPY
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,29846511616,large,SPY
WEC,WEC Energy Group,Utilities,Electric Utilities,38295760896,large,SPY
WFC,Wells Fargo,Financials,Diversified Banks,248702222336,large,SPY
WELL,Welltower,Real Estate,Health Care REITs,141176274944,large,SPY
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,18366394368,large,SPY
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",100850032640,large,SPY
WY,Weyerhaeuser,Real Estate,Timber REITs,17610635264,large,SPY
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,21443121152,large,SPY
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,88045699072,large,SPY
WTW,Willis Towers Watson,Financials,Insurance Brokers,27289731072,large,SPY
WDAY,"Workday, Inc.",Information Technology,Application Software,34784378880,large,SPY
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,10640024576,large,SPY
XEL,Xcel Energy,Utilities,Multi-Utilities,50371813376,large,SPY
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,29483327488,large,SPY
YUM,Yum! Brands,Consumer Discretionary,Restaurants,43338829824,large,SPY
