rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,1,HYMC,Hycroft Mining Holding,gold,explorer,mid,33.05,100.0,-0.0055,-0.0728,0.3874,FLAT,445.38,920.06,1101.82,-46.18,55.42,147.79,0.4532,LOW,-,38.9762,40.5575,16.6433,1,345.0154,LEADER,81.0824
2,1,2308.TW,Delta Electronics Inc,lithium,producer,large,1510.0,97.44,0.0199,0.1159,0.601,STRONG_DOWN,80.62,326.91,357.74,-24.39,53.75,58.2,0.8549,LOW,-,1396.75,1270.4,881.4116,1,301.9106,LEADER,66.5388
3,3,5802.T,Sumitomo Electric Industries,lithium,producer,large,9480.0,94.87,-0.0363,-0.0183,0.3065,STRONG_DOWN,127.86,289.0,323.15,-29.03,57.44,68.4,1.3004,MED,-,9991.35,8707.62,5604.305,1,242.6927,LEADER,63.7783
4,3,MAU.TO,Montage Gold,gold,explorer,mid,14.41,99.06,0.11,0.1192,0.5592,STRONG_DOWN,104.11,342.02,1034.65,-25.76,53.82,72.86,1.0624,MED,-,14.504,14.0818,8.4164,1,252.6456,LEADER,62.1446
5,12,034020.KS,Doosan Enerbility,uranium,producer,large,100900.0,96.77,0.002,0.1537,0.2437,STRONG_DOWN,59.4,330.28,485.95,-24.79,53.75,71.26,0.508,LOW,-,101025.0,97042.0,76217.25,1,249.1215,LEADER,57.1809
6,10,ARE.TO,Aecon Group,uranium,producer,mid,41.79,79.03,-0.0149,0.2811,0.2516,FLAT,86.18,152.63,160.75,-21.01,56.22,37.39,1.1273,MED,-,41.0315,38.0226,27.7577,1,229.4908,LEADER,55.9545
7,16,FDY.TO,Faraday Copper,copper,explorer,mid,3.72,98.77,-0.0407,-0.0452,0.442,FLAT,121.43,353.66,541.38,-33.95,48.59,86.76,1.1837,MED,-,4.449,3.8956,2.2335,1,198.0667,LEADER,54.6743
8,5,047040.KS,Daewoo Eng & Co,uranium,producer,large,15900.0,100.0,-0.069,0.7637,3.1509,STRONG_DOWN,322.87,404.76,329.15,-27.11,50.0,116.9,2.6077,HIGH,-,12541.0,8567.3,5016.75,1,173.1231,LEADER,54.5464
9,0,OGC.TO,Oceanagold Corp,gold,explorer,large,40.92,84.91,-0.0698,-0.0219,0.1458,STRONG_DOWN,41.36,186.4,355.6,-31.6,57.43,63.28,2.5164,HIGH,-,47.2897,49.3059,33.9468,1,169.1682,LEADER,54.4409
10,1,SCZ.V,Santacruz Silver Mining,silver,producer,mid,10.67,100.0,-0.015,-0.0507,-0.0813,STRONG_UP,-3.35,393.98,967.0,-57.28,49.4,105.3,0.4852,LOW,-,12.4185,14.962,9.9761,1,184.8308,LEADER,54.1981
11,-6,ARIS,Aris Mining Corp,gold,producer,mid,17.14,94.34,-0.0108,0.0273,0.0856,STRONG_DOWN,77.62,269.4,370.88,-28.97,61.45,70.45,0.849,LOW,-,18.6235,19.307,12.5128,1,234.9811,LEADER,53.3395
12,0,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: object",gold,producer,large,3176.0,91.51,-0.0304,0.0207,-0.0055,FLAT,34.58,239.51,528.74,-31.03,55.38,62.86,0.4509,LOW,-,3462.3,3750.24,2598.6417,1,211.0074,LEADER,53.06
13,5,PLS.AX,PLS GROUP LTD,lithium,producer,large,5.15,87.18,0.1579,0.0523,0.0992,FLAT,112.81,205.64,33.77,-32.64,52.59,60.61,1.0345,MED,-,4.708,4.614,3.2216,1,178.4277,LEADER,52.8336
14,8,UUUU,Energy Fuels Inc,uranium,producer,mid,17.61,98.39,-0.0111,0.0076,0.153,STRONG_DOWN,5.39,372.12,169.68,-51.28,53.01,103.8,0.6315,LOW,-,19.2985,21.2042,15.3393,1,190.0383,LEADER,51.6402
15,6,APM.TO,Andean Precious Metals,gold,producer,mid,6.36,95.28,-0.0153,-0.1232,-0.3266,STRONG_UP,-23.37,295.03,657.14,-51.34,55.02,87.56,0.5888,LOW,EARLY,7.766,8.9924,7.0998,0,185.3884,LAGGARD,51.404
