rank,delta_rank,ticker,name,commodity,type,cap_band,close,peer_rs_score,rs_5,rs_21,rs_63,rs_trend,ret_6m,ret_12m,ret_24m,max_dd,persist_frac,vol_63,rel_vol,vol_label,acc_watch,sma20,sma50,sma200,pass_trend,mqs,regime_label,score_final
1,0,HYMC,Hycroft Mining Holding,gold,explorer,mid,41.7,100.0,0.1025,0.0174,0.2133,FLAT,434.62,1215.46,980.31,-46.18,56.22,140.58,0.5354,LOW,-,35.3195,38.8757,18.4815,1,486.0792,LEADER,107.5445
2,1,2308.TW,Delta Electronics Inc,lithium,producer,large,1750.0,100.0,0.0219,0.17,0.702,STRONG_DOWN,104.92,438.92,489.05,-17.21,54.36,65.61,0.7854,LOW,-,1520.75,1374.4,941.21,1,363.6594,LEADER,75.5236
3,9,AUGO,"ticker
AUGO    Aura Minerals
AUGO    Aura Minerals
Name: name, dtype: object",copper,producer,large,108.65,95.06,0.122,0.3756,0.9723,STRONG_DOWN,187.78,356.87,356.87,-31.42,61.5,84.07,1.0788,MED,-,81.585,77.9728,,0,261.0617,LAGGARD,67.724
4,-2,5802.T,Sumitomo Electric Industries,lithium,producer,large,10075.0,97.5,-0.0566,-0.1006,0.5095,FLAT,127.27,378.05,,-22.31,58.44,75.19,0.9022,LOW,-,9620.1581,9348.7616,5967.2957,1,293.831,LEADER,65.4631
5,1,FDY.TO,Faraday Copper,copper,explorer,mid,4.84,100.0,0.041,0.0117,0.6837,FLAT,154.74,505.0,656.25,-33.95,49.8,90.11,0.7643,LOW,-,4.172,4.1678,2.4318,1,279.0922,LEADER,64.3693
6,22,KCP.V,King Copper Discovery,copper,producer,small,0.88,98.77,0.0726,-0.0896,-0.1323,STRONG_UP,29.41,433.33,363.16,-47.77,43.37,91.21,1.5128,HIGH,-,0.8285,0.9742,0.7008,1,206.0483,LEADER,62.5967
7,0,PLS.AX,PLS GROUP LTD,lithium,producer,large,5.4,87.5,-0.0107,0.0108,0.0544,STRONG_DOWN,107.69,284.34,38.46,-30.79,54.4,57.96,0.6174,LOW,-,4.9435,4.7106,3.4202,1,266.8769,LEADER,62.2105
8,0,002709.SZ,GUANGZHOU TINCI MATERIALS -A,lithium,producer,large,49.35,67.5,0.068,-0.069,0.0293,FLAT,29.44,188.67,107.86,-21.71,52.7,45.88,1.6091,HIGH,-,44.912,43.5902,34.512,1,216.7163,CONTENDER,60.6748
9,10,SCZ.V,Santacruz Silver Mining,silver,producer,mid,12.4,96.67,0.0909,0.0238,-0.1207,STRONG_UP,24.0,463.64,868.75,-57.28,50.2,106.64,0.7841,LOW,-,10.9995,13.2864,10.3824,1,218.2534,LEADER,60.4122
10,7,FRES.L,"ticker
FRES.L    Fresnillo Ord Shs
FRES.L    Fresnillo Ord Shs
Name: name, dtype: object",gold,producer,large,3691.0,84.91,-0.0071,0.0406,-0.0398,FLAT,41.74,249.06,517.66,-31.03,54.4,62.23,1.0562,MED,-,3352.0,3633.44,2700.4782,1,217.7245,LEADER,60.1953
11,-7,047040.KS,Daewoo Eng & Co,uranium,producer,large,23500.0,100.0,0.009,0.933,5.1443,STRONG_DOWN,535.14,619.75,540.33,-27.11,49.79,142.59,1.0146,MED,-,18472.0,12210.5,5939.1,1,216.4079,LEADER,59.1025
12,-7,ARE.TO,Aecon Group,uranium,producer,mid,46.63,77.42,0.0383,0.1279,0.4715,STRONG_DOWN,90.48,181.36,199.49,-21.01,58.23,37.6,0.7451,LOW,-,43.1155,39.9312,28.9864,1,280.8629,LEADER,58.7985
13,5,ARIS,Aris Mining Corp,gold,producer,mid,21.65,95.28,0.0254,0.0964,0.2239,STRONG_DOWN,101.77,300.18,,-28.97,62.25,71.77,,LOW,-,18.6055,19.3654,13.2314,1,260.3665,LEADER,58.0438
14,-5,MIN.AX,MINERAL RESOURCES LTD,lithium,producer,large,58.23,77.5,-0.0329,-0.0873,-0.1186,STRONG_UP,36.75,219.07,-18.34,-30.29,56.0,52.17,0.9241,LOW,-,55.14,55.2668,46.0795,1,235.1511,LEADER,57.7192
15,10,ABRA.TO,"ticker
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
ABRA.TO    AbraSilver Resources
Name: name, dtype: object",copper,explorer,mid,16.2,97.53,0.214,0.2522,0.4275,STRONG_DOWN,143.98,414.29,523.08,-43.5,54.62,96.48,0.6319,LOW,-,12.3805,13.6268,9.1464,1,234.5386,LEADER,57.7005
16,5,ARG.TO,Amerigo Resources,copper,producer,mid,6.36,93.83,0.1332,0.1572,0.2173,STRONG_DOWN,128.43,290.31,325.25,-28.72,57.03,64.22,0.97,LOW,-,5.203,5.505,3.7259,1,257.8085,LEADER,57.4073
